unitSeq	TurnSeq	Speaker	Text
136	63	F:	(.) 他 說 或許 他 應該 要 —
137	63	F:	(.) 我 應該 要 建議 —
138	63	F:	(.) 琴 就是 ,
139	63	F:	(.) 可以 用 以柔制剛 .
140	63	F:	(.) 因為 ,
141	63	F:	琴 會 ,
142	63	F:	(.) 像 我 一樣 ,
143	64	M:	(.) 對 .
144	65	F:	(.) 得理不饒人 .
145	66	M:	(.) 對 .
146	66	M:	(.) [很 硬] .
147	67	F:	[如果] ,
148	67	F:	(.) 你 ,
149	67	F:	(...) 你 就是 有理 的 時候 ,
150	67	F:	(.) 你 要 ,
151	67	F:	(.) 你 要 ,
152	67	F:	(.) 你 要 我 ,
153	67	F:	(.) [2軟] 下來 ,
154	68	M:	[2軟] —
155	68	M:	(...) [不 可能] .
156	69	F:	[就是] ,
157	69	F:	(.) 當下 就 不行 .
158	69	F:	(.) 可是 我 覺得 這樣 就是 佔 弱勢 了 .
159	69	F:	(.) 以後 應該 得理 可是 ,
160	70	M:	(.) [2可以 饒人] .
161	71	F:	[2又 要 用] ,
162	71	F:	(.) 不是 .
163	71	F:	(.) 又 要 用 軟 的 攻勢 讓 你 一點 輒 都 ,
164	71	F:	(.) 你 就 有 (.) 辦 —
165	71	F:	(.) 有 可能 會 被 我 說服 .
166	72	M:	(.) 嗯 .
167	72	M:	(.) 對 .
168	72	M:	(...) 很 機車 的 想法 .
169	72	M:	(.) @@@[=]
170	73	F:	[誰 ,
171	73	F:	(.) 我 嗎 .
172	73	F:	沒有 啊] 可是 你 自己 想想 看 ,
173	73	F:	(.) 你 也 希望 人家 跟 你 講 事情 的 時候 是 ,
174	73	F:	(.) 不是 太 ,
175	73	F:	(.) 太 ,
176	73	F:	(.) [2硬 的] .
177	74	M:	[2情緒 太 高漲 的] .
178	75	F:	(.) 不是 情緒 .
179	75	F:	(.) 就是 太 硬 .
180	75	F:	(.) 我 知道 你 對 .
181	75	F:	(.) 但是 如果 你 那麼 的 硬 ,
182	75	F:	那麼 的 強勢 的 時候 ,
183	75	F:	(.) 我 就是 不爽 [接受] .
184	76	M:	[不爽] .
185	77	M:	(.) 嗯 .
186	78	F:	(.) 不 曉得 不爽 這 兩個 字 (.) S 有沒有 辦法 打 出來 .
187	79	M:	(.) @@@ 不爽 應該 可以 吧 .
188	80	F:	(.) 對 啊 (.) 然後 ,
189	80	F:	(.) [可是] ,
190	81	M:	[不爽] .
191	81	M:	不爽 .
192	81	M:	不爽 .
193	82	F:	(.) 可是 @@@=@ —
194	83	M:	(.) @@@= 這個 有沒有 在 repeat 的 感覺 .
195	84	F:	(.) 有 .
196	84	F:	(...) 可是 ,
197	85	M:	(.) 而且 頭 還 回 喔 .
198	86	F:	(.) 對 啊 .
199	86	F:	(.) 然後 可是 ,
200	86	F:	(.) 如果 說 我 有理 .
201	86	F:	(.) 可是 我 又 用 很 低 姿態
202	86	F:	或 比較 柔 的 方式 去 講 .
203	86	F:	(.) 請問 你 要 怎麼 回絕 我 .
204	87	M:	(.) 就 沒 辦法 .
205	88	F:	(.) 對 啊 .
206	89	M:	(.) 就是 很 高招 的 一 招 .
207	90	F:	(.) 也 不是 高招 .
208	90	F:	(.) 只是 ,
209	90	F:	人 都 喜歡 ,
210	90	F:	(...) 人家 不要 講 比較 ,
211	90	F:	(.) 硬 [或] 難聽 的 話 啊 .
212	91	M:	[硬] .
213	92	M:	(.) 嗯 .
214	92	M:	(.) 對 啊 .
215	92	M:	(.) 我 喜歡 聽 好話 .
216	93	F:	(.) 嗯 .
217	93	F:	(.) 朱 你 去 倒 一杯 水 .
218	93	F:	(.) 講 那麼 久 .
219	93	F:	(.) 口[2渴 了] .
220	94	M:	[2@@@=] 可以 離開 鏡頭 嗎 .
221	95	F:	(.) 再 回來 啊 .
222	96	M:	(.) @@[@@@=]
223	97	F:	[@@@=]
224	98	F:	(.) 你 沒有 打 —
225	98	F:	(.) [2你 沒有 打開 蓋子] 請問 水 怎麼 跑 下來 .
226	99	M:	[2@@@=]
227	100	M:	(.) 這個 —
228	100	M:	(...) 請 把 它 剪掉 .
229	100	M:	(...) 如果 我 喝 一 口 餵 你 ## ,
230	100	M:	(.) 可能 沒 辦法 接受 .
231	101	F:	(.) 嗯 .
232	102	M:	(.) 呵 .
233	103	M:	(...) 夠 嗎 .
234	104	F:	(.) 嗯 .
235	105	M:	(...) ha .
236	106	F:	(.) 我 覺得 我們 好 有 義氣 喔 .
237	107	M:	(.) 甚麼 意思 .
238	108	F:	(.) 我們 在 錄影 [@@@] .
239	109	M:	[@@@=]
240	110	M:	(.) 可是 剛剛 講到 我 ,
241	110	M:	(.) 沒有 想到 錄影 這 件 事 .
242	111	F:	(.) 甚麼 東西 .
243	112	M:	(.) 剛剛 有些 談話 沒有 想到 .
244	112	M:	(.) 錄影 (.) 這 件 事 .
245	113	F:	(.) 因為 其實 ,
246	113	F:	就 很 (.) 自 ,
247	113	F:	(.) [2自2]然 的 在 談話 .
248	114	M:	[2嗯] .
249	115	M:	(.) 嗯 .
250	116	F:	(.) 你 剛剛 說 新竹 怎樣 .
251	117	M:	(.) 如果 我 去 新竹 就 剩 你 一 個 人 在 這邊 .
252	118	F:	(.) 如果 你們 大家 都 去 了 ,
253	118	F:	[然後] ,
254	118	F:	琴 去 當 主任 ,
255	119	M:	[對 啊] .
256	120	F:	(.) 你 跟 E 去 當 副店 ,
257	120	F:	(.) [2然後 我] 弟 也 走 了 .
258	121	M:	[2對 啊] .
259	122	M:	(.) 對 啊 .
260	123	F:	(.) 你們 好 耶 .
261	123	F:	(...) @@@
262	124	M:	(.) 這樣 你 的 ,
263	124	M:	(.) 你 的 ,
264	124	M:	(.) 那 個 想法 就 實現 拉 .
265	124	M:	(.) 大家 都 走 了 .
266	124	M:	(.) 剩 我 一 個 人 .
267	124	M:	(.) 留在 這邊 .
268	125	F:	(.) 我 的 想法 .
269	125	F:	(.) 我 的 恐懼 吧 .
270	125	F:	(.) 我 的 [想法] .
271	126	M:	[你 的 恐] —
272	127	M:	(.) 想法 ,
273	127	M:	(.) 恐懼 啊 .
274	128	F:	(.) 那 那 時候 你 要 答應 我 .
275	129	M:	(...) what .
276	130	F:	(.) 我 不是 有 跟 你 講過 .
277	131	M:	(.) 嗯 .
278	131	M:	(.) 喔 .
279	131	M:	(.) 安全感 .
280	132	F:	(.) 是 甚麼 .
281	133	M:	(.) 嗯 .
282	134	F:	(...) 你 還是 要 買 房子 [啊] .
283	135	M:	[嗯] .
284	136	M:	(.) 是 啊 .
285	136	M:	(.) eh ,
286	136	M:	[2我 本來 想 說] ,
287	137	F:	[2不能 因為] ,
288	136	M:	(.) eh ,
289	136	M:	(.) 禮拜 ,
290	136	M:	(.) 五 (.) 我們 去 ,
291	136	M:	(.) 可以 去 新店 看 說 ,
292	138	F:	(.) 好 啊 ,
293	138	F:	(.) 我們 先 ,
294	138	F:	(.) 這 兩 ,
295	138	F:	(.) eh 那 明天 就要 找 了 .
296	138	F:	(.) 明天 不 曉得 有沒有 空 找 .
297	138	F:	(.) 因為 [你 要 看 之前] 你 還要 預約 啊 .
298	139	M:	[嗯 對喔] .
299	140	M:	(.) 明天 ,
300	140	M:	(.) 不然 ,
301	140	M:	(.) 我 ,
302	140	M:	(.) 我 找 ,
303	141	F:	(.) 除非 ,
304	141	F:	(.) 你 如果 不 怕 仲介 的 話 啊 ,
305	142	M:	(.) 嗯 .
306	143	F:	(.) 我們 就是 去 新店 那 附近 的 .
307	144	M:	(.) 找 仲介 .
308	145	F:	(.) 的 房 ,
309	145	F:	(.) 不 動產 的 .
310	145	F:	(.) 那 個 [2公司] .
311	146	M:	[2對] .
312	147	F:	(.) 有沒有 ,
313	147	F:	(.) 直接 去 問 他 有 甚麼 物件 .
314	148	M:	(.) 嗯 .
315	149	F:	. .然後 請 他 帶 我們 看 .
316	150	M:	(.) eh ?
317	151	F:	(.) 然後 ,
318	151	F:	(.) 如果 那樣 就 可以 .
319	151	F:	(.) 可是 如果 說 ,
320	151	F:	(.) 而且 那樣 ,
321	151	F:	(.) 他 可以 先 幫 你 挑選 .
322	151	F:	(.) 他 [可能] 有 你 的 預算 ,
323	152	M:	[嗯嗯] .
324	153	F:	(.) 有 你 [2的] ,
325	154	M:	[2嗯] .
326	155	F:	(.) 想 要 找 的 ,
327	155	F:	(.) 譬如 說 五 年 內 的 房子 ,
328	155	F:	(.) 等等 [大小] ,
329	156	M:	[嗯]
330	157	F:	(.) 喔 ,
331	157	F:	(.) 甚麼 的 .
332	157	F:	那 ,
333	157	F:	(.) 可是 ,
334	157	F:	(.) 你 只要 一 找 到 他 之後 會 一直 不 斷 的 call 你 .
335	157	F:	(.) 當 他 有 物件 的 時候 .
336	157	F:	(.) 如果 你 不 怕 煩 .
337	157	F:	(.) [2可是] ,
338	158	M:	[2嗯] .
339	159	F:	(.) 其實 你 換個 角度 ,
340	159	F:	(.) 如果 你 真的 要 買 .
341	160	M:	(.) 對 [啊] .
342	161	F:	[他] call 你 [2也 OK 啊] .
343	162	M:	[2你 不用 怕 煩 啊] .
344	163	M:	(.) 對 啊 .
345	163	M:	(.) [不 怕 煩] .
346	164	F:	[對 啊] .
347	165	F:	(.) 因為 你 隨時 會 知道 ,
348	165	F:	(.) 而且 你 的 時間 又 很 好 .
349	166	M:	(.) 嗯 .
350	167	F:	(.) 因為 你 是 (.) week day .
351	168	M:	(.) 嗯嗯 .
352	169	F:	(.) 休假 [比較 多] .
353	170	M:	[對 啊 對 啊] .
354	171	F:	(.) 白天 又 可以 看屋 .
355	172	M:	(.) 嗯 .
356	173	F:	(.) 有 可能 是 下午 才 上班 .
357	174	M:	(.) 嗯 .
358	175	F:	(.) 就 很 不錯 .
359	176	M:	(.) 嗯 .
360	177	F:	(.) 那 ,
361	177	F:	(.) 你 就 有 機會 看到 很多 .
362	178	M:	(.) 嗯 .
363	179	F:	(.) 然後 你 可以 去 找 兩 到 三 家 .
364	179	F:	不 要 太多 .
365	180	M:	(.) 嗯 .
366	181	F:	(.) 兩 家 ,
367	181	F:	(.) 左右 的 仲介 .
368	182	M:	(.) 嗯 .
369	183	F:	(.) 然後 去 那 附近 [找 這樣 說不定 有 甚麼] .
370	184	M:	[看看] .
371	185	M:	(.) 我們 就 搭 捷運 (.) 過去 看 .
372	185	M:	(.) 因為 我們 畢竟 也 是 要 找 捷運 附近 的 .
373	185	M:	(.) 對不對 .
374	186	F:	(.) 嗯 .
375	186	F:	(.) 因為 我 想 問 如果 你 ,
376	186	F:	(.) 都 因為 說 你 連 要 住 哪 都 還 不 確定 ,
377	186	F:	你 永遠 都 不 可[2能 settle down
378	186	F:	那 你 就 不 會 買2] .
379	187	M:	[2嗯 .
380	187	M:	真的2] .
381	188	F:	(.) 那 ,
382	188	F:	(.) 如果 ,
383	188	F:	(.) 嗯 ?
384	188	F:	(.) 這 個 對話 ,
385	189	M:	(.) [@@@=]
386	190	F:	[如果 ,
387	190	F:	(.) 如果 (.) 你 是] ,
388	190	F:	(.) 譬如 說 ,
389	190	F:	(.) 我們 兩個 有 個 commitment .
390	191	M:	(.) 嗯 .
391	192	F:	(.) 然後 ,
392	192	F:	(.) 我 覺得 我 一定 是 會 在 台北 .
393	193	M:	(.) 嗯 .
394	194	F:	(.) 對 .
395	194	F:	(.) 除非 哪天 你 發達 了 說 ,
396	194	F:	M 你 不要 做 了 .
397	195	M:	(.) 嗯 .
398	196	F:	(.) 那 ,
399	196	F:	(.) 不然 我 應該 就是 會 在 台北 .
400	196	F:	因為 我 不像 你們 會 調來調去 啊 .
401	197	M:	(.) 不是 說 你們 公司 有 可能 會到 哪邊 去 .
402	198	F:	(.) 請問 網路 公司 要 到 哪邊 去 ,
403	196	F:	網路 公司 在 哪 都 可以 是 ,
404	198	F:	(.) 根本 不 可能 有 甚麼 分公司 啊 .
405	199	M:	(.) 喔 .
406	200	F:	(.) 可是 我 不 可能 ,
407	200	F:	(.) 不 太 ,
408	200	F:	(.) 短期 內 不 可能 換掉 啊 .
409	201	M:	(.) 嗯 .
410	202	F:	(.) 因為 ,
411	202	F:	(...) 工作 一來 不 好找 ,
412	202	F:	你 又要 考慮 到 pay ,
413	203	M:	(.) 嗯 .
414	204	F:	(.) 有沒有 比較 好 .
415	205	M:	(.) 嗯 .
416	206	F:	(.) 那 我 一定 會 在 台 (...) 北 啊 .
417	207	M:	(.) 嗯 .
418	208	F:	(...) 你 介意 嗎 .
419	208	F:	(.) 講 得 好像 反過來 我 要 問 你 (.) 你 介意 我 都 在 台北 嗎 .
420	208	F:	(.) 還是 你 覺得 我 也 要 辭掉 工作 去 新竹 找 .
421	209	M:	(.) @@ 我 那天 跟 ,
422	209	M:	(.) E 講 說 ,
423	209	M:	(.) 其實 如果 我 去 新竹 ,
424	209	M:	(.) 我 可能 ,
425	209	M:	(.) 可能 就是 ,
426	209	M:	叫 (.) M 辭掉 這邊 然後 一起 ,
427	209	M:	(.) 到 新竹 那邊 去 .
428	210	F:	(.) 去 那邊 幹嘛 .
429	211	M:	(.) 就 找 竹科 的 啊 ,
430	211	M:	或是 甚麼樣 ,
431	211	M:	(.) 或者 是 ,
432	211	M:	(.) 或者 是 你 要 幹嘛 都 可以 啊 .
433	212	F:	(.) 幹嘛 都 可以 .
434	213	M:	(.) 對 啊 .
435	214	F:	(.) 你 要 養 我 喔 .
436	215	M:	(.) eh 可以 .
437	215	M:	(.) 應該 可以 養 得 起 吧 .
438	216	F:	(.) 可是 我們 沒有 房子 跟 車子 啊 .
439	217	M:	(.) 那 可以 買 啊 .
440	218	F:	(.) 那 ,
441	218	F:	(.) 也 要 等 ,
442	218	F:	(.) 你 s- —
443	218	F:	(.) 你 穩定 了 吧 .
444	219	M:	(.) 嗯 .
445	220	F:	(.) 對 啊 ,
446	220	F:	(.) 因為 如果 你 [沒有] 穩定 然後 我 就 ,
447	221	M:	[穩定] .
448	220	F:	(.) 冒冒失失 的 說 ,
449	220	F:	(.) 喔 好 啊 我 也 不 想要 工作 ,
450	220	F:	(.) 我 就 去 陪 你 ,
451	222	M:	(.) 嗯 .
452	223	F:	(.) 那 ,
453	223	F:	(.) 之後 ,
454	223	F:	(...) 沒 了 (.) 我 還 ,
455	223	F:	(.) 工作 也 沒 了 ,
456	223	F:	(.) 人 也 沒 了 ,
457	223	F:	(.) 甚麼 都 沒 了 ,
458	223	F:	(.) 青春 也 沒 了 .
459	224	M:	(.) @
460	224	M:	(.) 講 得 好 大條 喔 .
461	224	M:	(.) 可是 很 現實 .
462	225	F:	(.) 可是 我 ,
463	225	F:	(.) 對 我 來講 真的 是 很 可怕 啊 .
464	226	M:	(.) 嗯 .
465	227	F:	(.) 第一 我 ,
466	227	F:	(.) 目前 我 覺得 我 需要 工作 .
467	227	F:	(.) 而且 ,
468	227	F:	(.) 如果 我 一 不 工作 ,
469	227	F:	(.) 你 的 負擔 就 很 大 啊 .
470	228	M:	(.) 嗯 .
471	229	F:	(.) 對不對 .
472	230	M:	(.) 對 .
473	230	M:	(.) 想東想西 ,
474	230	M:	(.) 買東買西 ,
475	230	M:	(.) 吃東吃西 ,
476	230	M:	(.) [2那麼 多] ,
477	231	F:	[2目前] 只有 吃東吃西 .
478	232	M:	(.) 那麼 多 吃吃 的 在 引誘 著 你 @@ .
479	233	F:	(.) 嗯 .
480	233	F:	(.) 最近 會 吃 少 一點 .
481	233	F:	(.) 都 沒有 [##] .
482	234	M:	[二十四] 二十四 號 之前 吃 少 一點 .
483	235	F:	(.) 對 啊 .
484	235	F:	(.) 那麼 肥 .
485	236	M:	(.) 我 怕 他們 ,
486	236	M:	(.) 到 ,
487	236	M:	(.) 高雄 看到 你 會 ,
488	236	M:	(.) M 你 怎麼 ,
489	236	M:	(...) @@ .
490	236	M:	(.) 一 圈 @@@@@ .
491	236	M:	(.) 繞 一 圈 @@@= .
492	237	F:	(.) 沒有 啊 我 那 時候 不是 也 很 胖 .
493	237	F:	前陣子 幸好 我 有 瘦 一點 .
494	238	M:	(.) 嗯 .
495	239	F:	(.) [然後 現在 又 胖 了] .
496	240	M:	[對 啊] —
497	240	M:	不 會 胖 啊 .
498	241	F:	(.) 可是 [2現在] 又 胖 了 .
499	241	F:	我 褲子 都 好 緊 喔 .
500	242	M:	[2為甚麼] .
501	243	M:	(.) 是 不是 因為 你 這邊 突然 好像 變大 了 的 感覺 .
502	244	F:	(.) 還有 —
503	244	F:	(.) 肚子 .
504	244	F:	(.) [跟 腰] .
505	245	M:	[肚子] .
506	246	F:	(.) 嗯 .
507	247	M:	(.) 真的 嗎 .
508	248	F:	(.) 嗯 .
509	248	F:	(.) 因為 辦公 ,
510	248	F:	(.) 小姐 都 這樣 .
511	249	M:	(.) 應該 .
512	249	M:	(.) 都 [坐著] .
513	250	F:	[然後 今天] ,
514	250	F:	(.) 今天 ,
515	250	F:	(.) 醫生 又 惹毛 他 了 他 ,
516	250	F:	真的 整個 臉 很 臭
517	250	F:	我 好 怕 喔 ,
518	250	F:	我 都 不敢 正眼 看 他 ,
519	251	M:	(.) [2嗯] .
520	252	F:	[2然後] 我 跟 他 拜拜 (.) 他 也 沒 跟 我 拜拜 .
521	252	F:	(.) 我 都 不 知道 禮拜五 怎麼 去 ,
522	252	F:	(.) 不然 還 可以 叫 醫生 幫 我 喬一喬 骨盆 ,
523	252	F:	(.) 讓 它 縮小 一點 .
524	253	M:	(...) 陪 你 去 .
525	254	F:	(.) 我 真的 覺得 我 今年 是 怎樣 .
526	254	F:	(.) 我們 禮拜五 先 去 媽祖廟 拜個拜 [好 了] .
527	255	M:	[嗯] 好 啊 好 啊 .
528	256	F:	(.) 你 也 拜 吧 .
529	257	M:	(.) 嗯 .
530	258	F:	(.) 可是 我們 兩個 可以 一起 去 廟 嗎 .
531	259	M:	(.) 不行 喔 .
532	260	F:	(.) 我 不 知道 啊 .
533	261	M:	(.) 應該 OK 吧 .
534	261	M:	(.) 沒有 禁忌 吧 .
535	262	F:	(.) 以前 不是 說 情侶 不能 去 甚麼 廟 .
536	262	F:	(.) 喔 .
537	262	F:	(.) 呂洞賓 還 甚麼 的 .
538	262	F:	只有 那 個 對不對 .
539	263	M:	(.) 喔 .
540	263	M:	(.) 媽祖廟 應該 可以 吧 .
541	264	F:	(.) 你 可以 問 一下 你 媽 嗎 .
542	265	M:	(.) 她 應該 ,
543	265	M:	(.) 應該 <L3 毋 知影 ((不 知道)) L3> .
544	266	F:	(.) 你 媽 他們 那 一輩 比較 知道 .
545	266	F:	(.) 還是 我 問 我 爸 .
546	267	M:	(...) 問 你 爸 .
547	268	F:	(.) 嗯 .
548	269	M:	(.) 應該 還好 吧 .
549	269	M:	(.) 應該 沒有 這個 規定 .
550	270	F:	(...) 好 啊 .
551	270	F:	(.) 那 我們 禮拜五 就 去 媽祖廟 .
552	271	M:	(.) 嗯嗯 .
553	271	M:	(.) 你 也 好久 —
554	271	M:	(.) 你 也 說 [要 想 去] .
555	272	F:	[對 .
556	272	F:	(.) 要 趕快 去 媽祖廟] 想 去 就要 趕快 去 .
557	273	M:	(.) 嗯嗯 .
558	274	F:	(.) 這種 想法 .
559	275	M:	(.) 對 .
560	276	F:	(.) 就 禮拜五 .
561	277	M:	(.) 嗯 .
562	278	F:	(.) 禮拜五 我們 睡醒 就 去 媽祖廟 .
563	279	M:	(.) 嗯 .
564	280	F:	(.) 然後 ,
565	280	F:	(.) 去 看 房子 .
566	281	M:	(.) 嗯 .
567	281	M:	(.) 好 .
568	282	F:	(...) 嗯 .
569	283	M:	(.) 媽祖廟 你 說 在 這邊 [是 不是] .
570	284	F:	[松山 火車][2站] .
571	285	M:	[2喔 喔] .
572	285	M:	(.) 松山 火車站 .
573	286	F:	(.) 還有 另外 一家 啦 .
574	286	F:	[看] 是 要 去 這個還是 要去 西門町 那 一 個 .
575	287	M:	[嗯] ?
576	288	M:	(.) ha ?
577	289	F:	[西門町 那 一 個 是 百年] ,
578	290	M:	[你 說 饒河]夜市 外面 [2那 一 個 就是 媽祖廟] .
579	291	F:	[2那 個 很 大] 對 .
580	292	M:	(.) ha .
581	292	M:	(.) 那 個 我 不 知道 是 媽祖廟 耶 .
582	293	F:	(.) 那 個 是 媽祖廟 那 個 很 大 .
583	294	M:	(.) ha .
584	295	F:	(.) 然後 還 蠻 漂亮 的 .
585	295	F:	然後 西門町 那 個 是 很 久 .
586	295	F:	(.) 百年 的 媽祖廟 ,
587	295	F:	以前 我 不 知道 媽 —
588	295	F:	(.) 那 個 ,
589	295	F:	(.) 那 個 饒河 夜市 那 一 個 的 時候 我 都 去 西門町 的 .
590	295	F:	(.) [捷運 ,
591	295	F:	(.) 出去 沒 多久 (.) 就 到] 了 .
592	296	M:	[嗯嗯 .
593	296	M:	(.) 就 到 了 .
594	296	M:	(.) 對] .
595	297	F:	(.) 看 我們 要 去 哪 一 個 啊 .
596	297	F:	(...) 他們 都 是 媽祖廟 .
597	298	M:	(.) 好 啊 .
598	298	M:	(...) 那邊 可能 要 —
599	298	M:	(.) 如果 是 ,
600	298	M:	松山 可能 要 坐 公車 過 [2去] .
601	299	F:	[2松山] (.) 看 我們 要 騎 車 過 去 .
602	299	F:	還是 [怎樣] .
603	300	M:	[有] .
604	300	M:	(.) 有點 遠 耶 .
605	301	F:	(.) 松山 很 遠 嗎 .
606	302	M:	(.) [松山] .
607	303	F:	[忠孝] 東路 一直 開 就 到 了 .
608	304	M:	(...) 松山 .
609	304	M:	(.) 喔 .
610	305	F:	(.) 因為 [2那邊 沒有 捷運] .
611	306	M:	[2好像 ,
612	306	M:	(.) 好像 是2] ,
613	307	F:	(.) 那 個 要 坐 計程車 .
