unitSeq	TurnSeq	Speaker	Text
48	17	F1:	(...) 然後 我 就 按 八樓 啊 .
49	17	F1:	(.) 那 我 就 想 說 (.) 啊 ,
50	17	F1:	(.) 他們 三樓 .
51	17	F1:	(.) 要 我 要 趕快 ,
52	17	F1:	[2把 皮皮 綁 起來 要不然 牠 等 一下] ,
53	18	F2:	[2皮皮 綁 起來 要不然 等 一下 跑 出去] .
54	17	F1:	(.) 對 呀 .
55	17	F1:	(...) 結果 蹲 下來 綁 ,
56	17	F1:	(.) 喔 現在 腳 真的 很 差 .
57	18	F2:	(...) 很 酸 是不是 .
58	19	F1:	(.) 不是 .
59	19	F1:	(.) 蹲 下來 竟然 坐 在 地上 .
60	19	F1:	(...) [@@ 很 糗 @@@] .
61	20	F2:	[@@@=]
62	19	F1:	(...) 坐 在 地上 然後 竟然 爬 不 起來 .
63	19	F1:	(.) 因為 我 手上 還 拿著 妳 的 包包 啊 .
64	20	F2:	(.) @@ [2坐 在 地] —
65	21	F1:	[2哇] (.) 好 糗 喔 ,
66	21	F1:	(.) [在 電梯 裡面 出 糗] .
67	22	F2:	[那 怎麼 辦] ?
68	23	F1:	(.) [2然後 三樓 那] 個 我 又 認識 eh 妳 知道 嗎 .
69	24	F2:	[2@@]
70	23	F1:	(.) 他們 就 <L3 diam diam a L3> 看 我 在 那 ,
71	23	F1:	(...) 坐在 地上 .
72	23	F1:	(...) 喔 ,
73	25	F1:	(.) [超] ,
74	26	F2:	[@@]
75	25	F1:	(.) 糟糕 的 .
76	26	F2:	(.) @@ 好好 笑 喔 .
77	27	F1:	(.) 還 好好 笑 我 覺得 好 [2糗喔] .
78	28	F2:	[2hon] .
79	28	F2:	(...) 妳 知道 我 今天 跟 L 我 也是 覺得 很 誇張 ,
80	29	F1:	(.) um .
81	30	F2:	(.) 因為 今天 只有 我們 兩 個 ,
82	31	F1:	(.) um .
83	32	F2:	(.) 我們 兩 個 上 全班 .
84	32	F2:	(...) 然後 早上 我 —
85	32	F2:	(.) 因為 我 昨天 就 跟 她 講好 說 我 今天 會 幫 妳 買 ,
86	32	F2:	(...) 一 碗 [玉米] 濃湯 .
87	33	F1:	[um] .
88	33	F1:	(.) um .
89	34	F2:	(.) 因為 我 發現 (.) 就是 ,
90	34	F2:	(...) 空中 大學 那邊 ,
91	34	F2:	(...) [新]開 了 一 間 早餐店 .
92	35	F1:	[um] .
93	36	F2:	(.) 他 玉米 濃湯 很 好[2喝] .
94	37	F1:	[2玉米濃]
95	37	F1:	(.) <L3 li ((你)) L3>
96	37	F1:	(.) 啊 那 妳 (.) 沒有 在 那邊 下車 啊 ,
97	37	F1:	(.) 妳 怎麼 .
98	38	F2:	(...) 我 就 會 坐 —
99	38	F2:	(...) 坐 .
100	38	F2:	(...) 空中 大學 中正路 那邊 也 有 站 吶 .
101	39	F1:	(...) 中正 [路] ,
102	40	F2:	[我 就]是 —
103	40	F2:	(.) 我 不是 ,
104	40	F2:	(.) 我 沒有 在 總站 下車 ,
105	40	F2:	(.) [2我 會 在 空中 大學 下車 啊] .
106	41	F1:	[2um 喔]
107	42	F2:	(.) 然後 就 ,
108	42	F2:	因為 我 前天 喝 了 一 次 ,
109	42	F2:	(.) 我 覺得 [eh] 好喝 耶 ,
110	43	F1:	[um] .
111	43	F1:	(.) um .
112	44	F2:	(.) 然後 我 昨天 就 跟 L 講好 說 ,
113	44	F2:	(.) 明天 我們 兩 個 上 全班 (.) 那 我 買 ,
114	44	F2:	(...) 我 買 一碗 那 個 .
115	44	F2:	(...) 玉米 濃湯 去 .
116	45	F1:	(.) um .
117	46	F2:	(...) 就是 ,
118	46	F2:	(.) 我 ,
119	46	F2:	(.) 我 幫 妳 買 一 碗 .
120	46	F2:	(.) [我 說] 很 好喝 .
121	47	F1:	[um] .
122	47	F1:	(.) um .
123	48	F2:	(.) 然後 .
124	48	F2:	(...) 結果 我們 兩 個 就是 ,
125	48	F2:	(.) 明明 就 已經 要 吃 早餐 [2了] ,
126	49	F1:	[2um] .
127	48	F2:	(.) 十一 點 多 ,
128	48	F2:	(.) 就 一些 雜事 都 ,
129	49	F1:	(.) um .
130	50	F2:	(.) 弄 好 了 ,
131	50	F2:	(.) 才 準備 要 吃 ,
132	51	F1:	(.) um .
133	52	F2:	(...) 就 開始 有 一 (.) 就 一 組 客人 .
134	53	F1:	(.) um .
135	54	F2:	(.) 哇 .
136	54	F2:	(...) 弄 超久 的 啊 .
137	55	F1:	(.) hon .
138	56	F2:	(.) 我們 很 餓 妳 知道 嗎 ?
139	57	F1:	(.) 那 結果 有 買 嗎 .
140	58	F2:	(...) 有 ,
141	58	F2:	(.) 就 買 了 一 件 [吶] .
142	59	F1:	[啊] 還 OK 呀 .
143	60	F2:	(...) 我們 大概 從 十一 點 多 弄 到 一點 多 耶 .
144	61	F1:	(.) 怎麼 這樣 .
145	62	F2:	(...) 就 他們 待 了 一 個 多 小時 啊 .
146	63	F1:	(...) 啊 幾 個 人 .
147	64	F2:	(.) 兩 個 啊 ,
148	64	F2:	(.) 就 買 了 一 件 啊 .
149	65	F1:	(.) hon 時間 還 真 多 耶 .
150	66	F2:	(...) 然後 我們 就 很 想 [2吃 妳 知道 嗎] ?
151	67	F1:	[2啊 不] 就 都 涼 了 .
152	68	F2:	(...) 冷 了 都 <L3 go ki [a] ((混 在 一起 啊)) L3> .
153	69	F1:	[對 啊] ,
154	69	F1:	(.) 不 好喝 了 .
155	70	F2:	(.) 然後 我 就 想 說 ,
156	70	F2:	(...) eh ?
157	70	F2:	(...) 抽 到 什麼 獎 .
158	71	M:	(...) 兩萬 塊 .
159	72	F2:	(...) 兩萬 塊 .
160	73	F1:	(.) 啊 結果 他 ,
161	73	F1:	(...) <L3 a gan wuwan ((啊 是 五萬)) L3> .
162	74	F2:	(...) 什麼 [兩萬 塊] .
163	75	M:	[ <L3 bowan e kuan m ((五萬 的 樣子)) L3> ] .
164	76	F1:	(...) eh 那 誰 ,
165	76	F1:	(...) 怎麼 髮型 不 一樣 .
166	76	F1:	(...) [2那 祝 你] —
167	77	M:	[2輸 了] .
168	76	F1:	(...) 輸 了 ,
169	76	F1:	(...) 輸 了 什麼 都 —
170	76	F1:	(...) 都 不用 說 了 .
171	76	F1:	(...) 郭 輸 喔 .
172	77	M:	(...) 郭 輸 啊 .
173	78	F2:	(...) 兩萬 塊 的 什麼 啊 .
174	79	M:	(...) #####
175	80	F2:	(...) @@
176	81	F1:	(...) 喔 .
177	81	F1:	(.) 喔 <L3 ben L3> .
178	81	F1:	(...) 調理 機 .
179	82	F2:	(...) 這 個 要 兩萬 塊 ?
180	83	F1:	(.) 應該 不用 [吧] .
181	84	F2:	[兩萬] 還 兩千 啊 .
182	85	F1:	(...) 啊 可是 他 沒有 贏 啊 ,
183	85	F1:	(.) 那 個 拿 出來 幹 嘛 .
184	86	F2:	(...) 然後 我 還沒 講 .
185	86	F2:	(.) 結果 只 賣 了 一 件 嘛 .
186	87	F1:	(.) um .
187	88	F2:	(.) 結果 好 不容 —
188	88	F2:	(...) 就是 ,
189	88	F2:	(.) 賣完 之後 ,
190	88	F2:	(.) 我們 就 開始 (.) [2狂 吃] 啊 .
191	89	F1:	[2要 吃] ,
192	89	F1:	(.) <L3 hei ((對)) L3> .
193	90	F2:	(.) 就 狂 吃 啊 ,
194	90	F2:	(.) 就 吃 完 之後 ,
195	90	F2:	(...) 到 下午 就 ,
196	90	F2:	(...) 明明 很 閒 就 很 閒 ,
197	90	F2:	(.) 沒有 事 啊 .
198	91	F1:	(.) um .
199	92	F2:	(.) 沒有 事 就 都 沒有 —
200	92	F2:	(...) eh ?
201	92	F2:	(...) 沒有 事 然後 就 都 沒有 人 來 妳 [知道 嗎] .
202	93	F1:	[um] .
203	92	F2:	(...) 然後 一直 到 ,
204	92	F2:	(...) 五 點 多 .
205	92	F2:	(...) 五 點 多 我 說 L 那 我 去 ,
206	92	F2:	(...) 我 去 ,
207	92	F2:	(...) 我 去 買 ,
208	92	F2:	(...) 一 個 麵 一 個 飯 ,
209	93	F1:	(.) um .
210	94	F2:	(...) 我們 去 員工 餐廳 ,
211	94	F2:	(.) 我 說 我 去 ,
212	94	F2:	(...) 寄件 .
213	94	F2:	(.) 然後 [2順便] 買 一 個 麵 一 個 飯 上來 .
214	95	F1:	[2um] .
215	95	F1:	(.) um .
216	96	F2:	(.) 我們 兩 個 人 share 就 對 了 .
217	97	F1:	(.) um .
218	98	F2:	(.) 她 說 好 啊 .
219	99	F1:	(.) um .
220	100	F2:	(.) 然後 我 下 —
221	100	F2:	(.) 我 下去 之後 她 就 已經 在 接 一 個 ,
222	100	F2:	(...) 她 還 在 接 一 個 客人 .
223	100	F2:	(...) 買 完 之後 ,
224	100	F2:	(.) [我 買 完] 上來 之後 .
225	101	F1:	[um] .
226	100	F2:	(.) 她 在 接 一 個 客人 .
227	101	F1:	(.) um .
228	102	F2:	(...) 然後 她 好不 容易 ,
229	102	F2:	(.) 就是 ,
230	102	F2:	(.) 這個 客人 好不 容易 ,
231	102	F2:	(...) 走 了 .
232	102	F2:	(.) [2然後] 我們 就 說 ,
233	103	F1:	[2um] .
234	102	F2:	(.) 來 吃 吃 吃 ,
235	102	F2:	(.) 我們 要 在 櫃上 吃 啊 .
236	103	F1:	(.) um .
237	104	F2:	(.) 然後 都 ,
238	104	F2:	(.) 便當 打開 啊 ,
239	104	F2:	(.) 還 分 麵 都 分 好 了 ,
240	104	F2:	(.) 就 準備 ,
241	104	F2:	(.) 吃 沒 三 口 ,
242	105	F1:	(...) um 又 有 客人 [來 了] .
243	106	F2:	[對] .
244	106	F2:	(...) 而且 我們 [2這 一 忙] ,
245	107	F1:	[2 <L3 hei ((對)) L3> ] .
246	106	F2:	(.) 忙 到 快 七 點 .
247	107	F1:	(.) hon .
248	107	F1:	(...) 超 離譜 的 .
249	108	F2:	(...) 我 就 說 (.) L ,
250	108	F2:	(.) 我 看 我們 今天 一整天 都 在 吃 東西 好 了 .
251	109	F1:	(.) um .
252	110	F2:	(.) 我 說 妳 看 我 ,
253	110	F2:	(.) 們 要 吃 東西 就 有 客人 來 .
254	111	F1:	(.) um .
255	112	F2:	(.) 然後 不 吃 ,
256	112	F2:	(...) 真的 想 ,
257	112	F2:	(...) [就是] 真的 很 閒 ,
258	113	F1:	[對] .
259	114	F2:	(.) 想 賣 東西 的 時候 [2都 沒有 人 要 來] .
260	115	F1:	[2都 沒有 客人 來] .
261	114	F2:	(...) 但是 準備 要 吃 的 時候 ,
262	115	F1:	(.) um .
263	116	F2:	(.) 我 說 拜託 你 趕快 走 好不好 ,
264	116	F2:	(.) 不要 試穿 不要 試穿 ,
265	116	F2:	(.) 妳 趕快 走 [好不好] —
266	117	F1:	[結果 有 賣 嗎] .
267	116	F2:	(...) 有 啊 ,
268	116	F2:	(.) 就 那 時候 有 接 幾 筆 啊 .
269	117	F1:	(.) um .
270	118	F2:	(...) 妳 說 今天 一整天 怪不怪 .
271	119	F1:	(.) um .
272	119	F1:	(...) 對 啊 .
273	120	F2:	(...) 而且 妳 知道 嗎 ,
274	120	F2:	(.) SOGO 這 幾天 生意 都 超好 的 .
275	121	F1:	(...) SOGO 喔 .
276	122	F2:	(...) 它 九 號 開始 週年慶 嘛 ,
277	123	F1:	(.) um .
278	124	F2:	(.) 它 九 號 十 號 都 做 十八萬 .
279	125	F1:	(.) 喔 .
280	126	F2:	(.) 然後 ,
281	126	F2:	(...) um ,
282	126	F2:	(...) 十一 號 做 十一萬 ,
283	127	F1:	(.) hon .
284	128	F2:	(.) 然後 十二 號 做 十六萬 .
285	128	F2:	(.) 它 每 一 天 ,
286	128	F2:	(...) 起碼 都 賣 了 十 件 的 外套 .
287	129	F1:	(...) hon 就 外套 西 —
288	129	F1:	(.) 外套 ,
289	129	F1:	(.) 那 個 喔 ,
290	130	F2:	(.) 四 天 就 四十 件 ,
291	130	F2:	(.) 四十 件 就 十六萬 了 耶 .
292	131	F1:	(.) 對 啊 ,
293	131	F1:	(.) 我 覺得 那 時候 沒有 讓 你們 賣 外套 ,
294	131	F1:	(.) 我 覺得 真的 是 —
295	132	F2:	(.) 妳 說 公不公平 .
296	133	F1:	(.) 對 啊 ,
297	133	F1:	(.) 我 看 你們 如果 賣 外套 的 話 ,
298	133	F1:	(.) 可能 也 —
299	133	F1:	(.) 應該 也 不 賴 .
300	134	F2:	(.) 當然 吶 .
301	134	F2:	(...) 就是 ,
302	134	F2:	(...) 妳 ,
303	134	F2:	(.) 冬天 了 ,
304	135	F1:	(.) um .
305	136	F2:	(.) 就是 ,
306	136	F2:	(.) 因為 而且 現在 天氣 又 偏 ,
307	136	F2:	(.) [涼] ,
308	137	F1:	[um] .
309	138	F2:	(.) 我 覺得 客人 (.) 當然 都 比較 喜歡 厚重 一點 的 東西 .
310	139	F1:	(.) 對 啊 .
311	139	F1:	(...) 而且 單價 也 還 OK 啊 .
312	140	F2:	(...) 而且 ,
313	140	F2:	(...) 妳 知道 就是 ,
314	141	F1:	(.) um .
315	142	F2:	(.) 它 —
316	142	F2:	(...) 我們 公司 本來 答應 給 樓管 .
317	143	F1:	(.) um .
318	144	F2:	(.) 就是 說要 給 我們 幾 件 ,
319	144	F2:	(.) 反正 我們 老闆 就 一直 拖 就 對 了 .
320	145	F1:	(.) um .
321	146	F2:	(.) 然後 因為 我 今天 ,
322	146	F2:	(.) 我 今天 ,
323	146	F2:	(.) 因為 我們 從 電腦 上面 可以 看到 說 ,
324	146	F2:	(...) SOGO 到底 賣 了 些 什麼 東西 .
325	146	F2:	(.) [2然後 我們 就] 看 .
326	147	F1:	[2可以 這樣 喔] .
327	147	F1:	(.) 喔 .
328	148	F2:	(.) 然後 我 就 發現 ,
329	148	F2:	(.) 它 每天 都 賣 了 ,
330	148	F2:	(...) 幾 —
331	148	F2:	(.) 就是 超過 十件 的 外套 .
332	149	F1:	(.) 這樣 喔 .
333	150	F2:	(...) 我 超 不 高興 的 ,
334	150	F2:	(.) 我 真的 [很] 不 高興 耶 ,
335	151	F1:	[um] .
336	152	F2:	(.) [2我] 就 打 電話 給 ,
337	153	F1:	[2um] .
338	153	F1:	(.) um .
339	154	F2:	(...) 樓管 我 說 ,
340	154	F2:	(...) 我 就 說 ,
341	154	F2:	(.) 泰 你 可不可以 .
342	154	F2:	(...) 再 幫 我們 要 一下 那 個 外套 .
343	155	F1:	(.) um .
344	156	F2:	(.) 我 說 ,
345	156	F2:	(...) 我 說 SOGO 這 幾天 業績 都 很 好 ,
346	157	F1:	(.) um um .
347	158	F2:	(.) 每天 都 賣 了 將 ,
348	158	F2:	(.) 就是 十幾 件 的 外套 .
349	158	F2:	(.) 我 說 我 真的 ,
350	158	F2:	(...) 我 不 知道 該 說 什麼 了 .
351	158	F2:	(.) 他 說 我 知道 .
352	159	F1:	(.) <L3 hei ((對)) L3> .
353	160	F2:	(.) 他 說 我 一定 會 ,
354	160	F2:	(.) 就是 ,
355	160	F2:	(.) 他們 一定 會 盡 盡 ,
356	160	F2:	(...) 盡 全力 就 對 了 .
357	160	F2:	(...) 他 說 因為 他 覺得 我們 老闆 很 ,
358	161	F1:	(.) um .
359	162	F2:	(.) 很 沒有 ,
360	162	F2:	(...) 就是 他 很 沒有 意 —
361	162	F2:	(.) 很 不 夠 意思 ,
362	162	F2:	(.) 因為 當初 ,
363	162	F2:	(...) 當初 ,
364	162	F2:	(.) 當初 我們 Jean ’s Bar 是 ,
365	162	F2:	(...) [可以] 多麼 成功 都 是 靠 新光三越 A4 .
366	163	F1:	[um] .
367	163	F1:	(.) um .
368	164	F2:	(.) 幫 他 打 了 多 大 的 廣告 [2啊] .
369	165	F1:	[2這樣] 喔 .
370	166	F2:	(...) 剛 開幕 的 時候 啊 ,
371	166	F2:	(...) 就是 因為 ,
372	166	F2:	(.) 新光三越 幫 ,
373	166	F2:	(.) 就是 ,
374	166	F2:	(...) 幫 我們 打 了 (.) 這麼 大 的 廣告 它 ,
375	166	F2:	(...) 它 這 個 牛仔褲 ,
376	166	F2:	(.) 它 才 可以 做 起來 的 耶 .
377	166	F2:	(...) 結果 它 現在 居然 這樣 ,
378	166	F2:	(...) 居然 這樣 [對 我們] .
379	167	F1:	[過] —
380	167	F1:	(.) 過河拆橋 .
381	168	F2:	(...) 太 過[2份 了] .
382	169	F1:	[2um] .
383	169	F1:	(...) 像 這種 我 覺得 真的 有 時候 也 覺得 很 玄 耶 .
384	170	F2:	(.) 什麼 東西 .
385	171	F1:	(.) 這種 啊 .
386	171	F1:	(...) 今天 我們 ,
387	171	F1:	(.) 我 就 —
388	171	F1:	(...) eh ,
389	171	F1:	(.) 啊 妳 (.) 飯糰 幾點 吃 .
390	172	F2:	(.) 就 ,
391	172	F2:	(...) 之後 才 吃 [啊] .
392	173	F1:	[hon] .
393	173	F1:	(...) 我 又 多 買 了 一 個 想 要 中午 吃 啊 .
394	173	F1:	(...) 結果 我們 老闆娘 就 說 他們 中午 要 吃 ,
395	173	F1:	(.) 吃 <L3 ke a tiao L3> .
396	173	F1:	(.) 然後 <L3 ke a tiao L3> 我 也 很 愛 吃 ,
397	173	F1:	(.) 因為 那 個 ,
398	173	F1:	(.) 用 用 乾 ,
399	173	F1:	(.) 乾 的 很 好吃 .
400	174	F2:	(.) um .
401	175	F1:	(.) 然後 我 就 說 [2哇] —
402	176	F2:	[2你們 店 賣 的] 喔 .
403	177	F1:	(.) han ?
404	178	F2:	(.) 你們 店 裡 賣 的 [喔] .
405	179	F1:	[沒有] 啊 .
406	179	F1:	(.) 就 ,
407	179	F1:	(.) 就 叫 那 個 賣 麵 的 拿 [2一 包 來 自己 吃] 的 .
408	180	F2:	[2送 <L3 ke a tiao L3>] .
409	181	F1:	(.) [對 啊] .
410	182	F1:	[um] .
411	181	F1:	(...) 那 我 說 哇 ,
412	181	F1:	(.) 啊 我 我 買 了 一 個 飯糰 要 吃 耶 ,
413	181	F1:	(.) 然後 我們 老闆娘 就 在 那 邊 很 高興 地 說 .
414	181	F1:	(...) 哇 ,
415	181	F1:	(...) 喔 ,
416	181	F1:	(.) 妳 要 吃 妳 的 飯糰 喔 ,
417	181	F1:	(.) 妳 不 能 吃 我們 的 <L3 ke a tiao L3> 喔 .
418	183	F2:	(.) @@
419	184	F1:	(.) 然後 ,
420	184	F1:	(.) 那 時候 他們 在 (.) 我們 老闆娘 在 弄 紅燒肉 的 時候 ,
421	184	F1:	(.) 她 就 問 我 說 要不要 吃 紅燒肉 .
422	184	F1:	(...) 然後 問 <L3 a mei a ((妹妹)) L3> .
423	184	F1:	(.) <L3 a mei a ((妹妹)) L3> 就 說 要 .
424	185	F2:	(.) @@
425	186	F1:	(.) 啊 問 我 說 ,
426	186	F1:	(.) 我 說 ,
427	186	F1:	(.) 是不是 ,
428	186	F1:	(.) 新鮮 貨 .
429	186	F1:	(...) 她 說 ,
430	186	F1:	(.) 不是 .
431	186	F1:	(...) [2啊 我 說] .
432	187	F2:	[2不是] ?
433	188	F1:	(...) 就 昨天 的 啊 .
434	189	F2:	(.) 喔 .
435	190	F1:	(.) 那 我 就 說 我 不 要 啊 .
436	190	F1:	(.) [結果] ,
437	191	F2:	[@@]
438	192	F1:	(.) 他們 中午 ,
439	192	F1:	(...) 我 就 ,
440	192	F1:	(...) 我 就 說 ,
441	192	F1:	(...) 好 啦 好 啦 ,
442	192	F1:	(.) 我 就 來 吃 我 的 .
443	193	F2:	(.) 飯糰 .
444	194	F1:	(.) 飯糰 吶 hon .
445	195	F2:	(.) @@
446	196	F1:	(.) 然後 .
447	196	F1:	(...) 那 個 什麼 .
448	196	F1:	(...) 我 們 老闆娘# 跟 那 <L3 a mei a ((妹妹)) L3> 就 在 裡面 吃 那 個 <L3 ke a tiao L3> 跟 ,
449	196	F1:	(...) 配 紅燒[肉] .
450	197	F2:	[哇] .
451	196	F1:	(.) 喔 ,
452	196	F1:	(.) 妳 看 ,
453	196	F1:	(.) 哇 ,
454	196	F1:	(.) <L3 mei a mei a ((妹妹)) L3> 是不是 很 好吃 .
455	196	F1:	(.) <L3 a mei a ((妹妹)) L3> 就 說 ,
456	196	F1:	(.) 對 啊 .
457	196	F1:	(.) 她 就 說 ,
458	196	F1:	(.) 妳 看 ,
459	196	F1:	(.) 我 夾 這麼 —
460	196	F1:	(...) 我們 老闆娘 就 在 那邊 ,
461	196	F1:	(...) 就 在 那邊 ,
462	196	F1:	(.) 那 個 啊 ,
463	198	F1:	(.) [2表演] .
464	199	F2:	[2表演] .
465	198	F1:	(.) 就 說 妳 看 ,
466	198	F1:	(.) 我 夾 這麼 ,
467	198	F1:	(...) 這麼 大口 ,
468	198	F1:	(.) 哇 .
469	198	F1:	(.) 好 好吃 喔 .
470	199	F2:	(.) @@
471	200	F1:	(.) 然後 吃 一 吃 ,
472	200	F1:	(.) 他們 就 出來 啊 .
473	200	F1:	(...) 我 就 說 ,
474	200	F1:	(...) 沒關係 ,
475	200	F1:	(.) 我 的 <L3 ke a tiao L3> 我 明天 才 要 吃 .
476	200	F1:	(...) 幫 我 留著 ,
477	200	F1:	(.) 我 明天 [要 吃] .
478	201	F2:	[妳 這樣] 講 喔 .
479	202	F1:	(.) 對 啊 .
480	202	F1:	(.) [2然後] 她 就 說 ,
481	203	F2:	[2@@]
482	202	F1:	(...) 我們 老闆娘 就 說 ,
483	202	F1:	(.) 不 要 啦 .
484	202	F1:	(.) 今天 就 把 它 吃 光光 .
485	204	F1:	(...) 然後 妳 [明天] —
486	205	F2:	[你們 對話 好] 幼稚 [2喔] .
487	206	F1:	[2對 啊] ,
488	206	F1:	她 就 說 ,
489	206	F1:	(...) 啊 妳 明天 <L3 li li ma bo tang ho jia ((妳 也 沒 辦法 給 他 吃)) L3> ,
490	206	F1:	(.) 我 才 想 說 ,
491	206	F1:	(.) eh ,
492	206	F1:	(.) 我 明天 是 ,
493	206	F1:	(...) 休假 .
494	207	F2:	(.) 喔 對 [耶] .
495	208	F1:	[對] .
496	208	F1:	(.) 那 我們 老闆 就 說 ,
497	208	F1:	(...) <L3 ji a li ming a zai lai ((姊姊 妳 明天 再 來)) L3> ,
498	208	F1:	(.) <L3 wa bei ji bao ho li jia ((我 買 一 包 給 妳 吃)) L3> .
499	208	F1:	(.) [2@@]
500	209	F2:	[2@@@]=
501	209	F2:	(...) 好好 笑 喔 .
502	210	F1:	(.) 對 啊 .
503	210	F1:	(.) 她 說 要 買 一 包 給 我 吃 ,
504	210	F1:	(.) 叫 我 明天 去 .
505	210	F1:	(...) 我 就 說 我 才 不 會 上當 呢 .
506	211	F2:	(.) @@
507	212	F1:	(.) 我 說 我 寧願 不 吃 .
508	213	F2:	(.) 那 你們 明天 要不要 去 買 <L3 pe ke a L3> 啊 ,
509	214	F1:	(.) 看 爸爸 啊 .
510	215	F2:	(...) 爸爸 你 要不要 載 媽媽 去 .
511	216	M:	(.) <# 要 去 拿 東西 #> .
512	217	F2:	(.) han ?
513	218	F1:	(.) 爸爸 說 明天 要 去 公司 拿 東 —
514	218	F1:	(...) 去 工廠 拿 東西 <L3 li kumi tiam be ki ( (你 幾點 要 去) ) L3> .
515	219	M:	(...) <L3 za diam xi zap e sai ki ((十點 四十一 再 去) ) L3> ,
516	219	M:	(...) <L3 yi za diam jia wum siong ban ((他 十點 才 有 上班)) L3> .
517	220	F1:	(...) 可是 我 明天 想 要 睡 到 自然 醒 .
518	221	F2:	(...) 妳 睡 到 自然 醒 也 不 會 睡 到 多 晚 好不好 .
519	222	F1:	(...) 也 八九 點 啊 .
520	223	F2:	(...) 今天 張 啊 ,
521	223	F2:	(.) 去 那 個 ,
522	223	F2:	(.) 他 今天 晚上 ,
523	223	F2:	(.) 蹺課 .
524	224	F1:	(.) 妳 說 他 去 哪裡 啊 .
525	225	F2:	(.) han .
526	226	F1:	(.) 妳 說 他 去 哪裡 啊 .
527	227	F2:	(.) 他 —
528	227	F2:	(.) 因為 他們 今天 台中 要 撤櫃 啊 ,
529	227	F2:	(.) [還 是] 什麼 的 .
530	228	F1:	[hm] .
531	229	F2	(.) [2他們] 就是 ,
532	230	F1:	[2um] .
533	229	F2	(.) 他們 一下班 就 要 去 ,
534	230	F1:	(.) um .
535	231	F2:	(...) 要 去 ,
536	231	F2:	(.) 幫忙 .
537	231	F2:	(.) [要 去] 台中 .
538	232	F1:	[um] ,
539	232	F1:	(.) 那 他 沒有 去 上課 喔 .
540	233	F2:	(...) 我 說 ,
541	233	F2:	(.) 他 被 人家 陷害 當 風紀 股長 .
542	234	F1:	(...) hon .
543	235	F2:	(.) 要 登記 ,
544	235	F2:	(.) 他 說 反正 我 沒 去 ,
545	235	F2:	(.) 然後 啊 ,
546	235	F2:	(...) 啊 怎麼 ,
547	235	F2:	(.) 嗯 .
548	235	F2:	(.) 他 說 ,
549	235	F2:	(.) 反正 我 (.) 我 沒 去 .
550	235	F2:	(.) 然後 ,
551	235	F2:	(...) 也 不 會 有 人 記 我 .
552	236	F1:	(.) 喔 .
553	236	F1:	(...) 跑去 台中 然後 又 趕 回來 喔 .
554	237	F2:	(.) 對 啊 ,
555	237	F2:	(.) 而且 他 要 開車 耶 .
556	238	F1:	(.) 誰 .
557	238	F1:	(...) [2他 要 開 喔] .
558	239	F2:	[2他 要 開 貨車] 去 耶 .
559	240	F1:	(.) 他 開 喔 .
