Turn,Speaker,Utterance
51,F:,..然後八點的時候
51,F:,...我還在跟我妹在那邊爭
51,F:,..爭誰要哪一個旅行箱
51,F:,...在那邊爭吵不休
51,F:,...然後我媽居然跟我說你快點去幫寶綁頭髮
52,M:,...嗯@
53,F:,..然後爸爸也都還沒準備好
53,F:,..然後說這樣要去機場
54,M:,..爸爸還沒準備好是比較不可能
55,F:,..@@@=
55,F:,..[ei
55,F:,..ei]
56,M:,[不過你們還在那邊]
56,M:,...[[你們還在那邊東吵西吵這是非常有可能]]
57,F:,[[@@@=]]
57,F:,...然後我還夢到我媽跟我說ei不知道我去洗個頭來得及嗎
58,M:,...@@
59,F:,..然後我還跟她說十一點的飛機耶
59,F:,..現在要出門了
60,M:,...然後你爸就爆炸了
61,F:,...沒有是我爆炸
61,F:,..後來
61,F:,..最後結論好像是
61,F:,..我突然
61,F:,..我就知道我在作夢
61,F:,..然後可是
61,F:,...夢裡的那一瞬間就覺得
61,F:,..天啊
61,F:,...我不想去了
61,F:,..我不要去算了這樣子
61,F:,..她還在那邊跟我爭說飛機是十二點
61,F:,..我說是十一點
61,F:,..然後就一直爭吵不休
62,M:,..@@[@@]
63,F:,[@@@=]然後我妹還一直在那邊跟我爭那個粉紅色的旅行箱
63,F:,..然後行李都還沒收這樣
63,F:,...然後說這樣要去西班牙
64,M:,...有
64,M:,...這非常有你們的[[風格]]
65,F:,[[@]]
65,F:,..然後帶小孩去這樣怎麼可能
66,M:,...@
67,F:,...然後我還夢到就是
67,F:,..寶的東西我什麼也都還沒收
67,F:,...尿布也都沒帶什麼也都還沒用那樣子
68,M:,..uhm[@@]
69,F:,[對啊]
69,F:,...真是個怪夢
70,M:,...@ @
71,F:,...就那種慌慌張張那樣@@
72,M:,...你看你們平常出門多會拖
73,F:,...也還好吧
73,F:,...我已經算家裡第二名了吧
74,M:,...喔
75,F:,..我爸之後換我啦
76,M:,..huh
77,F:,...我之後換我妹
78,M:,...mhm
79,F:,...最會拖的大概就是媽媽
80,M:,...mhm
81,F:,...@@
81,F:,...你動作也很慢啊
81,F:,...你笑誰啊
82,M:,..我哪有很慢
83,F:,..那是因為你不用化妝
83,F:,..你不用整理東西
84,M:,...我動作很快
85,F:,..我就想到那天小舅媽講的
85,F:,...ei你知不知道現在幾點了
85,F:,..你還要洗衣服
85,F:,..啊你還要整理東西
85,F:,..你知不知道我們明天幾點要出門啊
85,F:,...男人就只會講這些屁話而已
86,M:,...mhm
87,F:,..然後也不來幫忙
87,F:,...就像那每次
87,F:,..禮拜六晚上的時候你都在那邊趕
87,F:,...mhm
87,F:,...你好了沒
87,F:,...現在幾點了
87,F:,..現在十點了
87,F:,..現在幾點了
87,F:,..你知道嗎
88,M:,...唉
89,F:,...還敢趕我
89,F:,...喔
90,M:,...mhm
90,M:,...那是真的很晚了ne
90,M:,...啊我可以用的我也都用了
91,F:,...你沒用什麼啊你用什麼
91,F:,..每次[都說什麼]
92,M:,[有啊]
93,F:,..然後回到家還會highlight 我就是什麼
93,F:,...ei你怎麼沒帶玩具
93,F:,...應該要帶個玩具回來給她玩
93,F:,...講那什麼屁話
94,M:,...mhm
95,F:,...自己不會收喔
96,M:,...下次要帶一下
97,F:,...最好不要回去住
97,F:,...你答應我的喔
97,F:,...還說
97,F:,...怎麼樣這次老闆跟你剪這個頭髮你還滿意嗎
98,M:,...還不錯啊
99,F:,...@=
100,M:,...可是老闆有點龜毛
100,M:,...這樣
101,M:,...這樣
102,F:,..一根一根拔起來剪
102,F:,..拿起來剪
103,M:,...真的是一根一根剪
104,F:,..對啊
104,F:,...然後要不就在那邊幫你吹那個領子
105,M:,..[@=]
106,F:,[然後][[吹了半天]]
107,M:,[[@@]]
107,M:,..然後你爸揹著寶[[[在外面已經]]]
108,F:,[[[對]]]
108,F:,...人家他還不慌不忙的慢慢這樣
108,F:,...慢慢吹
108,F:,..慢慢吹
108,F:,..你應該跟他講說
108,F:,..不用吹了不用吹了
109,M:,..已經很[抓狂]]]
110,M:,[我很想]講
117,F:,...你還說[我給他按得]
118,M:,[真的會洗到睡著]
110,M:,...可是那領子真的很濕
111,F:,...是洗頭時候用濕的[[<L3 hiou L3>]]
112,M:,[[嘿]]真的很濕
113,F:,..hun那那個
113,F:,..小弟很不會洗
114,M:,..對啊
114,M:,..沒有
114,M:,..可
114,M:,..我
114,M:,..不曉得是什麼時候弄濕的
114,M:,...因為他都會一直東
114,M:,..有東西
115,F:,...喔=
116,M:,...對啊
116,M:,...不過去給人家洗頭真的很舒服耶
119,F:,..按了兩天之後到現在還在頭痛
120,M:,...@@
121,F:,..你知道那個
121,F:,...他跟我掐得多大力嗎
122,M:,...<L3 hiou L3>
122,M:,..啊
122,M:,..你怎麼沒有叫出來
123,F:,...我就he=他整個從後面這樣子
123,F:,...這樣er=這樣子
123,F:,...然後這樣jiang jiang
123,F:,...然後又壓這邊
124,M:,..這樣
124,M:,..[應該蠻舒服的]
125,F:,[然後我都覺得]
125,F:,..我好想跳起來掐住他[[@=]]
126,M:,[[@@@]]
127,F:,..@@真的很痛耶
128,M:,..唉
129,F:,...沒有舒服的感覺
129,F:,...我覺得他那個是不是不太會抓啊
129,F:,...然後只知道用蠻力
130,M:,...喔
131,F:,...對啊
132,M:,...mhm
133,F:,...就很笨啊
134,M:,...@
135,F:,...痛死我了
136,M:,...那裡弟弟應該也都不到二十歲吧
137,F:,...不到啊
137,F:,...[那]
138,M:,[年紀][[都很輕]]
139,F:,[[年紀都很輕]]
140,M:,...那他們是有請一個設計師這樣子
141,F:,...對
141,F:,...那個nu-
141,F:,..另外[那個女]
142,M:,[另外那也是設計師]
143,F:,..mhm
143,F:,...本來有兩個後來走了一個啊
144,M:,...喔=
145,F:,...他們現在人手也不是很夠
146,M:,...可是生意好像沒有特別好
147,F:,...不會耶
147,F:,...就是因為我們去的那個時間是因為吃飯時間
148,M:,...<L3 hiou L3>
149,F:,...um
149,F:,...要不然有時候都要等
150,M:,喔
151,F:,..而且現在競爭那麼激烈你看
152,M:,..mhm=
153,F:,..一百公尺以內有幾間
154,M:,..對啊
155,F:,...從
155,F:,...這一頭到那一頭
156,M:,...mhm=
157,F:,..到那個=以前臭臉
157,F:,..那個
157,F:,..老周那裡
158,M:,..mhm=
159,F:,...我知道就五間了
160,M:,...mhm
161,F:,...我數得出來就五間了喔
162,M:,..很多間
163,F:,..對啊
163,F:,...才短短一百公尺以內耶
164,M:,...那你們最後怎麼都習慣在東京
165,F:,...不知道啊
166,M:,...喔
167,F:,...因為近吧
167,F:,..然後又方便那樣
168,M:,..他也用得不錯
169,F:,...我覺得他算用得不錯.
170,M:,...hm
171,F:,...唉
171,F:,...唉之後天氣越來越熱
171,F:,..我看午休還是都待在公司睡覺好了
172,M:,..mhm
173,F:,...沒事不要亂跑出來那[個]
174,M:,[mhm]
175,F:,...唉車趕快給我開啦
176,M:,...等下給妳開
177,F:,...你為什麼要挑我愛睏[的時候才給我開]
178,M:,[@=]
179,F:,...我可以拒絕嗎
180,M:,..讓你練習一下啊
181,F:,..ho=我愛睏了啦@=
182,M:,..我也有點愛睏
183,F:,..@我開你睡得著喔
184,M:,...也許可以
185,F:,..不要鬧了
185,F:,..不要[[開玩笑]]
186,M:,[[對啊]]
187,F:,...mhm
187,F:,..給你喝
187,F:,...快要喝完了耶
187,F:,..這杯
187,F:,...那麼大杯
188,F:,...覺得今天晚上那個日本料理真的好好吃喔
189,M:,..mhm
190,F:,..我現在越來越喜歡吃日本料理
190,F:,...有的東西它就比較[油膩]
191,M:,[對啊]
190,F:,..比較不會加工那麼多
192,F:,...對啊
193,M:,..然後那炭烤其實也
193,M:,...不會說
193,M:,...看起來很不健康那樣
194,F:,...不會[耶]
195,M:,[嘿啊
195,M:,..都][[還好]]
196,F:,[[就也不會說]][[[油用]]]
197,M:,[[[還OK ]]]
198,F:,..而且我覺得它價錢沒有特別貴但是至少擺盤什麼的都看起[來]都乾乾淨淨的
199,M:,[mhm]
200,F:,...ho
200,F:,..你媽用的菜都很油<L3 hon L3>
200,F:,..你有沒有發現
201,M:,...mhm
202,F:,...雞腿用煎的
202,F:,..si=@
203,M:,..@@@
204,F:,..然後浮一層油
205,M:,...對啊
206,F:,..她都滷過再煎然後
207,M:,...TSK那天的沒有滷過
208,F:,...真的嗎可我發覺她很喜歡滷東西
209,M:,...mhm
210,F:,...我知道她蒸魚是都放蠔油才會都有甜甜的味道
211,M:,..對
212,F:,...可是其實蠔油加了很多
212,F:,..有的沒的說
212,F:,...給小朋友吃應該不要
212,F:,...不要用蠔油
213,M:,...mhm
214,F:,...可是她好像從以前就都用
215,M:,..對啊
216,F:,..都習慣用蠔油
217,M:,...可這樣蒸的確是滿好吃的
218,F:,...我比較不喜歡甜的
219,M:,...<L3 hiou L3>
220,F:,...mhm
220,F:,...對我就一直覺得很奇怪為什麼每次吃
220,F:,...都有甜甜的味道
220,F:,...我本來以為是放香油還是
220,F:,..後來想說應該是蠔油
220,F:,...mhm=
220,F:,...簡有回那個耶
220,F:,...回家
221,M:,...<L3 hiou L3>
222,F:,..回宜蘭
222,F:,...她不知道會不會去看
222,F:,...寶
223,M:,..應該會吧
224,F:,..搞不好
225,M:,..ei啊君要搬離新竹喔
226,F:,...對啊
226,F:,...要不然<L3 le L3>
227,M:,...就暑假
227,M:,...放暑假就要[搬離新竹了喔]
228,F:,[mhm]
228,F:,...哇=如果要在哪邊租房子很貴耶
229,M:,...沒有啦
229,M:,...一年級應該都有宿舍可以住
230,F:,..不一定吧
230,F:,..也[[都會有]]
231,M:,[[幾乎都會有]]
232,F:,..是喔
233,M:,..mhm
233,M:,...大部分
233,M:,...也讀兩年而已啊
234,F:,...也還好
234,F:,..不過那個路段
234,F:,..那個地段真的很貴=
234,F:,...可是其實
234,F:,...他是在臥龍街附近不是嗎
235,M:,...對啊
236,F:,...搞不好往那個
237,M:,...[六張犁]
238,F:,[後面(往六張犁)]
238,F:,..對
238,F:,...往[[六張犁]]那邊找比較不會那麼貴
239,M:,[[比較不會那麼貴]]
240,F:,...之前一直有想說要住在那邊後來沒住在那邊
241,M:,有啦
241,M:,..很多人可以住一年宿舍就差很多了
242,F:,...對啊
242,F:,...不過國立的應該
242,F:,...學費不會[那麼貴]
243,M:,[mhm]
244,F:,...到時候那個小氣鬼一定會叫我們去zu-去看她的五萬塊的窗簾布料
244,F:,...進口
244,F:,...進口的[@=]
245,M:,[那你去就好了]
246,F:,...
246,F:,...你幹嘛這樣
246,F:,...她之前也對我們也還不錯
246,F:,..都請我們去吃飯什麼的
247,M:,...我們也有請她啊
247,M:,..互相啊
248,F:,..我們有請她[嗎
248,F:,..什麼時候]
249,M:,[有好不好]
249,M:,...有吧
250,F:,..沒有=都各付各的吧
250,F:,...我們有請她嗎
250,F:,...我記得是沒有
251,M:,...沒有嗎
251,M:,...有吧
252,F:,...沒有
253,M:,...真的沒有嗎
254,F:,..好像沒有
255,M:,...我怎麼記得有
255,M:,...不過這個人
255,M:,...負面的能量太多了
255,M:,..不喜歡
256,F:,...對啊
256,F:,..就是
256,F:,..凡事都往負面的想
257,M:,..自己負面就算了還會給人<X 塞X> XX
258,F:,...對啊
258,F:,...也不好
258,F:,...TSK
258,F:,...也不好
258,F:,...mhm=
259,M:,...mhm=
260,F:,...接下來都沒有什麼連假可以放
261,M:,..沒啦都放完啦
262,F:,..hunh=有啦明年元旦是不是四天連假
263,M:,..我不知道耶
264,F:,..好像是
264,F:,...<X六排[四] X>
265,M:,[還等很久]
265,M:,..現在[[才@]]>
266,F:,[[@]]
267,M:,..四
267,M:,..今天才四月幾號
268,F:,..好我知道
269,M:,..對啊
270,F:,..元旦還有半年多<L3 lei L3>
271,M:,..你看接下來就
271,M:,..今年的連假都集中在一二月
272,F:,..mhm
273,M:,..所以覺得k- 
273,M:,..快都放光光
274,F:,..春假
274,F:,..還有二二八
275,M:,...mhm
276,F:,...對耶今年的那個
276,F:,...國慶日是不是也沒放
276,F:,...好像是六還日對不對
277,M:,...我不知道耶
278,F:,...好像是
278,F:,...天啊
278,F:,..當上班族好可憐
278,F:,..就是在那邊
279,M:,..要斤斤計較
280,F:,..對在那邊算連假然後
281,M:,..對[啊]
282,F:,[在]那邊算m下一個是什麼時候
283,M:,..對啊
283,M:,..然後等下放[[假]]
284,F:,[[可是]]我們已經很好了
284,F:,..有的是沒什麼假可以那個的
285,M:,...mhm
286,F:,...對啊
286,F:,...不錯了啦
287,M:,...mhm
288,F:,...怎麼會有可樂
288,F:,...剛就本來就有了嗎
289,M:,...對耶
289,M:,..不知道是什麼時候跑出來
290,F:,...
290,F:,...mhm
290,F:,...最近電視都沒什麼好看的
290,F:,..啊那個什麼雙面膠不知道演到哪裡
291,M:,...可那都知道結局了
292,F:,...是啊
292,F:,...悲劇收場
293,M:,...mhm
294,F:,..不過我覺得它好寫實
295,M:,...mhm
296,F:,..就是很
296,F:,...演得很那個
296,F:,..很真實
297,M:,...mhm
297,M:,...真實帶著有一點誇張
298,F:,...不會啊
298,F:,...會誇張[嗎]
299,M:,[有啦]他有點誇張
300,F:,..我覺得還好
301,M:,...沒有那些父母很疼小孩沒錯
301,M:,...可是不至於就是服侍成這樣
302,F:,...不一定喔
303,M:,...真的嗎
304,F:,..對啊
305,M:,..我覺得
305,M:,...太誇張了
306,F:,...連牙膏都幫你擠好
307,M:,...對啊
308,F:,...@=[[是怎樣]]
309,M:,[[太誇張了]]
310,F:,...沒手是不是
311,M:,...uh
311,M:,..洗澡水什麼的
311,M:,...跟大爺一樣
312,F:,...對啊
313,M:,...唉
314,F:,...四月
314,F:,...三月又過了
315,M:,...mhm
315,M:,...每個月最討厭也最期待就是要寫月報的時候
316,F:,...喔月底
316,F:,...對我發覺月底跟月初都特別忙
317,M:,...對啊
318,F:,..中間會還好
319,M:,...要寫月報就很煩
319,M:,..要qi= XX一起寫
319,M:,...然後可是
319,M:,..快要到寫月報表示月底了
319,M:,..這樣代表一個月又過去要下一個月
319,M:,...就很開心
320,F:,...我覺得月
320,F:,..月初跟月底真的最忙
321,M:,...mhm
322,F:,...月底一堆事有的沒的
322,F:,..唉
323,M:,..mhm
323,M:,...mhm
324,F:,...好想來學習黏假睫毛喔
325,M:,...沒有必要吧
326,F:,..最近就很想學啊
326,F:,..不知道為[什麼]
327,M:,[沒有]妳已經想很久了
328,F:,...對啊
328,F:,..可是都
328,F:,...啊我這人就想很多想到說<L3 hunh L3>如果黏假睫毛到時候會不會真睫毛也都掉光
329,M:,..會
330,F:,...現在有種保養的東西叫睫毛增生液
330,F:,...你知道嗎
330,F:,..就是保護[[睫-]]
331,M:,[[那你]]為什麼要黏一個東西讓妳會掉
331,M:,..然後再去塗一個東西讓妳會長
332,F:,..@唉呦
332,F:,...可人家說
332,F:,...戴上假睫毛
332,F:,...整個人都散發出不同的光采
333,M:,...[@=]
334,F:,[@=]
335,M:,...你有看到有一些那個
335,M:,..網路
335,M:,..那個什麼
335,M:,...化妝術
336,F:,...喔
336,F:,..那個有戴跟沒戴真的[實在是]差
337,M:,[對啊]
338,F:,..差
338,F:,..差[[天壤之別]]
339,M:,[[誇張]]
339,M:,...沒有必要騙那麼大啦
340,F:,...@@@每一個都[騙很大] 基本上@@
341,M:,[對啊]
341,M:,...沒有必要騙那麼[[大]]
342,F:,[[你看那種]]沒化妝蠟黃
342,F:,..蠟黃的臉
343,M:,...結果都
343,M:,..不敢
343,M:,..不敢卸妝見人
344,F:,...mhm基本上
344,F:,..是啦
345,M:,...唉
346,F:,...你今天穿這件不會熱喔
346,F:,...[這不是]毛衣嗎
347,M:,[還好耶
347,M:,..這件不會很厚啊]
348,F:,...是喔
349,M:,...mhm
349,M:,...沒想到它也是會有點起毛球
350,F:,...這件不是義大利買那件嗎
351,M:,..是啊
352,F:,..起毛球還好啦
352,F:,..那刮一刮就好了
353,M:,..mhm
354,F:,...不過這真的是
354,F:,..放到洗衣機
354,F:,..捲也都不會有什麼那麼
355,M:,..對啊
356,F:,...真好@@@=@@
357,M:,...好像是多少
357,M:,..二十九歐元
358,F:,...忘記了
358,F:,..你怎麼記得那麼清楚
359,M:,...很便宜啊
360,F:,...二十九歐元
360,F:,...喔對啊
360,F:,..幾百塊而已
360,F:,...義大利的東西都好好吃喔
361,M:,...mhm
362,F:,..你有沒有覺得
363,M:,..mhm
364,F:,..而且我覺得他的連他的提拉米蘇都特別好吃
365,M:,...mhm
365,M:,...真的
365,M:,...而且每一餐都有紅酒
366,F:,...這不是重點[@@@]
367,M:,[這是重點]
368,F:,對我來說都不是重點
369,M:,..唉
370,F:,..我就覺得東西都很好吃
371,M:,...唉
371,M:,..不會喝酒啊
372,F:,...不愛喝
372,F:,..就覺得那有什麼好喝的
372,F:,...苦苦的啊
372,F:,...我唯一覺得比較好喝就Choya
373,M:,...喔
374,F:,...那個梅酒
374,F:,...Choya
375,M:,...梅酒很可怕
376,F:,...@@@=
377,M:,...會讓你一直在[撞地上]
378,F:,[@=]
378,F:,...kong kong kong
378,F:,...會酒醉
379,M:,...對啊
380,F:,...會醉倒啦
