Turn,Speaker,Utterence
88,F2:,[[[作業員]]]..um
89,F1:,..這樣買照相機還蠻方便的耶
90,F2:,…是啊
91,F1:,..因為他們有員工價啊
92,F2:,…對
93,F1:,..um..而且..直接就是從
94,F2:,..可是 Canon的照相機有..因為我最近想買數位相機..有沒有比較好的
95,F1:,.. Canon..[哪一型呢]..我之前有…有..跟她要那個目錄
96,F2:,[比較好] ..um…[[幫我問一下]]
97,F1:,[[它也只有那個]]..啊它也只有那個甚麼...IX IXX 那一種..我也不知道..反正 anyway..有啦..應該是有啦
98,F2:,..幫我問她說..有沒有哪一款比較值得推薦..我來考慮一下..因為我那台數位相機..是那個 Nikon
99,F1:,..um..[它不是還不錯]
100,F2:,[太舊]..太舊
101,F1:,..舊的意思是
102,F2:,..就是它的那個解析度..跟還有它的..三..我記得那時候買好像三百而已吧
103,F1:,..喔..現在[[都六七百了]]
104,F2:,[[而且]]..對啊..而且..它的螢幕又很小..[所以]可以照到的地方就很小..然後還有那個…甚麼…手震..它沒有防手震..你沒看到我就
105,F1:,[um]..糊[[掉]]
106,F2:,[[對]]..拍的每一張照片..像是...帕金森氏症一樣…所以就..[想說買一台]
107,F1:,[好..我再]我再跟她問目錄
108,F2:,..um..防手震功能
109,F1:,..應該目錄上..都..就是各式各樣的應該都會有
110,F2:,..可是應該有..比如說..這一款是甚麼功能比較強..那一款是甚麼功能比較強
111,F1:,..有..它旁邊都會寫..就是它的規格..然後..它的用途..跟到底有甚麼特色之類的
112,F2:,..第一考慮就是..防手震功能要強..即使你這樣子拍都沒有問題才可以..@@@...就你這樣拍都沒有問題
113,F1:,..真是<L3著猴 ((中邪)) L3>..不可能..你這樣子拍..哪有可能
114,F2:,..我又不是幫我著想
115,F1:,...幫使用者[[著想喔]]..可是..um..應該有..我再…回去問一下XXX
116,F2:,[[對對對對]]..先來各大廠牌先打聽一下...然後回去賺錢的時候..就用自己的錢..買一台
117,F1:,..um…就還好..有很多都可以.. Sony也不錯..最近不是有一堆
118,F2:,.. Sony...eh ..那個甚麼
119,F1:,..有一個櫻花色的
120,F2:,..um..沒看到
121,F1:,..那是 Sony的是吧
122,F2:,..那個…之前我同學拿一款不錯..可是我忘記是[哪一款]
123,F1:,[ Sony]的嗎
124,F2:,..好像不是 Sony的…他那個[[好像是]]
125,F1:,[[ Konica 的]]
126,F2:,.. Konica 好像也不是..eh..是 Panasonic的嗎
127,F1:,..喔...um..它有出嗎
128,F2:,..好像有…然後
129,F1:,..還不錯喔
130,F2:,..感覺上還不錯
131,F1:,..啊照出來呢
132,F2:,..[也還好]
133,F1:,[有看到]它的畫質嗎
134,F2:,..不過人家是技術比較好啦..所以
135,F1:,..@@@
136,F2:,..所以看..看起來畫質是不錯..而且好像..那個防手震的功能還蠻強的..就是..即使你在火車上拍..有沒有..然後它也不會說..整個會…<L3 矇去按呢 ((模糊這樣)) L3>
137,F1:,..um um..因為晃動..可能也有..也有關係吧..我想
138,F2:,..所以我就覺得..那一款..還不錯
139,F1:,..um...那..那可以考慮啊..我之前也蠻想買
140,F2:,..最近..物慾太嚴重
141,F1:,..甚麼叫物慾太嚴重
142,F2:,..想買的東西很多..你看喔..想去穿耳洞..[[就是]]穿耳洞..不是就是要買耳環嗎
143,F1:,[[um]]..但是問題是..如果…皮膚不是 acid就沒有
144,F2:,..對啊..是沒錯..但問題是..還是會買耳環啊
145,F1:,..um
146,F2:,..然後再把它改成夾的
147,F1:,..對
148,F2:,..山不轉路轉..對啊..[然後又想買]
149,F1:,[除了這兩樣]..數位相機..還有甚麼
150,F2:,..又想買那個甚麼..隨身碟..或隨身硬碟之類的東西
151,F1:,..為甚麼..[[XXX]]
152,F2:,[[因為要寫]]論文啊..要不然幹嘛買..買一些..然後把它存進去...對啊
153,F1:,..也對..被 eh你這麼一說
154,F2:,..然後又想買
155,F1:,..應該要買硬碟啦..隨身碟那個
156,F2:,..太小
157,F1:,..對啊..就算一G..應該也不夠吧
158,F2:,..可是隨身碟有四十G耶..我論文也不到四十G
159,F1:,..但是一G...應該是不太有可能
160,F2:,..um..對啊
161,F1:,..因為…除非你都用 word 檔
162,F2:,..我..我還在考慮..就再買一個隨身碟..比較大的..還是說[[買一個]]
163,F1:,[[現在做的最大]]的都有一G啊…隨身碟
164,F2:,..那應該就可以啦
165,F1:,..一G...嗎
166,F2:,..我不知道啊
167,F1:,..就夠[了嗎]
168,F2:,[我對於]這種三C 產品..沒有甚麼太大的感覺...去看一看
169,F1:,..硬
170,F2:,..而且我..要外型可愛的..@@..我是外貌協[[會型..對於產品..我XXX]]
171,F1:,[[@@@…那你去買那個啊]]..有沒有..甚麼<L4 sushi ((壽司)) L4>的造型..或者是
172,F2:,..那種不好吧
173,F1:,..那真是超級無敵可愛的啦
174,F2:,..有沒有 Snoopy..或是那種
175,F1:,..有吧
176,F2:,..趴趴熊的造型
177,F1:,..有吧..那個..之前網路不是有一陣子很[流行]
178,F2:,[可是]網路..搞不好那個都是在日本有出..台灣不一定有出...像那個<L4 sushi ((壽司)) L4>的手機吊飾…我在台灣好像沒有[[看過]]
179,F1:,[[沒看]]過啊
180,F2:,..在日本..日本才有
181,F1:,...不過那是賣造型的..因為上次我去日本..就是..毓..那個毓本來要…說要買給她哥哥..當成紀念品
182,F2:,..um
183,F1:,..然後就說要去買那個…隨身碟
184,F2:,..um
185,F1:,..然後她就說eh..那個<L4 sushi ((壽司)) L4>那種造型很可愛啊..之類
186,F2:,..對啊..[[[沒錯]]]
187,F1:,[[[然後就去問]]]啊..去秋葉原啊
188,F2:,..可是那個地方買回來的..跟台灣可以通嗎
189,F1:,..可以..隨身碟是可以..只有手機就不行
190,F2:,..對啊..[我記得手機就不行]
191,F1:,[但..但]是那個..問題是..在秋葉原..你看那種..他們電器應該是最便宜的地方
192,F2:,..結果也[[是賣很貴]]
193,F1:,[[可是..對]]..它就說
194,F2:,..換算成[台幣多少]
195,F1:,[同樣的]..大概三千多塊一隻..就變成..同樣的容量..比如說..你一般的那種.. IBM或者是其他那一種..那一種大牌大廠牌的..um..同樣容量跟那個同樣容量..問題是..可能是二分之一的價格..就是它..一模一樣的功能啦..只是它沒有那可愛的造型
196,F2:,..um
197,F1:,..對啊..但是那個價格就是
198,F2:,..那就等於是..花錢買造型就對了
199,F1:,..對啊對啊..然後..後來就沒買啦..因為他們
200,F2:,..我就是那種人
201,F1:,..@@@
202,F2:,..我就是花錢買造型的那種人
203,F1:,..沒有..後來就說..就聽到這麼貴啊..那就不要買啦
204,F2:,..也對啦
205,F1:,..後來就..改買御守
206,F2:,..um
207,F1:,..對啊
208,F2:,..而且男生也不是這麼重造型..你看了可愛..人家也不一定喜歡
209,F1:,..對啊..我就說..不用..我剛剛還跟她講..不用送了啦..不用..反正又沒幹嘛..就她來四天就[[走了啊]]..又沒有..又沒有待很久
210,F2:,[[對啊]] ..我想請問一下..她最近過的怎樣...[[[我看她 msn 暱稱好像還不錯]]]...甚麼換一顆快樂的心..看見快樂的世界..還是甚麼鬼的..看起來還蠻快樂的啊
211,F1:,[[[我今天才問學姐]]]..那是因為..她還沒有寫論文…[@@@]
212,F2:,[@@@]..她不是..應該要嗎
213,F1:,..那是因為她還沒開始
214,F2:,..那..那就..就..回去教..應該還不錯吧..她有接班嗎
215,F1:,..有啊
216,F2:,..國一喔
217,F1:,..二吧
218,F2:,..從國二開始接
219,F1:,..好像就是..她有..同事..之前有幫她..就是她回來
220,F2:,..um
221,F1:,..然後有幫她..就是那個啊..她這次就等於..回..回..回幫就對了
222,F2:,..所以是換她那個同事要…[[留]]
223,F1:,[[也是]]留職停薪
224,F2:,..喔
225,F1:,..對啊..然後她好像去..去接著..她的班啊..應該這樣沒關係吧
226,F2:,..不知道啊
227,F1:,..對啊..因為後母班..總是會比較
228,F2:,..想當初..我也是把我自己的班..丟給別人@@@
229,F1:,..對啊…像現在..我覺得後母班比較難帶是說…之前老師的一些規定..他們都已經都
230,F2:,..而且要重新磨合啊..等到你..因為大概磨合..要磨合一年..但[是]
231,F1:,[啊]差不多就要畢業啦..因為[[如果二年級]]的話..就差不多要畢業了
232,F2:,[[對啊]]然後..um..沒錯..而且人家之前重新建立起來的制度..或是怎麼樣..這種事比較難..改變
233,F1:,..um..但是如果…我是說..如果學生的素質還不錯..應該還好
234,F2:,..常態分班很難講啊...有..­可能就是..呈現雙峰化..素質很好跟素質很差..大概就是這樣
235,F1:,..對啊..那…我是覺得..像..如果你..那一般比較後面的那種學校的話..就...素質不是很好
236,F2:,..以前[我們班就這樣啊]
237,F1:,[然後管到]受不了
238,F2:,..我們班常態的啊..[[但是就是]]..有非常非常好的..也有…總之..就是沒辦法的..對啊
239,F1:,[[um]]..因為不能為了那個..遷就某一個人
240,F2:,…就不行啊..所以就很難帶..帶常態就是這樣...你就是要..有非常多的手段
241,F1:,..um
242,F2:,..適應每一種.. 甚麼上中下的學生..全部都要適應
243,F1:,..那這樣…對啊..就是要會比較辛苦..我是知道..如果是你帶到那種比較後面的..那學生..素質參差比較不齊
244,F2:,..我之前還有一個同事更慘..他從三年級開始接
245,F1:,..喔那很糟
246,F2:,..還有一進去喔..他就接三年級
247,F1:,..um
248,F2:,..對啊..而且是接..很壞的那一種
249,F1:,..很壞的三年級
250,F2:,..很壞的
251,F1:,..那怎樣..應該被惡整之類的
252,F2:,..他應該還好..他好像也還蠻..罩得住
253,F1:,..喔..那就沒問題了..[兇一點]就好了
254,F2:,[對啊] ..對..我覺得..三年級那種..很..很難帶的班..都應該都要請體育老師去帶
255,F1:,..為甚麼..[[喔你說..很累]]..請體育老師修理他們一下..這樣子
256,F2:,[[XXX]] 對啊..導師是體育老師..有沒有..不乖..對不對..體育課就來操一下
257,F1:,..mhm
258,F2:,…像以前我們班..就很怕那個..體育老師...因為..那體育老師..就跟我講說..好啊..如果他們不乖..你就告訴我
259,F1:,..um
260,F2:,..那體育課的時候..他們愛打球..就不讓他們打球..我們就來上體能課
261,F1:,..喔..那很累人
262,F2:,..而且是...堂而皇之的..[就是]你..你不能說我體罰啊
263,F1:,[um]
264,F2:,..[[對]]
265,F1:,[[因為那個]]是[體育課]
266,F2:,[體育課啊]..對啊..你要跑操場..[[然後跑完]]操場
267,F1:,[[um um]]
268,F2:,..[還要]做一些就是
269,F1:,[做]
270,F2:,..[[柔軟..柔軟操啊]]..或是一些..比如說..加強心肺功能
271,F1:,[[柔軟操那樣子]] ..um
272,F2:,..或是甚麼的運動
273,F1:,…um..對啊對啊..就很累啊...是不錯好啊..體育老師這點子..倒是可以試試看
274,F2:,..喔一定要試試看
275,F1:,…可是..像那種..高職科的話..我是看他們導師啊..可以扛..我是說..應該比如說..機械啊..你就扛..扛那某某機器有沒有..去跑操場
276,F2:,..這樣子啊
277,F1:,..然後那個..汽車的啊..就扛引擎..有沒有有..那種模型引擎..[很重的那一種]
278,F2:,[會不會太狠]
279,F1:,..我是覺得這樣比較好..總比老師們在那邊煩著..eh…跑操場啊..罰站啊..幹嘛的
280,F2:,..唉唷..都已經到高職了..還要被罰
281,F1:,..有啦..那個..愛作怪嘛
282,F2:,…hm
283,F1:,..就愛作怪啊..而且…像..有時候…沒有..因為..有些..他遲到也會管...[[就是早上]]遲到..會被記點..然後中午要去..愛校服務之類的
284,F2:,[[遲到]]..對啊..大部分都這樣啊
285,F1:,..對啊對啊..那一種..也算違規啦..所以...我想..那種處罰好像還蠻多的感覺...而且…我是覺得
286,F2:,..可是大家不會怕吧..愛校服務就去愛校服務啊..反正他也不要..他也不想睡午覺…[他就]覺得說]
287,F1:,[對啦..沒有沒有]
288,F2:,..[[上課再補回來@@]]
289,F1:,[[可是他..有一個更]]更猛的是..叫他們禮拜六來愛校服務
290,F2:,..喔..那可能就會比較害怕一點
291,F1:,..因為禮拜六大家都放假啊
292,F2:,..對啊
293,F1:,..對啊..所以好像..我記得以前..就是禮拜六..好像常常看到[[[他們]]]
294,F2:,[[[對啊]]]..因為不然我就想說..中午愛校服務..他們也不會怕啊..因為他們根本不想睡覺
295,F1:,..um
296,F2:,..然後他們都是利用上課時間睡覺..那怎麼行
297,F1:,..um..啊反正…就..習慣就好..學生..而且都是男生的話
298,F2:,..不好帶吧
299,F1:,…而且…很容易起鬨啊..那一些
300,F2:,..本來就是啊
301,F1:,..<L3 嘿啊 ((對阿)) L3> 
302,F2:,..而且要是真的..有那種壞的話..那就真的很壞了
303,F1:,..對..沒有..還好因為他們是有經過就是考試篩選..聯考啊…就…大家其實都差不多
304,F2:,…糟糕..我想睡覺..[@@]
305,F1:,[你想睡..這位同學]..不可以睡
306,F2:,..要不然你覺得三百塊..可以做出[[甚麼樣的事情]]
307,F1:,[[@@@]]..不會啦..啊反正…那你這禮拜..回家要幹嘛嗎
308,F2:,..這禮拜回家um…沒幹嘛啊..那個..我同..我大學同學要來找我..他說他要回高雄..所以他要先住..在我[家]..不是啊..是陳
309,F1:,[蘿拉嗎] ..啊..我不認識
310,F2:,..你不認識嗎..啊..上次你沒有當那個..蕭老師的那個..就是..老師那時候舉辦..就是在行政大樓那邊..你[[有印象嗎]]
311,F1:,[[有有有..我知道]]我不能去啊
312,F2:,..對..我們就去當工作人員..那時候陳就有來那邊看看
313,F1:,..um
314,F2:,..對啊
315,F1:,..不是很認識
316,F2:,..他說要來住我家..我說不行
317,F1:,..為甚麼
318,F2:,..我爸媽出國..我怎麼留..能夠留一個男生住我家
319,F1:,..那去住..[[[那個]]]
320,F2:,[[[對啊]]]..我就把他丟丟去別人家
321,F1:,..um.. OK 吧我想
322,F2:,..啊也是要招待啊..他..他來..你沒有說<L3 啊食便當 ((啊吃飯盒)) L3>..[然後]<L3 食飽矣 ((吃飽了)) L3>
323,F1:,[@@@]
324,F2:,..[[ <L3 好矣好走矣 L3>]]
325,F1:,[[叫他自己吃]]
326,F2:,..對..還是要招待一下啊..然後..他禮拜六好像還要在台..台中玩一下..然後才要..就是..禮拜天才要下…高雄
327,F1:,..高雄
328,F2:,..啊我表弟禮拜天要來找我
329,F1:,..喔
330,F2:,..他會帶小女朋友來喔
331,F1:,..你看過嗎
332,F2:,..看過照片
333,F1:,..人呢..有沒有看過
334,F2:,..沒看過啊
335,F1:,..有沒有很期待啊
336,F2:,..照片我是覺得還好耶..不過是我表弟比較對不起人家啦
337,F1:,..為甚麼
338,F2:,..就…人家是年輕妹妹啊
339,F1:,..@@@
340,F2:,..我[表弟..我表弟]成熟穩重
341,F1:,[不可以以貌取人] ..不可以以貌取人啦
342,F2:,..是沒錯..可是大家都在以貌取人
343,F1:,..XXX
344,F2:,..他說會帶來..可能會啦..他..他只說可能..所以我禮拜天..搞不好跟他一起上來
345,F1:,..禮拜天..一起上來..那也可以..剛好
346,F2:,..對啊...我在想說..那女的怎麼這麼閒...就是<X 之 X>..就是我..我表弟不是二十三號就要當兵了嗎..他們[[這陣子]]..對..他們這陣子..跑墾丁..跑阿里山..跑清境耶
347,F1:,[[這個月喔]]
348,F2:,...[[[大概..每個禮拜都跑]]]
349,F1:,[[[會不會是因為就是想要先玩一玩]]]
350,F2:,..對..每個禮拜都跑出去玩喔
351,F1:,..啊他..那女生是在幹嘛
352,F2:,…唸研究所
353,F1:,..真的嗎
354,F2:,..碩一新生
355,F1:,..喔..碩一而已
356,F2:,..啊你有沒有想..我們那時候碩一
357,F1:,..喔..很累
358,F2:,..也沒有這樣子..好不好..哪有時間做那個...對啊
359,F1:,..搞不好
360,F2:,..真好
361,F1:,..她出去玩帶著書本
362,F2:,..屁啦..那玩甚麼
363,F1:,..@@@...好像這樣..也不能玩啊
364,F2:,..對啊...真的很厲害耶..跑墾丁..然後又跑..甚麼阿里山...然後喔..對..跑阿里山啊..然後出去看日出..有沒有
365,F1:,..um
366,F2:,..就是你上去阿里山那邊..如果你是要去看日出的話..他就會有一個(刪除)導遊啊..然後..帶你..要爬到快要到玉山那邊
367,F1:,..um um um..因為要[看日出]
368,F2:,[對對對]..然後會開車嘛..載你嘛..剛好遇到山崩
369,F1:,..啊
370,F2:,..就是看完日出之後回來啊
