Turn,Speaker,Utterence
97,F2:,..上次他不是叫你水餃姊姊
98,F1:,..嗯
99,F2:,...那你都跟他玩什麼
100,F1:,...就是我都帶他去捷運站..他很喜歡看捷運
101,F2:,...好怪噢
102,F1:,...[然後看火車]
103,F2:,[講到水餃]..我突然想到一件事情耶…就是我…你知道我們家店裡吧然後我們家店裡對面之前有一攤在賣水餃…你有印象嗎…[[很久以前..他已經很久沒賣了]]
104,F1:,[[噢…我好像]]…有印象吧
105,F2:,..然後我小時候…反正我小時候都在那邊玩耍…然後我忘…因為水餃不是要…最後要..用釘的..[你應該會釘吧]
106,F1:,[嗯=]…我們是用橡皮筋
107,F2:,..噢…我們…我們那時候是用釘的…然後我就幫他釘…然後我就不知道為什麼那個針就這樣插在手上
108,F1:,...那針釘了很痛耶=
109,F2:,..我不知道我怎麼用的…反正它就釘在手上
110,F1:,..[[好可怕噢]]
111,F2:,[[然後我就不敢拔]]…然後我就去找我媽
112,F1:,..好恐怖喔
113,F2:,...我說媽…嗚嗚嗚..@@@=
114,F1:,..@@@=
115,F2:,..我媽就說夭壽噢@@@
116,F1:,...[超可怕捏]
117,F2:,[<L3夭壽噢L3>]..要拔起來嗎…然後就…[[因為我就]]
118,F1:,..@@@=...[[不要..拔起來會噴血耶=]]
119,F2:,..拔起來就噴了…[真的]
120,F1:,[好噁噢=]
121,F2:,..拔起來就…[[噗呲呲呲=]]
122,F1:,[[是真的噴血]]
123,F2:,..就是血就這樣…有點這樣流出來這樣…就是這樣子…你知道..這樣
124,F1:,..太噁了=
125,F2:,..太可怕了..而且是實=心…[真的就插進去]
126,F1:,[真的是插]..真的是插進去
127,F2:,..好[[可怕]]
128,F1:,[[可是沒有]]釘很深…沒有真的是凹起來..你知道嗎
129,F1:,..@好…我知道…因為你[下面沒有]@
130,F2:,[下面沒有]..沒有凹版…@@@=
131,F1:,..@@@=
132,F2:,..可是他就這樣插耶…好可怕..我到現在..現在還記得耶
133,F1:,..所以你現在用釘書機會有陰影
134,F2:,..是不會啦…可是就是…就是心裡會覺得毛毛的..就是想到的話..就會覺得…如果我現在再被釘到的話怎麼辦…@[[謝老]]…謝老=@
135,F1:,[[謝老]]…@@@=然後小朋友在旁邊笑妳
136,F2:,..就是…謝老應該會直接幫我拔掉吧…好可怕噢
137,F1:,..好痛噢
138,F2:,...太可怕了…欸如果真的被釘到要怎麼辦
139,F1:,...拔起來吧…[怎麼辦]
140,F2:,[太可怕了]…我沒有辦法
141,F1:,..不然就繼續放著
142,F2:,..放著XX
143,F1:,..然後…就長出肉…可是一定會感染
144,F2:,...@@..欸...你知道..昨天突然想到一件很好笑的事情…你知道臉書上面最近有一篇很紅的文章…我不知道你有沒有看過…反正就是說…反正就有[[一個人發了一個文]]
145,F1:,[[我發現這樣坐很不舒服]]
146,F2:,..他是一個社…一個社團
147,F1:,..嗯
148,F2:,..一個粉絲頁這樣
149,F1:,..嗯
150,F2:,..然後上面就說有一個人…就發了一個文…就說…ei...ei...那些做八大行業的小姐以前都是跟…就國中高中的時候…都是跟八家將他們玩在一起
151,F1:,..嗯嗯
152,F2:,..然後下面就開始了噢
153,F1:,..嗯
154,F2:,..下面就很多做八大的女生跳出來噢=
155,F1:,..嗯…八大到底是哪八大
156,F2:,..就是…就是在做黑…[就是..就是]
157,F1:,[所以就是有八種嗎]
158,F2:,..就是有八種那種..[[奇怪的]]行業
159,F1:,[[嗯]]
160,F2:,可是不一定全部都是色情的…可能有的是…就是反正就是[黑…黑的行業這樣]
161,F1:,[嗯..嗯=]
162,F2:,..那不是重點…反正重點就是下面…可是我們通常指八大都會指就是…在做酒店的[或是做]
163,F1:,[嗯]
164,F2:,...就是…[[召妓的]]那種
165,F1:,[[嗯]]
166,F2:,..啊下面開始就會有很多女生跳出來自己說…我..我也是八大的啊…我台大畢業的耶=
167,F1:,..嗯=
168,F2:,..然後就是…下面就是會..欸我也是八大[的啊]
169,F1:,[嗯]
170,F2:,..我成績很好[[欸]]
171,F1:,[[嗯]]
172,F2:,什麼我也是八大的啊..我大學[畢業]…這樣
173,F1:,[嗯]
174,F2:,..然後…這時候你就會發現另外一個人..就是…為什麼這些女生會自己跳出來說自己是八大
175,F1:,..嗯
176,F2:,...你不覺得很白痴嗎
177,F1:,...是啊=
178,F2:,..然後…然後…臉書上就…嗯…那個..那篇文章就被轉到PPT上面
179,F1:,..嗯
180,F2:,..然後PPT上面就各種翻..就是..你知道…反正PPT就是很喜歡這樣
181,F1:,..嗯
182,F2:,..就截人家的圖然後貼上去這樣…然後上面…大家在下面狂留言說..哇..小釣手耶…這樣
183,F1:,...[[對耶…好厲害噢]]
184,F2:,[[已經不是小釣手等級了]]…已經是漁撈科…什麼…已經要進…進=
185,F1:,..他是漁夫
186,F2:,..對啊..[超誇張]
187,F1:,[他把所有]那個都釣出來
188,F2:,..對啊把那邊全部都撈起來…而且有的…就是有的人..他就是..譬如說他是什麼八大的欸
189,F1:,..嗯
190,F2:,..有的還不承認
191,F1:,..嗯
192,F2:,..就是有的人還會說..噢那不是我發的..什麼什麼什麼…然後有的人會直接把自己的朋友也標出來
193,F1:,嗯…[[好誇張噢]]
194,F2:,[[然後標一串人出來]]
195,F1:,...所以那個人是故意的嗎
196,F2:,..沒有他可能…就是…[做這種…沒有什麼]
197,F1:,[那還是他沒想到]
198,F2:,..沒有[[什麼自信]]
199,F1:,[[我是說發文的]]那個..他可能沒想到
200,F2:,..他可能沒想到..會這麼嚴重…就是…會這麼多白痴跑出來講
201,F1:,..可是他們也真的很智障啊
202,F2:,..就是…自己也出來講..而且…我覺得自己講的人不是白痴…白癡是把那些朋友都[點出來的人]
203,F1:,[噢…]對..@朋友一定很不爽@
204,F2:,..然後我朋友還在那些人裡面…找到有共同好友的人
205,F1:,..真的假的
206,F2:,..超扯
207,F1:,..為什麼…他會一個個去fo- ((follow))
208,F2:,..就是我有一個朋友很愛肉搜啊=
209,F1:,..噢
210,F2:,..我有一個…我有一個女生朋友她很怪…他很喜歡打LOL
211,F1:,..嗯
212,F2:,然後..他長得漂漂亮亮的…可是她就是…很像阿宅[[的行為]]
213,F1:,[[嗯]]
214,F2:,..然後她也就是鄉民
215,F1:,...嗯
216,F2:,..然後他就是…很喜歡…搜那種人家..這就是她今天上課的時候跟我講的啊
217,F1:,..嗯
218,F2:,..然後她就…他還開給我看…很好笑…各種…留言
219,F1:,..嗯
220,F2:,..神留言耶..超好笑的
221,F1:,...[誇張耶]
222,F2:,[超…誇張]=…這些人怎麼會這麼白痴啊
223,F1:,...就可能…[[可能他們念過書]]
224,F2:,[[然後..這]]
225,F1:,...他們覺得職業不分貴賤…他們覺得這沒有什麼好丟臉的吧
226,F2:,...對啦…[他們就有人說]
227,F1:,[他們也是辛苦賺錢啊]
228,F2:,..是啦
229,F1:,..而且也不是不合法啊..應該是這樣吧…然後念過書…頭腦就越來越複雜…[[就會]]這樣覺得
230,F2:,..[[然後]]@然後那個人@..那個..那個發那個…原本最開始發文的那個人…就在他的粉絲頁發了一句說…哎呦…這麼多八大行業來我這邊
231,F1:,@@@
232,F2:,..他就是…他也沒有講白…他就只有講這麼多妓女來我[這邊]留言
233,F1:,[嗯]
234,F2:,..是怎樣…我這裡在開應召站的[[是不是]]
235,F1:,[[嗯]]…可是他這樣很沒禮貌耶=
236,F2:,..可是他那個只是一個粉絲頁啊
237,F1:,..噢
238,F2:,..就是…那個投…那邊那邊就是一個虛擬的啊
239,F1:,..嗯
240,F2:,..就是裡面…裡面可能就是像talk版
241,F1:,..嗯
242,F2:,..像靠北淡江這樣…就是隨便發文這樣
243,F1:,..噢
244,F2:,...然後我就是覺得..那些人真的是太神奇了
245,F1:,..@@
246,F2:,..怎麼會被撈出來
247,F1:,..可能就是..就是氣不過吧
248,F2:,...可是…好啦…可能[就像你講的]
249,F1:,[就覺得我做八大比較好吧][[@@@]]
250,F2:,[[@@]]..問號…我做八大比較好@@=
251,F1:,..對應該就是這種心態吧
252,F2:,..可是我覺得很扯耶
253,F1:,...嗯=
254,F2:,..就怎麼…好像講的他們比較有知識…可是其他人沒有
255,F1:,..可是他們可能真的覺得沒什麼吧…以他們..那個…他們覺得講出來沒什麼吧
256,F2:,..他們覺得他們…欸我有一個同學…我有跟你講過嗎…[我有一個]同學
257,F1:,[沒有]
258,F2:,...就是…我現在的同學
259,F1:,..嗯
260,F2:,..然後他就是…他就是在做這個的
261,F1:,(H)…你說大學同學嗎
262,F2:,..他長得很醜
263,F1:,..嗯
264,F2:,..胖胖的…可是他都是濃妝豔抹
265,F1:,..嗯
266,F2:,..他大概…快要…五十…五十五公斤以上
267,F1:,..嗯
268,F2:,..然後他也…他大概比我…他那時候一百六吧
269,F1:,..噢
270,F2:,...然後可是他去…他不是去做黑的
271,F1:,..嗯
272,F2:,..他只是因為純粹在酒店喝酒他不用錢
273,F1:,..嗯…為什麼
274,F2:,..因為他就是裡面的小姐
275,F1:,..噢
276,F2:,..可是…他喝一喝他身體都喝壞了
277,F1:,..嗯
278,F2:,..就每…他有一陣子都一直翹課
279,F1:,..嗯
280,F2:,..就是因為他…他長得就是…很像在賺的
281,F1:,...嗯…是噢
282,F2:,...就是濃妝豔抹…然後…就…有點醜醜的這樣
283,F1:,..他是有缺錢嗎
284,F2:,...他覺得…錢就是要自己賺
285,F1:,...噢=
286,F2:,..他覺得這樣…賺的
287,F1:,..只是他沒有缺到…需要用這個吧
288,F2:,..對…他沒有缺到需要…他沒有做那個啊…他也沒有跟人家…[[就是]]
289,F1:,[[可是]]…喝酒也是會傷身體啊
290,F2:,..噢…是啦
291,F1:,..對啊
292,F2:,..可是他…[他就是因為愛喝]
293,F1:,[XXXXXX]…[[噢]]
294,F2:,[[所以]]他才想說去那邊上班
295,F1:,..就覺得他興趣
296,F2:,..就有免費的酒…可是你不覺得這個很…很不好嗎
297,F1:,..是很不好啊
298,F2:,..欸我突然想到件事…我給你看我堂妹最近拍的畢業照…[他要畢業了]
299,F1:,[為什麼]你堂妹要畢業了
300,F2:,..他…提早一年畢業…他跟我們同一屆…可是
301,F1:,..那為什麼他提早一年畢業
302,F2:,...因為他智商很高啊=
303,F1:,..那提早一年畢業還可以拍畢業照噢…他不是跟同學是不一樣的嗎
304,F2:,...他們…我不知道他們美國的學制怎麼算
305,F1:,..噢…是美國的噢
306,F2:,..對啊...你看=
307,F1:,...噢=…他好美國噢=
308,F2:,...對啊…他就很美味[啊]=
309,F1:,[他長得…@]..很美味是什麼…他很美味@@@=
310,F2:,..不是那個美味
311,F1:,.. delicious 嗎
312,F2:,..no delicious..他就是長得很像=
313,F1:,..他…很美國欸
314,F2:,..對啊…你看他眉毛是[畫那種]
315,F1:,[完全]..嗯
316,F2:,..這樣子…這樣子...[[高峰眉]]
317,F1:,[[就是]]…ABC耶
318,F2:,..對啊
319,F1:,..他是有混血嗎還是就是去那邊才這樣
320,F2:,..去那邊才變這樣
321,F1:,..噢
322,F2:,...[他=]
323,F1:,[他看起來]很超齡耶..[[XXXXX]]
324,F2:,[[我覺得他]]這樣看起來很像三十歲
325,F1:,..@@@=
326,F2:,..[可是你知道我堂妹]
327,F1:,[他看起來很像博士生]…@=
328,F2:,..我跟你講…我突然想到一件事情…就我堂妹…她很care人家講他胖
329,F1:,..嗯…就是他是胖
330,F2:,...tsk..我覺得他很吃虧…因為他身…她胸部很大
331,F1:,..嗯
332,F2:,...然後…他的…他的身高也不高
333,F1:,..[嗯]
334,F2:,[然後]他這樣這邊就看起來就很肉
335,F1:,..噢
336,F2:,..然後
337,F1:,..就是美國人的身材
338,F2:,..對=…對=…就是
339,F1:,..美國大學生的[[那種身材]]
340,F2:,[[對]]…就是有點微…然後他說他在美國他都不覺得她胖
341,F1:,..嗯
342,F2:,而且他們那種秤磅都寫一百多的
343,F1:,..嗯..[XXX]
344,F2:,[一百磅]…一百多磅
345,F1:,..嗯
346,F2:,..他們都算磅的...然後就看不出來她到底有幾公斤這樣
347,F1:,..嗯
348,F2:,..然後反正他說他在美國也都是…就是…大家看起來都是那個體型
349,F1:,..嗯
350,F2:,..然後可是他…只要一回台灣…他就完了…他說台灣都是瘦皮猴
351,F1:,..@@@=
352,F2:,..他說台灣滿路跑都是[瘦皮猴]
353,F1:,[真的啊]…[[台灣真的很瘦]]
354,F2:,[[很可怕耶]]…我覺得台灣真的滿可怕…然後…這不是重點…重點…反正就是他很介意人家說他胖這件事情
355,F1:,..嗯
356,F2:,..然後…他大概…他那時候還在唸高中吧…大概有三年多了吧
357,F1:,..嗯
358,F2:,..就有一天…有一天她回來淡水…就是他…因為是他…淡水等於是他阿公…就阿公家這樣
359,F1:,..嗯
360,F2:,..然後…然後…反正他就回來…然後我阿公第一…[就他那時候暑假一回來]
361,F1:,[@@@..嗯]
362,F2:,..第一眼看到他就說…a…因為他叫T…就說<L3 T你捺欸變嘎這大摳L3>
363,F1:,@@@=
364,F2:,..我堂妹馬上哭耶..[完全不給我阿公面子]
365,F1:,[真的假的啊]
366,F2:,..就我們家店裡是有三層樓的
367,F1:,..嗯
368,F2:,..他就跑到樓上去哭耶
369,F1:,..嗯
370,F2:,..不吃午餐
371,F1:,..[[好誇張=]]
372,F2:,[[完全不給我阿公面子耶]]
373,F1:,..嗯
374,F2:,..然後我阿公就傻眼…就人家就會變成講說是…<L3阿你那欸嘎拎孫L3>…[弄哭了]
375,F1:,[嗯嗯嗯]
376,F2:,這樣…然後
377,F1:,..他可能打擊太大了吧…[[一回來突然]]
378,F2:,[[他就…他就覺得他很內疚]]..他覺得他自己已經…他知道自己胖..他一回台灣就知道他自己胖
379,F1:,..嗯
380,F2:,..可是他就是沒有辦法啊…他體質就是胖啊
381,F1:,..嗯
382,F2:,..他說…他說…就是..他..他…我那時候就上去安慰她…他就罵我說…我就是很[討厭你]
383,F1:,[@@@]
384,F2:,..你這個傢伙…吃這麼多還都不會胖…什麼什麼的…我就是喝水就會胖啊
385,F1:,..好戲劇化噢
386,F2:,..他很多戲劇張力…[[然後反正…他就哭得很慘這樣]]
387,F1:,[[@@@=]]
388,F2:,..然後那時候我姑姑也安慰他這樣
389,F1:,..嗯…
390,F2:,..然後重點…更好笑的來了嘍…好..事隔這麼多年
391,F1:,..嗯
392,F2:,然後…就是他..這張照片是…昨天還前天po的
393,F1:,..嗯
394,F2:,然後…那時候我們家的群組…就是我們家的人都在裡面…他也在裡面…我阿公..我阿公沒有…我阿嬤在...[噢不不不不@@@]
395,F1:,[XXX]
396,F2:,..我姑姑…我姑姑也在裡面
397,F1:,..@你阿祖也在裡面
398,F2:,..@@@..XXXX...這不是重點…重點是…反正我姑姑也知…我姑姑也知道他…我堂妹很忌諱人家說他胖
399,F1:,..嗯
400,F2:,..然後他竟然在群組裡面說…T你是不是又變胖了
401,F1:,...而且在群組耶
402,F2:,..可是群組…可是群組裡沒有什麼人啊…其實還好…[[就六個]]
403,F1:,[[可是還是]]在別人面前啊…六個人很多耶
404,F2:,..六個人很多嗎…[可是都是我們家的人啊]
405,F1:,..[就是…在別人面前啊]…如果在乎的[[…當面被講]]都已經在乎了
406,F2:,[[嗯..他很在乎]]
407,F1:,..如果在別人面前講他一定就是…受不了…阿結果勒
408,F2:,..沒有…我堂妹就沒有回應
409,F1:,..已讀
410,F2:,..我就…我就馬上在上面說不會啦…很美啦…我就雙面人
411,F1:,..@@@..你就雙面人
412,F2:,..我就是
413,F1:,...背後在那邊說他胖
414,F2:,..我就是啊…@@@=
415,F1:,..@沒水準
416,F2:,..白癡噢…這不是重點…反正我就是馬上去line我姑姑…我說姑姑你怎麼在他面前[直接]講他胖
417,F1:,[嗯]
418,F2:,...他到時候哭了…我就@@@=
419,F1:,...結果勒
420,F2:,..然後我姑姑也沒有回我
421,F1:,..噢
422,F2:,..他們可能聯合起來欺負我
423,F1:,..你好可憐噢
424,F2:,...我被已讀不回..@@@=
425,F1:,..我有沒有你說我上次在家裡群組打那個群組電話
426,F2:,...噢我知道我知道
427,F1:,..因為我只是想要試試看…然後…[沒有人]
428,F2:,[啊@@我知道]…[[沒人理你..@@@=]]
429,F1:,[[然後就是打了一通電話]]…打了一通電話…然後全部已讀耶
430,F2:,..@@@
431,F1:,..都沒有人要理我…然後我就說哈哈哈[我只是想測試一下]
432,F2:,[@@@]
433,F1:,…然後[[全部都已讀耶…也沒有人要回我]]…@@@=
434,F2:,[[好尷…好尷尬]]
435,F1:,..[超級丟臉…我後來就]
436,F2:,[你們家群組有幾個人]
437,F1:,..好像就是六…六七個吧…[[我後來下定決心]]我再也不要在家族群組裡講話
438,F2:,[[好尷尬]]
439,F1:,...我只要在那個群組裡講話沒有人[回我..全部]已讀我
440,F2:,[@@]
441,F1:,...[[我就再也]]不在那個群組講話
442,F2:,[[那如果我下次已讀你]]…你會不會就不跟我講話
443,F1:,..不會啊…個人不會…可是群組…我會覺得你們是怎樣…[就也不是]
444,F2:,[XX]
445,F1:,...我也不是說什麼一個結語..就是嗯…之類的…你不回也就算了…可是我有時候是問一個問題耶…[然後全部已讀]…我真的是很不爽
446,F2:,[有的時候]..@@@有一種會貼那種…就是…就是那種轉貼的文章
447,F1:,..嗯
448,F2:,..罐頭訊息…可能說什麼[[大悲咒什麼之類的]]
449,F1:,[[@@@]]
450,F2:,這種就被已讀就算了…你為什麼會[被已讀]
451,F1:,[對啊]…我也不知道啊…[[我就覺得很缺德]]
452,F2:,[[可能他覺得你講話]]很像大悲咒
453,F1:,..而且我之前…因為我是..某一個課的報..就是我是那個組的組長…課的組長
454,F2:,..嗯
455,F1:,..然後…每次報告的時候我就要…就是要…就是我一定要主導啊…我一定要提起說…欸報告要開始了啊什麼的…然後每次都..大家都給我已讀欸…然後我就是會傳那個回話…然後眼睛發亮的圖…然後就傳十個…然後不然我就最後一句說誰再不回話我就把他踢出這個組…我就要扣十分…然後大家就開始狂回
456,F2:,..[好誇張噢…為什麼要這樣子啊]
457,F1:,[真的是很沒水準]..就覺得大家[[是怎樣]]
458,F2:,..[[那對方]]..對方是誰…對方有什麼系的
459,F1:,...就是同…同一個系的啊…我們的[必修課]
460,F2:,[你們的課]..那你同學
461,F1:,..嗯
462,F2:,..靠…[好誇張噢]
463,F1:,[就覺得很廢啊]
464,F2:,..[[好誇張噢]]=
465,F1:,..就覺得…[[很想揍死他們]]…當組長真的是很累耶…真的是神也累
466,F2:,..嗯…心都涼了
467,F1:,..嗯
468,F2:,..我最近真的超晚睡..我現在超想睡覺…你知道…我前天…我禮拜二
469,F1:,..嗯
470,F2:,..我禮拜二用到三點多才睡覺…[而且我去住]我同學家
471,F1:,[報告喔]
472,F2:,...重點是我什麼都沒有做出來
473,F1:,..@@@=
474,F2:,..我本來要剪一個片
475,F1:,..嗯
476,F2:,...然後…可是我剪不出來
477,F1:,..嗯
478,F2:,..就你知道那種..就譬如說…我們要那種一個人…譬如說你…[[你演你..自己]]
479,F1:,[[嗯…嗯]]
480,F2:,..可是是演現在的你跟未來的你
481,F1:,..嗯
482,F2:,..然後…你們兩個要對話
483,F1:,..嗯
484,F2:,..然後那個其實是可以剪的出來..可是
485,F1:,..喔
486,F2:,..可是..因為我們相機啊…然後什麼
487,F1:,..嗯
488,F2:,..就是一些器具的因素…所以他就沒有辦法做出來…然後光什麼的都跑位…跑位直接跑掉
489,F1:,..嗯
490,F2:,..然後我就跟他們說…我真的剪不出來…我那時候等..我那時候用超久…而且我那時候載那個軟體載超久
491,F1:,..嗯
492,F2:,..反正後來就是沒有剪好…然後我在那邊苦等…我在那邊跟我同學聊天聊到三點多[…傻眼]
493,F1:,[@@@=]..結果勒
494,F2:,..結果[[就什麼都沒有弄啊]]
495,F1:,[[最後還是沒有做]]
496,F2:,..什麼都沒有做啊…然後..隔天又重拍了
497,F1:,...登愣
498,F2:,..超扯耶…然後…重點是…那天剛好..下大雨
499,F1:,..嗯
500,F2:,..昨天..那天..禮拜二吧..晚上下..超=大雨
501,F1:,..[嗯喔]
502,F2:,[然後我同學]住…我同學家是住那種鐵皮[[加蓋的]]那種
503,F1:,[[嗯]]
504,F2:,..我的天啊…感覺家快要被吹走了耶
505,F1:,..那應該很吵吧
506,F2:,..很吵..超大聲..咚咚咚咚這樣子
507,F1:,..他是家裡噢..還是
508,F2:,..沒有沒有…就是宿舍[宿舍]
509,F1:,[宿舍]…嗯
510,F2:,..哪有人家裡住鐵皮屋啊
511,F1:,..那宿舍為什麼是鐵皮加蓋
512,F2:,...就他自己去外面租房子啊
513,F1:,...噢
514,F2:,..啊他念..他唸那個啊…北銘啊…他北銘…台北銘傳…就是
515,F1:,...噢…有這樣簡稱噢@=
516,F2:,..就是…你沒聽過北銘
517,F1:,..我沒聽過北銘
518,F2:,..那桃銘
519,F1:,...是有這樣分噢
520,F2:,..對啊…現在有桃銘跟北銘…然後反正就是…那不是重點…重點是那邊的房價很貴所以他只好住頂樓加蓋
521,F1:,..噢
522,F2:,..你很扯…為什麼不知道…為什麼你手上要貼那個…很白痴耶
523,F1:,...因為真的很痠啊
524,F2:,..怎麼會痠這裡
525,F1:,...因為你要控制龍頭啊
526,F2:,..腿也很痠啊…[[你不會全程用牽的吧]]
527,F1:,[[腿我也有貼啊]]
528,F2:,..全程用牽的
529,F1:,...我一開始過馬路是用牽的
530,F2:,..然後你後來[改騎]的
531,F1:,..然後[後來]就…因為後來晚上沒什麼人在走路啊…然後也沒有車啊
532,F2:,..你騎晚上噢
533,F1:,..晚上啊.
534,F2:,...幾點
535,F1:,...我們從八點騎到十點XXXX
536,F2:,..神經病噢
537,F1:,...啊就被騙啊
538,F2:,...欸等下..十點騎紅樹林非常可怕耶
539,F1:,..很恐怖啊=…超可怕
540,F2:,..那邊超暗耶
541,F1:,..我一路上都在..禱告
542,F2:,..@@@=
543,F1:,..邊騎邊禱告…而且..而且我原本..因為中間..因為我同學都知道我不太會騎..所以他們原本就是前面兩個後面三個會顧著我..就是前面有車就會跟我講..後面有車也會跟我講..然後..到後來我真的覺得太可怕了..而且太晚回家..我都衝第一耶…就是紅樹林到淡水我都衝第一耶
544,F2:,..你敢騎第一噢
545,F1:,..因為就想說趕快回家啊…就是…[很怕]
546,F2:,[噢我想說]你帶頭
547,F1:,..而且路上就都是蟲耶…很多水蛭耶..超噁的
548,F2:,..好可怕噢
549,F1:,..我回家都很怕看到我的腳上有[[水蛭]]
550,F2:,[[而且]]那鼻孔都是蟲耶
551,F1:,...[好噁噢]
552,F2:,[因為]
553,F1:,...而且蚊子超多的耶
554,F2:,..好可怕噢..妳知道從竹…圍到紅樹林那邊有一個廢墟嗎
555,F1:,..噢…我知道我知道
556,F2:,..超可怕的…我覺得那裡白天騎就很可怕了
557,F1:,..我上次有一次跟我媽去騎…然後我停在那裡…然後我看到廢墟裡面有..那個…很多隻剛出生的小狗…我就停在那裡看..然後就被後面的罵…[@@@]
558,F2:,[@@@]
559,F1:,..他說小姐你幹嘛停在這裡…你讓後面的人都擋住了…講一下就好…你在那邊[兇屁兇]
560,F2:,[@@@]..[[XXXXXXX]]
561,F1:,[[騎腳踏車的人]]..[脾氣都很差耶]
562,F2:,[很兇]..很兇
563,F1:,..然後[[有一次…就同一次]]
