Turn,Speaker,Utterence
49,F1:,..然後就可以直接帽子.然後旁邊就是塑膠的..就等於是你把一件[雨衣]穿在身上
50,F2:,[雨衣]
51,F1:,…然後XXX可以帽子戴著..然後就走了這樣
52,F2:,…這樣聽起來是滿有用的道具
53,F1:,…其實我覺得..還滿…就日本人…還滿天才的..可是那些發明好像很少被重視…說真的是這樣
54,F2:,…其實他們那種東西…還=滿多人會做出來..只是看有沒有外銷吧
55,F1:,…你說日本有賣..但是外面[[沒]]賣
56,F2:,[[嗯]]…因為有時候看到那個那個節目啊
57,F1:,..嗯
58,F2:,..他們就會介紹說喔…最近又出了什麼新產品..新產品…可是為什麼XXX不太好
59,F1:,…是看過他們就是…做那種就是小…小食物啊..然後小…小東西的那種…材料包…我都覺得超=想[要=]的
60,F2:,[嗯]=
61,F1:,…我超想要的
62,F2:,..w-我我我…我一直很想要…有個東西..就是那個…日本人他..他就是那種..w-…出去玩的時候..看到日本人他那個…帽子…旁邊就有那個..夾子…一個是夾在衣服上
63,F1:,..嗯
64,F2:,..一個夾在帽沿
65,F1:,…嗯
66,F2:,…然後這樣你就…就風吹來[的]時候
67,F1:,[喔=]
68,F2:,…就就不會飛走..而且重點是你也不用在這邊套一個那個
69,F1:,..嗯
70,F2:,..討厭的帶子…然後就超想要買那個 ..可是就是…沒[[有貨]]
71,F1:,[[喔=]]…妳自己自己做啊
72,F2:,…可是自己做就很…妳要拿什麼..夾子夾..感覺不管什麼夾子都很沒質感
73,F1:,…秉持著造物的精神
74,F2:,…呃=[呃=]
75,F1:,[這才是]機械系啊
76,F2:,…嘿呃=
77,F1:,..因為不然夾在頭髮裡面=的…根部…不好看…[@]
78,F2:,[@]@@@[[@@@]]
79,F1:,[[嗯=可能我夾的]]位子不對
80,F2:,…我
81,F1:,…[<X自己把頭髮夾一起 X>]
82,F2:,[我=我這時候有點]想說..我有心力做那個..我[[還是趕快]]把我的塑性趕出來吧
83,F1:,[[@@]]
84,F2:,..@@ @...[我的]塑
85,F1:,[嗯] ..[[嗯]]
86,F2:,[[我]]的塑性真的只是曇花一現…白高興一場
87,F1:,…所以..又..又不行了
88,F2:,..又不行了…應該是從來就沒有可以過@@
89,F1:,..欸弄模擬真的是這樣子耶…之前做一做也是…因為那時候我很難跑到…零點零三
90,F2:,..嗯=
91,F1:,…然後我跨不過去…始終那個我跨不過去…然後..搞了兩三天…零點零三((degree of extension)) 跨過去了…零點零..零點零四…好高興喔…然後零點零五..碰…我後來想想…為什麼我跑到零點零五呢…因為我把它位移..減少了嘛
92,F2:,..@@@=
93,F1:,..所以它只好..不應該是在…嗯=不是零點零三
94,F2:,..欸..講到這個我就…我..我的塑性…還沒有…[現在]
95,F1:,[妳現在]的進度是什麼
96,F2:,…零啊
97,F1:,…不不我說..應該要完成的進度
98,F2:,…應該要完成的進度啊..這個月開始要建模啦
99,F1:,…那就[[開始建啦]]
100,F2:,[[然後]]…就開始建啦..啊事實上我開始建
101,F1:,..所以咧..然[後呢]
102,F2:,[我已經]..我已經把我所有的報..我我已經把我所有的進度全部改..這次的季報告…然後我四月份或五月什麼..我現在沒有下文
103,F1:,..妳季報告是用WORD喔
104,F2:,…嗯
105,F1:,…為什麼…不是用POWERPOINT嗎
106,F2:,…用POWERPOINT啊
107,F1:,…唉唷..妳知道華創超…s-什麼都他們開始…一個月交一次
108,F2:,…@@@=...妳已經被打趴了..欸妳知道他一直打電話到我手機來..然後…我…只要在學校啊…妳知道他打電話..打s-..打手機給我的次數比我爸打給我的次數還要多耶
109,F1:,..他為什麼不打去實驗室啊…我一直覺得很奇怪
110,F2:,…我也覺得很奇怪..他為什麼不[打去]
111,F1:,[妳有]..妳不是有跟他講…說要打研究室
112,F2:,…他他其實前兩次打研究室..然後我剛好不在…然後結果從此之後..他就一直打來我手機…然後可是他打的時間點都很早…哪有人早上九點初..九點…左右就打
113,F1:,…因為他九點上班啊
114,F2:,…神經病喔
115,F1:,..他說…到公司的第一件事情..就是打給沛
116,F2:,…@[@@]
117,F1:,[嘿嘿]
118,F2:,..< L2 [[schedule]] one
119,F1:,[[殊]]..殊不知沛…還沒醒吧
120,F2:,.. 對[啊]
121,F1:,[@]
122,F2:,..他=…睡夢中…我第一次接到的時候
123,F1:,..嗯
124,F2:,…我還差點說…爸=我還在睡
125,F1:,..@@@..如果妳說那就糗了
126,F2:,..我就說..喂欸…那個..是..沛嗎..我是什麼什麼..我整個醒過來妳知道嗎..從床上跳起來..那天還很冷..我永遠忘不了那個
127,F1:,..@@@...不過..那刻
128,F2:,…他真的[[很誇張耶]]
129,F1:,[[氣死了]]
130,F2:,…他一定要那麼早打
131,F1:,..嗯
132,F2:,..然後我就在想說我要不要跟他講..你要不要改打研究室
133,F1:,…妳就說妳手機收不到訊號…怕收不到訊號…可以騙他打[來妳沒接到啊]
134,F2:,[可是每次我都]有接到
135,F1:,..那就..算了
136,F2:,…為什麼這樣
137,F1:,…嗯
138,F2:,…唉=所以我..不知道該怎麼辦..然後還有那個…上次我不是打電話給他嗎
139,F1:,..嗯
140,F2:,..然後結果..那個…愷他們不是說我的聲音有變嗎
141,F1:,..嗯
142,F2:,…然後我本來不太相信…我覺得..好像沒有變
143,F1:,…嗯
144,F2:,..我覺得我..我接電話本來就是..就是聲音會比較
145,F1:,…溫和
146,F2:,..對s-所以我..就接電話聲音就會比較溫和一點…結果那一天呢…就是我回…台中嘛..然後就帶著季報告回去…然後結果…有打電話給華創..也有打電話給老師…然後…也有打電話給那個…濠
147,F1:,…[嗯]
148,F2:,[然後]…結果呢..就是三通電話打出去..然後我們家人就說..欸..為什麼三通的電話聲音都不一樣
149,F1:,…@@
150,F2:,…然後..他就講說
151,F1:,..@@
152,F2:,..然後他們講說..為什麼妳打電話給那個…那個華創的聲音特別不一樣我想說有..有嗎
153,F1:,…@
154,F2:,..對..然後..我不知道..反正就是=一直被我爸
155,F1:,…嗯
156,F2:,..一直被我爸笑..然後我爸就說…他超想把電話搶過來說…她的聲音不是這樣..她真的不是這樣..她這不是這樣[子的人]
157,F1:,[那不是沛啊]
158,F2:,..後來我想說…有一通打給老師欸..@後來他說..還好我沒有把電話搶過來..@
159,F1:,..好可怕喔=
160,F2:,…嗯好好笑喔
161,F1:,…我記得..之前好像有一次..也是這樣…跟同學講話的時候…就是其實應該說…因為我接電話的時候..一開始會說..欸喂..請問找哪位這樣子
162,F2:,..嗯嗯
163,F1:,..然後結果後來我那同學說..欸我找盈
164,F2:,..然後就啊..原來就是妳啊
165,F1:,..對..我就回說..幹嘛啦
166,F2:,..@@[@@@]
167,F1:,[就是這樣]..q-..喂..請問找哪位啊..然後他就說幹嘛啊]]
168,F2:,[[就完]]全[不一]
169,F1:,[不知道]在那邊幹嘛啊
170,F2:,…@..[[對對對對對]]
171,F1:,[[我覺得]]..很兇這樣…然後就覺得..呃..妳剛剛
172,F2:,… 那個是妳嗎..@[@]
173,F1:,[就]有說..跟我說..到底在幹嘛啊…他一直很兇這樣
174,F2:,…結果完全都不一樣
175,F1:,..很豪邁…話說華創好像現在比較少打給妳了…還是是因為..他都打他的手機..所以我們看不到
176,F2:,…他很常打給我好不好…然後他現在三不五時都要來我們實驗室報告一下
177,F1:,…妳季報…有要過去報嗎
178,F2:,..嗯=
179,F1:,..還是只有期中
180,F2:,…五月報估[計是這樣子]
181,F1:,[那為什=麼]要
182,F2:,…季報是=四月五號要交
183,F1:,..嗯
184,F2:,..拖到現在..因為因為我們忘了提..所以說我們到現在..季報都還=沒有寄出去
185,F1:,..嗯
186,F2:,..那紀博因為這個禮拜很忙..所以說他也忘了季報告這件事情
187,F1:,..嗯
188,F2:,..所以說季報告現在暫時safe
189,F1:,..嗯
190,F2:,…然後呢…那個=本來是說要..這個禮拜…去報季報
191,F1:,..嗯
192,F2:,…但是呢..華創那邊說..我們很忙
193,F1:,…嗯
194,F2:,…我們…就是..他們這個禮拜好像有什麼=[[國外…有人來..還有]]
195,F1:,[[可是這才四月]]的第二個禮拜耶
196,F2:,..對啊..他們就說他們很忙..然後..這個禮拜不行..然後而且我們還要去那個…看那個試驗
197,F1:,..嗯
198,F2:,..然後對..那個試驗我有問..他就說[不行他說]不行..對
199,F1:,[嗯我知道]
200,F1:,..嗯
201,F2:,..然後…那個=那個…反正就說他這個禮拜不行…然後就問下個禮拜可不可以..然後下個禮拜呢…就說..他們要開會…然後..怕怕他又說我們不對..所以說下個禮拜又不行…然後..再下一個禮拜..可不可以呢..老師就說..換老師不行了..所以就一直到…那個..五月
202,F1:,…拖很久耶…[一個月耶]
203,F2:,[拖很久啊]..對啊..然後就…五月的第一個禮拜也不行
204,F1:,…嗯
205,F2:,…因為那個..有..好像又有什麼顧問要來
206,F1:,..嗯
207,F2:,…所以說那個禮拜也不行…所以就拖到五月八號
208,F1:,..嗯
209,F2:,…所以五=月八號才是季報告…然後我就很想跟老師講說..老師我們就不要季報告了..我們直接講期中好不好
210,F1:,…欸..[[對耶]]
211,F2:,[[@@]]..對啊..@@
212,F1:,..欸這樣五月報告…妳七月…七月份還要再一次期中耶
213,F2:,…嗯
214,F1:,…好像有[點麻煩]
215,F2:,[像神經]病一樣
216,F1:,…啊
217,F2:,…我說像神經病一樣
218,F1:,…好麻煩喔..好[[麻煩]]
219,F2:,[[然後我就]]覺得打<X一兩分鐘X>..我就覺得喔現在那個…模..模擬不對勁…照理講..我應該要臉色發青的在某一處XX
220,F1:,…@@
221,F1:,... XXX保重
222,F2:,…@@@[@]
223,F1:,[對]…沒錯..而且今天..欸妳看過..妳不是說那個..杏樑…就是PO 網路說什麼…效率百分之百嗎
224,F2:,..嗯哼
225,F1:,…真=的..我跟妳講有網路之後我就開始…[[做=]]
226,F2:,[[@]]
227,F1:,..做個[東西我就開始]
228,F2:,[整個就開始在]找麻煩@[[@@=]]
229,F1:,[[對..開始延宕..然後開始]]…就有時候可能…設定一個東西…[然後就大概才按個鍵而已喔]
230,F2:,[嗯=然後就大概才]
231,F1:,…開個網路好了…OK 然後就開始看..開…就創一個框..什麼什麼..然後[[看一看]]
232,F2:,[[@]]
233,F1:,..看一看..然後想說..該做個事好了..把它關掉..然後可能再按個確認再..wu打開那個[網路]
234,F2:,[@@@]=
235,F1:,..發現…網路真的是不得了的東西
236,F2:,…有了網路之後妳會發現自己的效率降低了百分之百
237,F1:,…真的耶..如果沒有網路的話妳..多做一點事啊...多一點點...但是也沒有多多少
238,F2:,…唉
239,F1:,…欸我五月底要去面試=耶
240,F2:,…五月底要去面試喔
241,F1:,..嗯…去..工研院
242,F2:,…工研院
243,F1:,…Yep
244,F2:,…ei..妳只有面試那一次嗎…還是
245,F1:,…好像沒有耶…那一次..只是去…過去…看一下而已
246,F2:,…喔喔喔
247,F1:,..應該還會有第二次
248,F2:,…嗯嗯嗯嗯
249,F1:,…欸我…而且那天…就是…有一天…廠商來嘛..就是妳…禮拜五沒有..X回來一次
250,F2:,..嗯[嗯]
251,F1:,[有]廠商來…然後就有講到..好像又是..接新的case ..[[就是]]
252,F2:,[[又接]]新的case
253,F1:,..有考[慮要接]
254,F2:,[那就是]..已經..要接[[第二個囉]]
255,F1:,[[老師瘋了]]
256,F2:,…然後現在…少了兩個人喔…@
257,F1:,…我覺得
258,F2:,…老師是打算在那[個]
259,F1:,[@]
260,F2:,..小碩一進來之前先把六個case 全部接完..@@[[@=]]
261,F1:,[[那個時候..他們就講說…hu-]]..會在ei..操死那個..兩個學弟..[然後那個]
262,F2:,[@@@=]
263,F1:,…那個..子毫就說..不是..是妳們會被操死…[就是妳們] ..因為學弟沒什麼用啊…對啊…所以是妳們…話說..應該不至於吧..應該會分發吧..就是…可能..沒有找到教授的..然後直接..分
264,F2:,[@@@]
265,F1:,..因為學弟沒什麼用啊…對啊…所以是妳們…話說..應該不至於吧..應該會分發吧.. 就是…可能..沒有找到教授的..然後直接..分…就是…像之前…愷那樣子
266,F2:,…[愷]
267,F1:,[因]為愷..愷說…如果他…說..如果沒有教授的話…他就打算讓系辦自己…分
268,F2:,..喔=
269,F1:,..有可能是這樣子
270,F2:,…可是那個傢伙
271,F1:,…嗯…可是如果自己分的話…會太操嗎…沒有抱著必死的決心進來
272,F2:,…沒有抱著必死的決心進來..妳也得被操啊..不然呢
273,F1:,…如果有他們有聽說有…有像哪個之前的學長…跑掉的..先例
274,F2:,..當然不會跟他們講有些跑掉的先例啊..我們要講說其實每個實驗室都是這麼地操…只是妳不..妳不待在那個實驗室..妳不知道狀況
275,F1:,..而且[[我們]]
276,F2:,[[就是]]只是操的方式不一樣而已…其實都很操…先斷了他們後[路再講]
277,F1:,[可是他們如果]說..欸..吳那一間很…[[很]]
278,F2:,[[那]]是傳說啊…妳怎麼知道..妳搞不好去了之後妳被嚇了出來..欸那個..他們也是要用…他們也是要報告nei…我們還沒有meeting…他們常常meeting[耶]
279,F1:,[@]…@
280,F2:,…妳要常常meeting
281,F1:,..[[@ 了解小學弟喔]]
282,F2:,[[還是要坐在這裡對]]啊..騙小[學弟]
283,F1:,[@@]
284,F2:,…那就講說…就是你們要z-不要人在福中不知福
285,F1:,…不知道妳下一屆會不會有女生
286,F2:,…I don’t know …反正有沒有女生對我來講..無差啊…有差的是他們那幾個…光棍
287,F1:,…應該沒什麼差吧…因為老師那時候…就是..一屆一屆一個女生..不就是因為..要配..上一個女生嗎
288,F2:,…可是..妳是第一屆
289,F1:,…誰知道
290,F2:,…@[@@]
291,F1:,[我懷疑]老師根本就是因為沒有收到推甄生..[[然後…就..很<L3 pai sei L3>]]
292,F2:,[[@]]
293,F1:,…而且再加上我那時候來找老師的時候..已經..是很後面了…所以[抱著]
294,F2:,[嗯嗯]
295,F1:,…啊..隨便..啊…居然上了
296,F2:,..@@[[@]]
297,F1:,[[然後]]再等一個禮拜[好了]
298,F2:,[@@]@
299,F1:,…然後就來找
300,F2:,..我也是很後來才來找老師…我很..我還是…那時候推甄完..然後有同學說..妳再不找指導老師..教授都沒了這樣子…然後我才來找…對
301,F1:,…就是報到之後..然後再過了…[一兩個]
302,F2:,[對對..到]了報[[到之]]後過了..我好像過了一個月吧
303,F1:,[[對啊]]
304,F1:,..嗯
305,F2:,…然後才來
306,F1:,…太誇張了吧…不是通常推甄生在放榜的時候就會去找嗎
307,F2:,..對啊對啊對啊..可是問題是..因為..我根本就不知道這邊的情況
308,F1:,..嗯
309,F2:,..然後..我又是一個很宅的人…所以說我根本就不知道啊…我根本就不認識
310,F1:,…嗯
311,F2:,…有人..是讀台大
312,F1:,..嗯
313,F2:,…或者是他們有認識的人是讀台大機械
314,F1:,…嗯
315,F2:,..然後還可以跟我講說妳要選哪一組的教授…根本就沒有這個管道…然後我也不知道我從[何查起]
316,F1:,[妳那時候]有去找吳嗎
317,F2:,…沒有耶…我完全沒有找過吳耶
318,F1:,..是[[因為]]
319,F2:,[[我只]]有找兩個..就是老師…可老師收了
320,F1:,…跟我一樣
321,F2:,..@@[@=]
322,F1:,[因為…在那邊找啊就看]那個…然後就想說…吳吳…沒興趣..沒興[[趣]]
323,F2:,[[對]]對對對對對對
324,F1:,..[對]
325,F2:,[我]完全…老師..這個老師..是兩=方面的..但是…會不會=…反而很操啊
326,F1:,..對..就是從網站看
327,F2:,..對
328,F1:,..然後就看一看..然後就s-就看到我們老師的…然後就…喔=網頁…喔..好不la-很不錯喔…然後就
329,F2:,…因為我是看老師的網頁..然後就想說嗯..這個圖看起來很熟悉啊…怎麼進來完全不是這麼回事
330,F1:,…妳被騙了
331,F2:,..對我被騙了
332,F1:,…應該[[是]]
333,F2:,[[我想]]說…回來..就是可能來…就是就畫畫CAD啊..然後開開心心地度過個兩年..然後我就畢業了..<L3 an nei ((這樣)) L3>
334,F1:,..沒啦
335,F2:,..喔=錯…那個CAD是…別人畫好..就算你自己要畫..也是臉色發青地[畫]
336,F1:,[沒]錯..而且妳現在才混半年
337,F2:,…啊=才半年..我怎麼覺得好像已經過了..好一半輩子啊@
338,F1:,..我只剩下=兩個多月吧…每天都要用手機倒數..而且…現在突然覺得說…發現..好像也沒那麼簡單…我想說不是只做一做就沒s-就算了嗎…我還=有一個最佳化耶…想想..算了啦..反正老師應該也會給我畢業吧
339,F2:,…可以的啦
340,F1:,…對呀=…所以我就覺得..其實應該是..還好的啦
341,F2:,…@@@=
342,F1:,..老師一定要讓我畢業..我也覺得好緊張…嚇死[[我了]]
343,F2:,[[會啦]]會讓妳畢業啦=對耶..我才過了半年而[<3已耶…奇怪..我3>]怎麼覺得好像過了半輩子了
344,F1:,[<3可是話說3>]
345,F2:,..妳才講了半年害我有點傻[[住..我想說奇怪..不是過了半輩子]]
346,F1:,[[@對我想說妳..妳現在還是小碩]]一喔
347,F2:,…對…我還碩一耶..我怎麼覺得好像…我已經快畢業的感覺了
348,F1:,…話說..我們學校的..博士班口試跟其他不一樣..我…男朋友那邊的口試
349,F2:,..嗯
350,F1:,..他們是..系上所有的老師
351,F2:,…嗯
352,F1:,..都在…就可能類似像那種…專題演講..然後你要上去…然後你是博士班你要上去英文報告..然後下面就是..要聽的人來聽..然後所有系上的老師都要到..可是蔡博好像不是耶
353,F2:,…妳是說他們的口試喔
354,F1:,…對
355,F2:,…wow
356,F1:,..口試是這樣…我們學校不是這樣…所以…蔡博那
357,F2:,…他好像也是跟s-是碩士一樣不是嗎..妳[請幾個人來..然後簽名過了]
358,F1:,[對..就是=六個…對..六個]
359,F2:,..就可以過了
360,F1:,…嗯…可是好像…感覺不一樣..那時候我以為..會跟我男朋友一樣…因為我男朋友他就是..這樣子…然後就用英文
361,F2:,…喔=
362,F1:,…他為此去準備了很好吃的一個…一百塊的…那個
363,F2:,..蛋糕喔
364,F1:,…芒果塔
365,F2:,…喔=一人發一個喔
366,F1:,…沒有..就放在那裡…就擺好..一桌..然後就芒果塔..所有的..那個蛋糕什麼的..然後就那裡擺一桌…然後就發現…很多老師在那邊吃..[[而且他有準備餐巾紙]]
367,F2:,[[然後根本就沒聽他講話]]
368,F1:,..對
369,F2:,..@[@@]
370,F1:,[然後]報告完…然後很多老師就說..欸..這可以拿走嗎..他說可以可以…因為他有用盒子
371,F2:,..哇一定會提
372,F1:,..然後有..有…有那個…老師他就]]是一次就拿..五個…走耶
373,F2:,…他是想說…當作我問你五個問題吧
374,F1:,..可能吧..就[拿走了]
375,F2:,[如果可以]這樣的話..我到時候一定會準備一桌..麻煩你
376,F1:,..@@
377,F2:,..wo-要問一題就拿一個..@@[[@@@]]
378,F1:,[[博士去年口試的]]時候..他們就說
379,F2:,…嗯…@[@@]
380,F1:,[去年]口試有一個弊病
381,F2:,..嗯哼
382,F1:,..妳知道什麼弊病嗎
383,F2:,..不知道
384,F1:,…他們有…有買水果擺在面前
385,F2:,..@@@
386,F1:,…可是…沒有打開喔
387,F2:,..沒有打開
388,F1:,..所以沒有老師..因為它打開會有那種喀拉的..就[是=]
389,F2:,[老師]也受不了..[[沒有老師想打開啊]]
390,F1:,[[沒有老師想吃]]…然後就專心聽他..的問問題..可是我決定了
391,F2:,…今年一定要直接[幫他打開]
392,F1:,[一定要打開]..然後叉把它叉好…然後就可以[[邊吃這樣]]
393,F2:,[[麻煩吃]]這樣
394,F1:,..m=
395,F2:,..而且[呢..以後]..你要挑那種很好進去..很也..但是問題要出來…有點困難的
396,F1:,[XXXXX]
397,F2:,…譬如說要吐籽之類的…這樣會不會導致他們不吃啊
398,F1:,..有可能
399,F2:,..所以所以也不能弄太困難的
400,F1:,..話說我們上次…不是..辦那個…專家座談
401,F2:,..嗯哼
402,F1:,..我發現…老師他們都不吃..某一種水果
403,F2:,..啊..對對對對對對[[對]]
404,F1:,[[是]]番茄嗎
405,F2:,…好像是番茄…聽說番茄很難叉啊
406,F1:,…可是…他們可以用手拿
407,F2:,…他們不要用手拿…他們大概就是就是覺得手髒..不想用手拿
408,F1:,..所以他們都沒有叉番茄..對他們不易
409,F2:,所以…所以不能準備番茄
410,F1:,..不能[準備番茄]
411,F2:,[要準備蓮霧]
412,F1:,…<L3蓮[霧] L3>
413,F2:,[蓮霧啦]
414,F1:,..[[西瓜啦]]
415,F2:,[[然後]]再來要不然就是…鳳梨
416,F1:,…鳳梨太酸了…啊是我自己不愛吃啦
417,F2:,…可是西瓜..如果不冰的話味道也很詭異啊
418,F1:,..嗯
419,F2:,…欸
420,F1:,…呃
421,F2:,…嗯…突然突然關燈了有點嚇
422,F1:,..那感應的關掉
423,F2,…喔
424,F1:,…所以我可能就是…要準備一下那個
425,F2:,…水果是吧
426,F1:,…要把它打開
427,F2:,…要把它打開@..而且要[很好叉]
428,F1:,[@@]…對
429,F2:,..記得量要多一點
430,F1:,..XXX
431,F2:,..不要在妳..不要在妳報完之前就沒了
432,F1:,…嗯哼
433,F2:,…重點是[[開始報]]
434,F1:,[[對..而且]]
435,F2:,..之後
436,F1:,..那時候真的是這樣子耶..就所有的…就是…他們報告完之後..教授…就是..好像有四個教授吧…包括我們老師…一二三…四嗎..四..四個吧
437,F2:,…包括我們老師
438,F1:,…應該..是吧..四
439,F2:,…嗯
440,F1:,..然後..就發現…除了老師的..有打開一些…然後另外一個教授有打開一些..另外兩個教授完全沒有打開..就直接放在那裡
441,F2:,…很=很拘束
442,F1:,..對..然[後]
443,F2:,[很害羞]
444,F1:,..就..就沒有…就就開始電…<L3 jia kjong pou ((真恐怖)) L3>
445,F2:,..死定了
446,F1:,…而且話說..那個時候…妳應該是我的記錄吧…是要紀錄…就是一桌除了…除了那個…口試委員之外…報告的..還有一個紀錄…就是妳紀錄說…口委講了什麼
447,F2:,…喔=
448,F1:,..然後把它修改..給我…然後要把它列印…成…就是…反正就是要做一個紀錄..然後..而且…之後…系辦..會說..妳有沒有補上去
449,F2:,…喔
