"","TurnSeq","Speaker","Utterance","IUSeq"
"53",34,"F:"," [@@@=]",53
"54",34,"F:"," (...) 沒有 塞車 嗎",54
"55",35,"M:"," (.) [2沒有 什麼 塞車2]",55
"56",36,"F:"," [2才 四點 十分2]",56
"57",37,"M:"," (.) 可是",57
"58",37,"M:"," (.) 可是 我 到 台北 的 [時候 就 已經]",58
"59",38,"F:"," [五點]",59
"60",39,"M:"," (.) 就是 我 <L3 Line L3> 妳們 的 時間 啊",60
"61",40,"F:"," (.) 五點",61
"62",41,"M:"," (.) 五點 [多]",62
"63",42,"F:"," [半]",63
"64",43,"M:"," (.) 五點",64
"65",44,"F:"," (.) 然後 你 再 回 家 喔",65
"66",45,"M:"," (.) 五點 半",66
"67",45,"M:"," (.) 然後 五點 [四十 到 我 就 趕快] 坐 捷運 回 家",67
"68",46,"F:"," [喔",68
"69",46,"F:"," (.) ####]",69
"70",47,"M:"," (.) 然後 再 換 衣服",70
"71",48,"F:"," (...) 那 你 穿 那 個 捷運",71
"72",48,"F:"," (.) 坐",72
"73",48,"F:"," (.) 穿 那 個 坐 捷運 有 沒有 很多 人 會 瞄 你",73
"74",49,"M:"," (.) 可是 我 不是 穿 完整 的",74
"75",49,"M:"," (.) 我 是 [穿",75
"76",49,"M:"," (.) 我 制服] 只有 穿 褲子 跟 襯衫",76
"77",50,"F:"," [你 是 穿 外套]",77
"78",51,"M:"," (.) 然後 我 [2外面 加 一 個 外套2]",78
"79",52,"F:"," [2襯衫 是2]",79
"80",52,"F:"," (.) 喔",80
"81",53,"M:"," (.) 藍色 那 件",81
"82",54,"F:"," (...) 記得 我 有 一次 坐 捷運 就是 看到 有 人 穿 整套",82
"83",54,"F:"," (.) [就 一 開始] 只有 看到 黑色 的",83
"84",55,"M:"," [是 可以]",84
"85",56,"F:"," (.) 然後 後來 有 發現",85
"86",56,"F:"," (.) 唔 好 藍 喔",86
"87",57,"M:"," (.) 對",87
"88",58,"F:"," (.) 然後 一直 看 他 的 制服",88
"89",59,"M:"," (.) 對 啊",89
"90",59,"M:"," (.) 是 可以 穿 整套 啦",90
"91",59,"M:"," (...) 只是 我",91
"92",59,"M:"," (.) 我 比較 不 會 穿 整套 欸",92
"93",59,"M:"," (.) 因為 我 [覺得]",93
"94",60,"F:"," [為什麼]",94
"95",60,"F:"," (.) 他 不 會 要求 你們 穿 整套 喔",95
"96",61,"M:"," (...) 其實 基本上",96
"97",61,"M:"," (...) 我們 公司 沒有 規定 你 不 能 穿著 制服 在 外面 走",97
"98",62,"F:"," (...) 喔",98
"99",62,"F:"," (.) 不 能 [規定",99
"100",62,"F:"," (.) 欸]",100
"101",63,"M:"," [有些 公司] 規定 你 不 能 穿 制服 [2在 外面 走",101
"102",63,"M:"," (.) 像 我 記得 我 哥2] 他們 長榮 就是",102
"103",64,"F:"," [2喔 喔2]",103
"104",65,"M:"," (.) 他們 長榮 就是",104
"105",65,"M:"," (.) 不准 你 穿 制服 在 路上",105
"106",66,"F:"," (.) 是 喔",106
"107",67,"M:"," (...) 就是 你 可能 [下 工]",107
"108",68,"F:"," [一定 要 ##]",108
"109",69,"M:"," (.) 你 可能 就是",109
"110",69,"M:"," (.) 不准 你 穿",110
"111",69,"M:"," (.) 不准 你 穿 制服 在",111
"112",69,"M:"," (...) 比如 說",112
"113",69,"M:"," (...) 去",113
"114",69,"M:"," (.) 跟 朋友 吃 飯 哪",114
"115",69,"M:"," (.) [2搭 大眾 運輸 工具2] 啊 什麼 之類",115
"116",70,"F:"," [2喔",116
"117",70,"F:"," (...) 2] 大眾 運輸 也 不行",117
"118",71,"M:"," (.) [就 不行]",118
"119",72,"F:"," [那 就是] 一定 要 去 換 啊",119
"120",73,"M:"," (.) 嗯",120
"121",74,"F:"," (.) 怎麼 跟 女",121
"122",74,"F:"," (.) 女校 高中生 很 [2像2]",122
"123",75,"M:"," [2他們2]",123
"124",75,"M:"," (.) 所以",124
"125",75,"M:"," (.) 他們 通常 都 是",125
"126",75,"M:"," (.) 比如 說",126
"127",75,"M:"," (...) 他們 住 南崁 那邊 啊",127
"128",75,"M:"," (.) 像 [我們 同事 也 是]",128
"129",76,"F:"," [mh m=]",129
"130",77,"M:"," (.) 住 南崁 的 人 可能 就是 他們 會",130
"131",78,"F:"," (.) 住 比較 近",131
"132",79,"M:"," (.) 稍微 就是",132
"133",79,"M:"," (...) 可能 把 外套 脫掉",133
"134",79,"M:"," (.) [或 把 外面] 那 件 脫掉",134
"135",80,"F:"," [嗯]",135
"136",81,"M:"," (.) 然後 [2穿 個 外套 蓋著2] 就 回家",136
"137",82,"F:"," [2喔=2]",137
"138",82,"F:"," (...) 所以 這樣 是 可以 的",138
"139",83,"M:"," (.) 可是 我們",139
"140",83,"M:"," (.) 可是 我們 公司 不 喜歡 女生",140
"141",83,"M:"," (.) 因為 女生 不 都 是 裡面 有 洋裝 嗎",141
"142",83,"M:"," (.) 然後 有些 女生 她 可能 就是",142
"143",83,"M:"," (.) 就是 那 套 無敵 鐵金剛 的 洋裝",143
"144",84,"F:"," (...) 現在 那 一 套",144
"145",85,"M:"," (.) 對 對 對",145
"146",85,"M:"," (.) 之前 那 個 也 是",146
"147",85,"M:"," (.) 之前 我們 不是 有 兩 個 顏色 嗎",147
"148",86,"F:"," (.) 我 不 記得",148
"149",86,"F:"," (.) 我 知道 淡 紫 色 的",149
"150",87,"M:"," (.) 淡 紫 色 跟 一 個",150
"151",87,"M:"," (.) 山紅梅 的 顏色",151
"152",87,"M:"," (.) 梅花 的 顏色",152
"153",88,"F:"," (...) 有點 難 想像",153
"154",88,"F:"," (.) m=",154
"155",89,"M:"," (.) [然 後]",155
"156",90,"F:"," [綠 色",156
"157",90,"F:"," (.) 粉紅 色]",157
"158",91,"M:"," (.) 對 對 對",158
"159",91,"M:"," (.) 然後 之前 很多 同仁 他們 出",159
"160",91,"M:"," (.) 比方 說 他們 上班 就 會 外面 加 一 個 外套",160
"161",91,"M:"," (.) [2然後2] 裡面 穿 洋裝",161
"162",92,"F:"," [2m=2]",162
"163",92,"F:"," (...) 嗯",163
"164",93,"M:"," (.) 然後 下面 穿 球鞋",164
"165",94,"F:"," (.) [喔=]",165
"166",95,"M:"," [這樣 穿 被 經理] 看到 的 話",166
"167",95,"M:"," (.) 就 會 被 罵",167
"168",95,"M:"," (.) 因為 經理 就 會 不 爽",168
"169",96,"F:"," (.) 不 好看",169
"170",97,"M:"," (.) m= 他 覺得 這樣 不 好看",170
"171",97,"M:"," (.) 可是 誰",171
"172",97,"M:"," (.) [可是]",172
"173",98,"F:"," [好 嚴格 喔]",173
"174",98,"F:"," (.) 可是 誰",174
"175",98,"F:"," (.) 是 因為 你們 那 個 顏色 太 特別",175
"176",98,"F:"," (.) 所以 他 一 看 就 知道 你 是 穿 那 個 配 球 鞋",176
"177",98,"F:"," (.) 不然 可以 說 [2我 就是 有 紫 色 的 洋裝 啊2]",177
"178",99,"M:"," [2對 啊2]",178
"179",99,"M:"," (.) 不然 的 話 公司 之前",179
"180",99,"M:"," (.) 我 同事 他們 就是 有 經理 就是 要求 他們 說",180
"181",100,"F:"," (.) m=",181
"182",101,"M:"," (...). 你 要 穿",182
"183",101,"M:"," (.) 你 要 這樣 穿 可以 啊",183
"184",102,"F:"," (.) m=",184
"185",103,"M:"," (.) 可是",185
"186",103,"M:"," (.) 你 鞋子 至少 是",186
"187",103,"M:"," (.) 因為 公司 的 鞋 是 黑 鞋",187
"188",104,"F:"," (.) m=",188
"189",105,"M:"," (.) 之前 我們 是 黑 鞋",189
"190",106,"F:"," (.) m=",190
"191",107,"M:"," (.) 他 就是 說 你 鞋子 要 穿 深 色",191
"192",108,"F:"," (.) 那 這次 就是 不是 藍 色 的 鞋 嗎",192
"193",109,"M:"," (.) 就是",193
"194",110,"F:"," (.) 太 難 了",194
"195",111,"M:"," (.) 很 奇怪 的 顏色 的 鞋子 啊",195
"196",111,"M:"," (.) 女生 是 那 個",196
"197",111,"M:"," (...) 那種",197
"198",111,"M:"," (...) 灰 綠 灰 綠 的 顏色",198
"199",112,"F:"," (.) 現在 嗎",199
"200",113,"M:"," (.) 對 啊",200
"201",114,"F:"," (.) 現在 不是 藍 色 的 嗎",201
"202",115,"M:"," (.) 藍 色 是 男生 的",202
"203",115,"M:"," (.) [他們 只有]",203
"204",116,"F:"," [喔 是 喔]",204
"205",117,"M:"," (.) 他們 只有 這樣 腳上 這 一 塊 是 藍 的",205
"206",118,"F:"," (.) 喔 喔 喔 [2那 我 之前 看 過2]",206
"207",119,"M:"," [2然後 那 個 瑪莉珍2] 的 [這 條 是 藍 的]",207
"208",120,"F:"," [我 之前 看到 新聞 就是] 下雨 ### 這 條 是 藍 色 的 @ [@=]",208
"209",121,"M:"," [對 對] 對 對",209
"210",121,"M:"," (.) 而且 那 條 還會 還會 <L3 lak L3>",210
"211",121,"M:"," (.) 還會 脫色",211
"212",121,"M:"," (...) [2就是2]",212
"213",122,"F:"," [2是",213
"214",122,"F:"," (.) 是",214
"215",122,"F:"," (.) 2] 廠商 太 爛",215
"216",123,"M:"," (.) 阿瘦 皮鞋 啊",216
"217",124,"F:"," (.) ha 啊 啊 啊",217
"218",125,"M:"," (.) 真的 是",218
"219",125,"M:"," (.) 真的 是 很 令 人 傻眼",219
"220",126,"F:"," (.) 傻眼 欸 @@",220
"221",127,"M:"," (.) 而且 [而且 他 之前] 找 很多 人 試穿 啊",221
"222",128,"F:"," [@@=]",222
"223",129,"M:"," (.) 然後 試穿 完 以後 大家 就 針對 某些 點 然後 [2去 做",223
"224",129,"M:"," (.) 去 做2]",224
"225",129,"M:"," (.) 反應",225
"226",130,"F:"," [2喔 喔 喔 喔2]",226
"227",131,"M:"," (.) 事 後 啊 [一樣 是]",227
"228",132,"F:"," [嗯]",228
"229",133,"M:"," (.) 一樣 那樣 的 鞋子",229
"230",133,"M:"," [.. 沒有 改變 哪]",230
"231",134,"F:"," [@@@]",231
"232",134,"F:"," (.) 石沉 大海 [2我 覺得2]",232
"233",135,"M:"," [2而且",233
"234",135,"M:"," (.) 2] 而且 像 我們 登機 門 的 女生 啊",234
"235",136,"F:"," (.) m=",235
"236",137,"M:"," (.) 我們 不是",236
"237",137,"M:"," (.) 我們 公司 有分 很 多 組 嘛",237
"238",138,"F:"," (.) [m=]",238
"239",139,"M:"," [像 我] 是 行李 組",239
"240",140,"F:"," (.) m[2mh m=2]",240
"241",141,"M:"," [2我們2] 那 登機 門 組 的 人",241
"242",141,"M:"," (.) 他 可能",242
"243",142,"F:"," (.) m=",243
"244",143,"M:"," (.) 就是 現在 那 個 <L3 duty L3> 在",244
"245",143,"M:"," (...) 比如 說 在",245
"246",143,"M:"," (.) <L3 A5 L3> 登機 門",246
"247",144,"F:"," (.) m[hm=]",247
"248",145,"M:"," [他 下] 一 個 <L3 duty L3> [2可能 要 跑 到2] 另 一邊 的 登機 門",248
"249",146,"F:"," [2很 遠2]",249
"250",147,"M:"," (.) 他 一直 這樣 走來 走去 走來 走去 欸",250
"251",147,"M:"," (.) 然後 你 給 她 穿 那種 平底 鞋",251
"252",148,"F:"," (.) [m=]",252
"253",149,"M:"," [我們] 就是 有 發 一 雙 工作 平底 鞋 跟",253
"254",149,"M:"," (...) 高跟 鞋",254
"255",149,"M:"," (.) 高跟 鞋 是 中間 有 那 個 繫帶",255
"256",149,"M:"," (.) 然後 [2####2]",256
"257",150,"F:"," [2m=2]",257
"258",151,"M:"," (.) 然後 [平底 鞋]",258
"259",152,"F:"," [平底 鞋] 不 好 走 嗎",259
"260",153,"M:"," (.) 就是 不 好 走 啊",260
"261",153,"M:"," (.) 它",261
"262",153,"M:"," (.) [2它 的 跟 是 硬 的2]",262
"263",154,"F:"," [2平底 鞋 可以",263
"264",154,"F:"," (.) 做得2] 不 好走 嗎 @@",264
"265",155,"M:"," (.) 它 的 跟 是 硬 的",265
"266",155,"M:"," (.) 就是 它 硬是 要 後面 做 一 個 小 [矮 跟]",266
"267",156,"F:"," [啊 好 好笑 喔]",267
"268",157,"M:"," (...) 因為 大家 很 常 走",268
"269",157,"M:"," (.) 所以 在 登機 門 組 的 女生 她們 就 會 去 買",269
"270",158,"F:"," (.) m=",270
"271",159,"M:"," (...) 我 不 知道 女生 有 一 個 鞋子 的 牌子 叫 什麼 <L3 Easy Spirit L3> 是 不是",271
"272",160,"F:"," (.) 那 可以 買 顏色 相近",272
"273",160,"F:"," (...) 款式 相近 的 自己 的 鞋子 嗎",273
"274",160,"F:"," (...) [2會 被 罵 嗎2]",274
"275",161,"M:"," [2所以 之前2] 很多 人 買",275
"276",161,"M:"," (.) 就是 很多 人 穿 的 是 黑 色 的 鞋子",276
"277",161,"M:"," (.) [他們 都 是 自己 換成] 黑 色 的",277
"278",162,"F:"," [喔 黑 色 就 很 好",278
"279",162,"F:"," (.) 很 好買]",279
"280",162,"F:"," (.) 自己 買",280
"281",163,"M:"," (.) m= 黑 色 那種",281
"282",163,"M:"," (.) 像 那種 像 我 剛剛 講 的 牌子",282
"283",163,"M:"," (.) 它 在 <L3 SOGO L3> 就是 那種 一 樓 女生 賣 [2鞋子 的 地方2]",283
"284",164,"F:"," [2m=2]",284
"285",165,"M:"," (.) 就是 有 櫃",285
"286",165,"M:"," (.) 然後",286
"287",165,"M:"," (.) 它 那",287
"288",165,"M:"," (.) 它 有 賣 那種 工作 鞋",288
"289",165,"M:"," (.) [就是 皮 很 軟 的 那 一種]",289
"290",166,"F:"," [mh m=",290
"291",166,"F:"," (.) 喔 喔 喔]",291
"292",167,"M:"," (.) [2之前 公司2]",292
"293",168,"F:"," [2你 說 櫃姐2] 都 會 穿 的 那種",293
"294",169,"M:"," (.) 對 對 對",294
"295",169,"M:"," (.) 之前 我們 公司",295
"296",169,"M:"," (...) 不 准",296
"297",169,"M:"," (...) 就是",297
"298",169,"M:"," (.) 也 不是 不 准 啦",298
"299",169,"M:"," (.) 之前 我們 公司 就是",299
"300",169,"M:"," (...) [讓]",300
"301",170,"F:"," [ha=] 鞋子 穿 不 好 的 很 痛苦",301
"302",171,"M:"," (.) 對 啊",302
"303",171,"M:"," (.) 之前 我們 公司 是 說= 女生 如果 你 那 雙 鞋 真的 穿 不 合腳",303
"304",172,"F:"," (.) m=",304
"305",173,"M:"," (.) 的 話",305
"306",173,"M:"," (.) 你 可以 去 換",306
"307",173,"M:"," (.) 你 自己 原本 的 鞋子",307
"308",173,"M:"," (.) 但 就 [是 黑 色]",308
"309",174,"F:"," [喔]",309
"310",175,"M:"," (.) 可是 我們 公司 聽說 現在 要 出 一 個 新 [2一 代 的2]",310
"311",176,"F:"," [2那 現在 怎2]麼辦",311
"312",176,"F:"," (...) 現在 那 顏色 太 難 找 了 吧",312
"313",177,"M:"," (.) 就 不 可能 你 要嘛 就 穿 公司 發 的 鞋子",313
"314",177,"M:"," (.) 不然 你 就是 穿",314
"315",177,"M:"," (.) 黑鞋 啊",315
"316",178,"F:"," (.) 喔= 所以 現在 還是 可以 穿 黑 鞋",316
"317",179,"M:"," (.) 嗯",317
"318",179,"M:"," (.) 可是 好像",318
"319",179,"M:"," (...) 我們 公司 今年 呢",319
"320",179,"M:"," (.) 好像 會 換",320
"321",179,"M:"," (.) 換",321
"322",179,"M:"," (.) 換 服",322
"323",179,"M:"," (.) 一 雙 鞋",323
"324",180,"F:"," (.) m=",324
"325",181,"M:"," (.) 他 換了 就 不准 我們",325
"326",182,"F:"," (...) 再",326
"327",182,"F:"," (...) 挑",327
"328",183,"M:"," (.) 再 挑",328
"329",184,"F:"," (.) 三揀四 @@",329
"330",185,"M:"," (.) 沒錯",330
"331",186,"F:"," (.) [好 嚴格 喔]",331
"332",187,"M:"," [喔 我 要 跟 妳 講 我 今天 發生 一 件 事]",332
"333",188,"F:"," (...) 好",333
"334",189,"M:"," (.) 是 [2因為2]",334
"335",190,"F:"," [2六點 嗎2]",335
"336",190,"F:"," (.) 六點 到 兩點",336
"337",191,"M:"," (...) 你 說 六點 到 兩點",337
"338",192,"F:"," (.) 我 說 你 今天 不是 上 六點 到 兩點",338
"339",193,"M:"," (.) 對",339
"340",193,"M:"," (.) 我 跟 妳 說",340
"341",193,"M:"," (.) [今天 哪]",341
"342",194,"F:"," [@@]",342
"343",195,"M:"," (.) 就是=",343
"344",195,"M:"," (...) 反正 通常 我們",344
"345",195,"M:"," (.) 像 我們 行李 組 工作 就是",345
"346",195,"M:"," (.) 如果 說 你",346
"347",195,"M:"," (...) TSK 就是 要 當場 處理 旅客 的 行李 以外",347
"348",196,"F:"," [2m=2]",348
"349",197,"M:"," [2我們2] 還 有 工作 是 旅客",349
"350",197,"M:"," (.) 你 知道 有些 人 不是 會 在 飛機 上 掉 東西 嗎",350
"351",198,"F:"," (.) 你 說 忘 在 那 個 上面 嗎",351
"352",199,"M:"," (.) [對 啊",352
"353",199,"M:"," (.) 他 忘 在]",353
"354",200,"F:"," [喔 喔]",354
"355",201,"M:"," (.) 你 知道 現在 超多 人 會 忘 了 他 的 手機 或者 他 的 <L3 [2iPad2] L3>",355
"356",202,"F:"," [2喔 對 吼2]",356
"357",203,"M:"," (.) 然後 就 放在 那 個 座位 前面 的 口袋",357
"358",204,"F:"," (.) mh m=",358
"359",205,"M:"," (.) 可是 因為 座位 前面 的 口袋 有 時候",359
"360",205,"M:"," (...) 比如 說",360
"361",205,"M:"," (...) 因為 我們 通常 是 一 個 班機 進來",361
"362",206,"F:"," (.) [m=]",362
"363",207,"M:"," [它 可能] 就 有 下 一 個 班機 [2然後 再 出去2]",363
"364",208,"F:"," [2對 對 對 對2]",364
"365",209,"M:"," (.) 所以 你 打掃 時間 [要 可能] 你 要 在 半 小時 之內",365
"366",210,"F:"," [啊]",366
"367",211,"M:"," (.) 要 把 整個 飛機 打掃 乾淨",367
"368",212,"F:"," (.) m=",368
"369",212,"F:"," (.) 然後 就 飛走 了 這樣",369
"370",213,"M:"," (.) 它 有 可能 就是",370
"371",213,"M:"," (.) 不太",371
"372",213,"M:"," (.) 不 一定 會 找到 那 個 口袋",372
"373",213,"M:"," (.) [2有 沒有 撿到 東西2]",373
"374",214,"F:"," [2喔 喔 喔 喔2]",374
"375",214,"F:"," (.) 嗯",375
"376",215,"M:"," (.) 然後 通常",376
"377",215,"M:"," (.) 因為",377
"378",215,"M:"," (.) TSK",378
"379",215,"M:"," (...) 反正 就是 我們 公司",379
"380",215,"M:"," (...) 我們 公司 的 飛機 呀",380
"381",215,"M:"," (...) 那 個 機艙 清艙",381
"382",215,"M:"," (.) 那 個 叫 清掃 機艙 單位 就 [是",382
"383",215,"M:"," (.) 清掃 飛機 的 單位]",383
"384",216,"F:"," [m=",384
"385",216,"F:"," (.) mh m=]",385
"386",217,"M:"," (.) 他 通常 就是",386
"387",217,"M:"," (...) TSK",387
"388",217,"M:"," (...) [2其實 他們 都2]",388
"389",218,"F:"," [2隨便2]",389
"390",219,"M:"," (.) 他們",390
"391",219,"M:"," (.) 也 不是 隨便",391
"392",219,"M:"," (.) 他們 就是 時間 比較 短",392
"393",220,"F:"," (.) m=",393
"394",221,"M:"," (.) 所以 他們 每次 打掃 就 不 知道",394
"395",221,"M:"," (.) 沒有 那麼 確實",395
"396",222,"F:"," (.) m=",396
"397",223,"M:"," (.) 我 覺得 啦",397
"398",223,"M:"," (.) 反正 就是 很 常 有人 掉 東西 在 飛機 上",398
"399",224,"F:"," (.) m=",399
"400",225,"M:"," (.) 然後 基本上 清艙 單位 大 部分 都 會 撿 回來",400
"401",226,"F:"," (.) m=",401
"402",227,"M:"," (.) 都 會",402
"403",227,"M:"," (.) 百分之 八十 都 會 撿 到",403
"404",227,"M:"," (.) 然[後 交] 給 我們",404
"405",228,"F:"," [m=]",405
"406",229,"M:"," (.) 然後",406
"407",229,"M:"," (.) 我們 會 交給 我們 登機 門組 的 同仁",407
"408",229,"M:"," (.) 我們 登機 組 才 會",408
"409",229,"M:"," (.) 再",409
"410",229,"M:"," (.) 才 會 把 它 交 給 行李 組 的",410
"411",230,"F:"," (.) m=",411
"412",231,"M:"," (.) 然後 我們 都 會 做 登記",412
"413",232,"F:"," (.) m=",413
"414",233,"M:"," (.) 然後 今天 的 <L3 case L3> 就是 呢",414
"415",233,"M:"," (.) 前天 有 一 個",415
"416",233,"M:"," (.) 女的",416
"417",234,"F:"," (.) m=",417
"418",235,"M:"," (.) 他 從 1714 是 什麼",418
"419",235,"M:"," (.) 富山",419
"420",236,"F:"," (...) m=",420
"421",237,"M:"," (.) 他 從 那 個[ <L4 と やま ( (富山) ) L4> ] 回來",421
"422",238,"F:"," [###]",422
"423",238,"F:"," (...) ###",423
"424",239,"M:"," (.) [2 <L4 と やま ( (富山) ) L4> 2]",424
"425",240,"F:"," [2喔 喔 喔 喔2]",425
"426",241,"M:"," (.) 他 就 可能 在 機場 買 了 薯條三兄弟",426
"427",241,"M:"," (.) 你 知道",427
"428",242,"F:"," (.) mh m=",428
"429",243,"M:"," (.) 你 上次 去",429
"430",243,"M:"," (.) 你 上次 去 福岡 回來 你 有 發現 台灣 人 真的 在 機場",430
"431",244,"F:"," (.) @",431
"432",245,"M:"," (...) 就是 每 個 人 都 要 買個 三 包 以上 [才 上 飛機]",432
"433",246,"F:"," [有 啊 有 啊] 有 啊",433
"434",247,"M:"," (.) 超 誇張 [2的 欸2]",434
"435",248,"F:"," [2聽說 後來2] 都 被 掃空 啦",435
"436",248,"F:"," (.) 薯條三兄弟",436
"437",249,"M:"," (.) 我 每 次 去 日本 [回 來]",437
"438",250,"F:"," [在 台灣] 也 買得 到 啊",438
"439",251,"M:"," (.) 對 啊",439
"440",251,"M:"," (.) 可是",440
"441",251,"M:"," (.) 可是 台灣",441
"442",251,"M:"," (.) 台灣 貴 很多",442
"443",252,"F:"," (...) 有 嗎",443
"444",253,"M:"," (...) [2我 記得 貴2]",444
"445",254,"F:"," [2###2]",445
"446",254,"F:"," (.) 聽說 沒有 很多",446
"447",255,"M:"," (.) 沒有 貴 很多 是 不是",447
"448",256,"F:"," (.) [2對 啊2]",448
"449",257,"M:"," [2因為 那 個2] <L3 royce L3> 的",449
"450",257,"M:"," (.) 巧克力 就 貴 很多 啊",450
"451",258,"F:"," (.) 當然 啊 那 個",451
"452",258,"F:"," (.) ## [生 巧克力 啊]",452
"453",259,"M:"," [喔 所以 那 個]",453
"454",259,"M:"," (...) <L3 level L3> 不 一樣",454
"455",260,"F:"," (.) () 不 一樣 不 一樣",455
"456",261,"M:"," (.) <L3 OK L3> 反正 就是=",456
"457",262,"F:"," (.) 他 只有 薯條三兄弟 放飛 機上 嗎",457
"458",263,"M:"," (.) [2對2]",458
"459",264,"F:"," [2怎麼 會2] 那 不是 很 大 一 盒 嗎",459
"460",265,"M:"," (.) 他 忘 了 兩 盒 在 [飛機 上]",460
"461",266,"F:"," [@@@=]",461
"462",267,"M:"," (.) 然後 我 就 想 說 這 個 這麼 大 的 東西",462
"463",267,"M:"," (.) 你 也 可以 忘 在 [飛機 上]",463
"464",268,"F:"," [對 啊]",464
"465",269,"M:"," (.) 我 跟 你 說 台灣 人 真的 是",465
"466",269,"M:"," (.) 還 有 人 會 把 手提 行李 放 在 飛機 上",466
"467",270,"F:"," (.) @@=",467
"468",271,"M:"," (.) 你 不 覺得 你 揹 了 一 個 包包",468
"469",271,"M:"," (.) [揹 上去]",469
"470",272,"F:"," [@@]",470
"471",273,"M:"," (.) 然後 你 一 下 飛機 [的 時候]",471
"472",274,"F:"," [會 啊]",472
"473",275,"M:"," (.) 你 就 這樣",473
"474",276,"F:"," (.) 火車 上 也 會 呀",474
"475",276,"F:"," (.) 火車 上 也 會 呀",475
"476",277,"M:"," (.) 也 是 啦=",476
"477",278,"F:"," (.) 是",477
"478",279,"M:"," (...) 反正 他 就是 忘記 了",478
"479",279,"M:"," (.) 然後",479
"480",280,"F:"," (.) 然後 她 硬要 她 的 薯條三兄弟",480
"481",281,"M:"," (.) 她 就",481
"482",281,"M:"," (.) 跑 來 找 我們 說 她 東西 忘 在 飛機 上",482
"483",281,"M:"," (.) 但 因為 我們 的 櫃台 不是 還 沒有 出 海關 嗎",483
"484",281,"M:"," (.) 所以 我們 都 會 先 幫 她 用",484
"485",282,"F:"," (.) 喔 對 對 對",485
"486",283,"M:"," (.) 對講機 或是 打電話 到 登機 門 去 問 說 有 沒有 撿到",486
"487",284,"F:"," (.) ### 行李 已經 出 啦",487
"488",284,"F:"," (...) 喔 你 說 出 那 個 門",488
"489",285,"M:"," (.) 嗯",489
"490",285,"M:"," (.) 出 那 個",490
"491",285,"M:"," (.) 海關 的 門",491
"492",286,"F:"," (.) 喔",492
"493",287,"M:"," (...) 還沒 嘛",493
"494",288,"F:"," (.) 對",494
"495",289,"M:"," (.) 那",495
