Turn,Speaker,Utterance
246,F:, .. 就 跟 你 現在 的 這 一身 打扮 很 像 啊
246,F:, ... 就 頭髮 長長
246,F:, .. 皮膚 黑黑 的
247,M:, .. 我 哪 有 皮膚 黑黑 的 啊 @
248,F:, ... @@ 你 沒有 嗎
249,M:, ... 拜託
249,M:, .. 那 妳 沒有 看過 皮膚 黑黑 的 好不好
249,M:, .. 我 們
249,M:, .. 那 個 隔壁 實驗室 那 個 衣索比亞人
249,M:, .. 超 黑
250,F:, .. 衣索比亞人 [@=]
251,M:, [@=]
252,F:, .. 你 要 跟 衣索比亞人 比 [[幹 嘛 @=]]
253,M:, [[@]] 他 今天 來
253,M:, .. 他 就
253,M:, .. [ei]
254,F:, [他] 是 衣索比亞人 ei
254,F:, .. 他 是 黑人 ei
254,F:, .. [[你 是]] 黃種人 ei
255,M:, [[然後 重]]
256,M:, .. 就
256,M:, .. 就是 他 在 說
256,M:, .. 他 自我
256,M:, .. 他 在 自我 介紹 說
256,M:, .. 他 是 衣索比亞人 的 時候 我們 同學 在 底下 問 說
256,M:, .. 所以 他 會
256,M:, .. 他 平常 常常 肚子 餓 嗎
256,M:, .. [@=]
257,F:, [@=]
257,F:, .. @@@
258,M:, .. 喔 最 靠
258,M:, .. 我 覺得 那 個
258,M:, ... 新來 的 那 個 泰國人
258,M:, .. 真的
258,M:, ... TSK
259,F:, .. 怎樣
260,M:, .. 不 知道 說  麼
260,M:, .. 就 他
260,M:, .. 第一 天 來 啊
260,M:, ... 然後
260,M:, ... 那 個 什麼
260,M:, .. 學姐 就 叫 我
260,M:, .. 就是
260,M:, .. 學姐 本來 在 跟 他 介紹 實驗室
261,F:, .. um
262,M:, ... 然後 學姐 講 一 講 講 一 講
262,M:, ... 然後 就
262,M:, .. 我 就
262,M:, .. 我 就 到 實驗室
262,M:, .. 然後 她 就 說
262,M:, .. 喔 喔 喔
262,M:, ... 你
262,M:, .. 你 英文 比較 好
262,M:, .. 你 跟 他 講
263,F:, .. um
264,M:, ... 我 就 跟 他 講
265,F:, ... um
266,M:, ... 然後 講 完 之後
266,M:, ... 然後 下午 meeting
267,F:, ... um
268,M:, ... 下午 meeting 的 時候
268,M:, ... 他 用 [中文 自我 介紹]
269,F:, [中文 present]
269,F:, .. @@@=
270,M:, .. @@ [[@]]
271,F:, [[@]] @@ 是 你們 自己 不 跟 人家 講 中文 的 啊
272,M:, .. 然後 就
273,F:, ... 說不定 他 是 泰
273,F:, ... 泰台 [混血] 啊
274,M:, [@@]
275,M:, .. TSK
275,M:, .. 不
275,M:, .. 不 是 啊
275,M:, ... 就
275,M:, ... 嘖
275,M:, .. 看 我
275,M:, .. 講 得 那 個 樣子
275,M:, .. 他 不 能 就是 說
275,M:, ... 其實 我 聽 得 懂 中文
275,M:, ... TSK
275,M:, ... [[這樣
275,M:, .. 這樣 很 貼心 嘛]]
276,F:, [[ei
276,F:, .. 他 怕 就是
276,F:, .. 他 怕 你
276,F:, .. 就是
276,F:, ... 精心 準備 了 這 一 套
276,F:, .. 就是 要 introduce 你 的 實驗室 的
276,F:, ... 然後 怕 打斷 你 會 不 好 [意思]
277,M:, [我 <X 那天 X > ]
277,M:, .. 我 <X 真的 X> 想 把 他 殺掉
278,F:, ... 他 可能 就是
278,F:, ... 不 了解 台灣 的 文化 啊
278,F:, ... 所以 就 不 好 意思 打斷 你
279,M:, ... TSK
279,M:, .. 真 不 知道 說 什麼
279,M:, .. @@
279,M:, .. @@
279,M:, .... 而且 我 到 現在 還 是 不 會 唸 他 的 [[名字]]
280,F:, [[@@=]]
281,M:, .. 因為 他 寫
281,M:, .. 就 他 xi - 他 寫 那 個 名字
281,M:, .. 喔
281,M:, .. 不 會 唸
282,F:, .. 喔
283,M:, .. 超 奇怪 的
284,F:, .. 喔
285,M:, .. 嗯
285,M:, .. 什麼 <L2 a L2> 什麼 的
285,M:, .. 我 不 知道 怎麼 唸
285,M:, .. XX
286,F:, ... 哦
286,F:, ... 泰國人
287,M:, .. 對 啊
288,F:, ... TSK
288,F:, ... 不 錯 耶
288,F:, ... 很 有 潛力
289,M:, ... 不 知道 耶
290,F:, ... 明天 我 還 要 去 新竹 什麼 綠世界
290,F:, .. 到底 要 走 多久
290,F:, .. 先 看 一下
291,M:, ... @= 好好 一 個 週末
292,F:, ... 阿 綠世界
292,F:, ... 九點 半
292,F:, ... 到
292,F:, .. 十二點 半
292,F:, ... 怎麼 那麼 久 喔
293,M:, .. 聽起來 好像 很 棒 耶[@@@]
294,F:, [還 有 動物 劇場]eh
294,F:, ... @@
294,F:, .. 想想 看 裡面 會 有 什麼 動物 呢
294,F:, ... 他 會不會 就是 把 電燈 關掉
294,F:, .. 然後 一下 這裡 亮
294,F:, .. 一下 那裡 亮
294,F:, .. 然後 之後 叫 大家 猜 說 是 什麼 動物 [[之類 的]]
295,M:, [[免錢 我]] 也 不 去
295,M:, .. 我 寧願 在家 睡覺
295,M:, .. @@
296,F:, .. ho
296,F:, .. 我 也 想 啊
297,M:, ... 不 去 會 怎樣 嗎
298,F:, ... 不 行
298,F:, .. 一定 要 去
299,M:, ... 是 喔
300,F:, .. 對 啊
300,F:, .. 這 是 規定
301,M:, ... @=真 不 知道 怎麼 同情 妳 @@
302,F:, .. 對 啊
302,F:, .. 好好 一 個 週末
303,M:, .. 還有 活動 準備 時段
304,F:, ... [對 啊]
305,M:, [X XX X]
305,M:, ... 活動
306,F:, .. 因為 我 同
306,F:, .. 就是 我們 有 同事 要
306,F:, ... 就是 要
306,F:, ... 男 扮 女 裝
306,F:, .. 慧 跟 華
307,M:, ... 真的 喔
308,F:, ... 對
308,F:, .. 然後 還 有 男生
308,F:, .. 超 大 一 隻 的
308,F:, ... 很 黑
308,F:, ... 長 得 很 像 台灣 黑熊
308,F:, .. 然後 他 要 表演 什麼 你 知道 嗎
308,F:, ... 瑪麗蓮夢露
308,F:, ... 超 噁心 的
308,F:, ... 他 那 天 帶 假髮
308,F:, .. 還 有 穿 那 個 裙子
308,F:, ... 然後 跳舞 跳 到 一半
308,F:, .. 那 個 衛生紙 會跑 出來 @@@
309,M:, .. @@ <X 一定 X> 要 那麼 難 賺 就 對 了 [[@@=]]
310,F:, [[@@@]]
310,F:, .. @@=然後 還 有 另外 一 個 同事
311,M:, .. @@
312,F:, .. 就是
312,F:, .. 他們 那 一 組 要 表演 舞孃
312,F:, .. 然後 他 要 男扮
312,F:, .. 男扮 女裝
312,F:, .. 然後 表演 舞孃
312,F:, .. 然後 還 要 穿 那 個
312,F:, ... 就是 內搭褲
313,M:, .. 國中 還 不 就是
314,F:, ... @
314,F:, .. 要 穿 內搭褲
314,F:, .. 一 個 好好 的 [男生]
315,M:, [高中] 還 是 不 被 我們 班 害
316,F:, .. 還 要 穿 內搭褲 耶
316,F:, .. 你 不 覺得 很 噁心 嗎
316,F:, ... 下面 還 有 蕾絲
316,F:, .. @
316,F:, .. 然後 上面 要 上空
316,F:, .. 然後 跳 舞孃 耶
316,F:, ... 舞孃 耶
317,M:, ... 他 會不會 明天 就 離職 了
318,F:, ... @@
318,F:, ... 一 整 個 就
318,F:, .. 哇
318,F:, .. 好 可憐 喔
319,M:, ... 大概 讀 物治 的 都 是 gay 吧
319,M:, .. 應該 可以 接受
320,F:, ... 不是
321,M:, ... <X 我 不 知道 我 約 X> 上次 你 來 的 那
321,M:, .. 那 三 個
322,F:, .. eh
322,F:, .. 就是
322,F:, ... 那 一 個
322,F:, .. 比較 矮 的 那 個
322,F:, .. 他 要
322,F:, .. 就是
322,F:, .. 跳 舞孃
323,M:, .. 他 不是 gay 啊
324,F:, .. 他 不是 啦
325,M:, .. 喔
325,M:, .. 可是 他 超像 gay 的
325,M:, ... 看 那 死 gay 砲
326,F:, ... 他 又 沒有 很 帥
327,M:, ... 嗯
328,F:, .. 我 說 他 長得 又 不 帥
329,M:, ... TSK
329,M:, .. 他 就是 那種
329,M:, .. TSK
329,M:, .. [[不帥 的 那種 gay 啊]]
330,F:, [[他 只是 婆婆媽媽]] 而已 啊
331,M:, ... 而且 他 zhi -
331,M:, .. 我 覺得 他 很 煩
332,F:, .. 他 真的 很 煩 啊
332,F:, .. 他 現在 每天 在
332,F:, .. 就是
332,F:, .. 辦公室 都 會 被 所有 的 人 嗆
332,F:, ... 他 只要 講 一 句 話
332,F:, .. 然後 就 有 兩 三 個 人 回嗆 他
332,F:, ... 你 就 知道 他 的 那 一 個
332,F:, ... 人緣 就是
333,M:, .. 是 是
334,F:, ... 對
334,F:, .. 然後 他 也 是
334,F:, .. 就是 那 個
334,F:, .. 就是
334,F:, .. 莫名其妙 被 阿姨 討厭 的
334,F:, ... 治療師[@@@]
335,M:, [@=]
336,F:, .. 然後 我們 今天 就 說
336,F:, ... 就是 今天 那 個 阿姨 XXX
336,F:, .. 然後 我 們 所有 人 都 讓開
336,F:, .. 然 後讓 他 去 < X拆 X> [[@@=]]
337,M:, [[@@@]]
337,M:, .. 你們 超 壞 耶
338,F:, .. 沒有
338,F:, .. 可是 重點 是 呢
338,F:, .. 他 後來 就 跟 阿姨
338,F:, .. 就是
338,F:, ... 和好 了
338,F:, ... 馬上 跟 阿姨 推 自費
338,F:, .. 然後 阿姨 馬上 就 答應
338,F:, .. 然後 我們 就 說 其實 是 阿姨 喜歡 他
339,M:, .. [對 啊]
340,F:, [然 後] 故意 說 他 很 壞
340,F:, .. 然後 讓 我們 就是
340,F:, .. 想 要 想 辦法 讓
340,F:, .. 就是
340,F:, .. 他 跟 阿姨 和好 這樣
341,M:, ... 你們 中 了 阿姨 的 計
342,F:, .. 對 啊
342,F:, ... 害 我們 就是
342,F:, .. 這麼 擔心
343,M:, ... 搞 不
343,M:, .. 搞 不 好 哪天 他 就 跟 阿姨 在一起 了
343,M:, ... 在一起 囉
344,F:, ... 怎麼 可能 呢
344,F:, .. 阿姨 已經 六十 了 [[@@=]]
345,M:, [[@@=]]
345,M:, .. TSK
345,M:, .. 是 真愛 啊
346,F:, .. 對 啊
346,F:, .. 我 知道 啦
346,F:, ... 沒有 啦
346,F:, .. 我 那 個 同事 每次 都 說
346,F:, .. 就是
346,F:, ... 他 要 去 找 越南 新娘
347,M:, ... 他 真的 很 奇怪
347,M:, .. 他 <X 上次 X>
347,M:, .. TSK
347,M:, .. [不 知道
347,M:, .. 上次]
348,F:, [他 是 XX]
363,F:, ... 綠[世界]
347,M:, .. 他 上次 <X 講 完X >
349,M:, .. 就 超 奇怪 的
350,F:, ... 他 只是
350,F:, .. 雞婆 了 點 而已 啊
350,F:, ... 嗯
350,F:, .. 可是 他 人 其實 還 不 錯 啦
351,M:, ... 是 是 [[是]]
352,F:, [[只是]]
352,F:, ... 就是
352,F:, ... 太 多 話 了
352,F:, ... 有點 吵
353,M:, ... 只有
353,M:, ... 一點點 太 多 話 @@=
354,F:, .. 就是
354,F:, .. TSK
354,F:, .. 你 知道 就 好 了
354,F:, ... 甯 你 XX 明天 要 幹嘛
355,F:, .. 明天 要 幹嘛
356,M:, ... 家教 啊
357,F:, ... 喔
358,M:, ... 家教
358,M:, .. 實驗室
358,M:, .. 家教
359,F:, ... 喔
360,M:, ... 然後 回家 睡覺
361,F:, .. 喔
361,F:, ... 至少 你 可以 回家 睡覺
362,M:, ... eh 你 去
364,M:, [看 一下 看 一下]
374,M:, .. [那 就]
365,F:, .. 動物 劇場
365,F:, ... 北埔 老街
365,F:, .. 晚上 還 要 跳舞
366,M:, .. 度假 飯店 耶
366,M:, ... 聽起來 就 很 高級
367,F:, .. 但 你 覺得 大家 會 喝 到 幾點
367,F:, ... 到底 能 睡 幾 個 鐘頭 呢 你 看看
368,M:, .. 喝 了 你 又 不 會 起來
368,M:, .. 你 就 可以 一 覺 睡 到 十 點 啊
368,M:, .. 退房
368,M:, ... 你 可以 一 覺 睡 到 十 點 退房
