Turn,Speaker,Utterence
70,F:,..[我我我當時候上去然後因為我們超政都要]什麼中隊聚嘛..我們就去吃
71,M2:,[我XXX快爬版XXXX]
72,F:,..因為就看到ei門口有一個那個
73,M1:,..嗯
74,F:,..<L3 kangbang ((招牌)) L3>..[我們]就上去吃..結果我看它上面還不錯就有巧克力漢堡...藍莓起司漢堡
75,M2:,[對啊]
76,M1:,..嗯
77,F:,..不錯吃而且它巧克力漢堡是...漢堡肉上面融一片巧克力然後旁邊又有奇異果跟香蕉..就
78,M1:,..好..好噁喔
79,F:,...甜得吐血[然後]..[[藍莓起司漢堡]]
80,M1:,[然後lei]
81,M2:,[[我應該會喜歡]]
82,F:,...藍莓起司漢堡很好吃就是它..漢堡肉中間有藍莓跟cheese然後還有乾酪..就是有放一些那個..一條一條那種...[cheese]
83,M2:,[為什麼]不要好好地夾一個cheese夾一個培根就好了呢
84,F:,..它也有這種的可是我覺得..我覺得那個比較特別啦
85,M2:,..s-..是喔
86,F:,..可是然後我反而覺得Juicy bun就還好啊我也不知道為什麼大家那麼喜歡Juicy bun
87,M2:,..Juicy bun喔..喔
88,M1:,..不知道耶
89,M2:,..Juicy bun我覺得[其實還h-]
90,M1:,[沒有沒有]..我覺得Juicy bun 有進步啦
91,M2:,..嗯
92,M1:,..它以前在2樓的那時候
93,M2:,...地方小
94,M1:,..不是..[它是它牛肉超級乾]
95,F:,[那B&O呢...那B&O lei]
96,M1:,...B&O就玩桌遊啊...桌遊<L3 ka L3>[[會去啊]]
97,F:,[[食物呢]]
98,M1:,...就普通啊
99,M2:,..對啊
100,F:,...可是我覺得它以前在里克那位子的時候比較好吃ei...ei[之前]它還有開過一個叫 H2O你有沒有吃過...[[在現在]]現在的金鰭那附近...那個好像比較好吃啊可是它就倒了也不知道為什麼...對啊
101,M2:,[你sh-]
102,M1:,[[有啊]]
103,M2:,...沒有..那邊還是太偏了啦
104,F:,..我事實上覺得漢堡類應該蠻好賺的吧... 就是沒什麼成本啊..一塊肉[是]
105,M1:,[還]好
106,F:,..一塊肉也不用多少錢
107,M1:,..[[看假如要是我要開的話就]]
108,M2:,[[沒有看你要看你要怎麼弄]]..他開一定會倒啊
109,M1:,..就倒了
110,F:,..嗯你開一定會倒啊..ei水盆羊肉聽說很好吃ei
111,M2:,..啊
112,F:,..你們有沒有吃過水盆[羊肉]
113,M1:,[真的]假的
114,F:,..嗯
115,M2:,..在哪裡
116,F:,...水盆羊肉..就是
117,M1:,..就是
118,F:,..東京小城[[再往上]]
119,M1:,[[東京小城再上面]]
120,M2:,..喔還要再往上那裡...[喔再]再冷一點可以去吃就是了
121,F:,[加州]
122,F:,..瑞克加州好吃
123,M1:,...你又吃過囉
124,F:,..我吃過啦...我最近[[一直狂吃]]
125,M2:,[[都是在那邊是不是]]
126,F:,..瑞克加州就是...也是那個@
127,M1:,...那個很偏了啦..那個很偏..那個..那個比..比水盆還要再往上了耶
128,F:,...但是它在水盆跟老薑的中間
129,M1:,..對對[對]
130,F:,[然後]有個獨立的房子
131,M2:,..OK
132,F:,..然後他來開的人是..他以前在..等於是ABC吧他以前移民到那個西好萊塢去..所以他在那邊是做菜給那些移民吃的這樣..[然後他以前是在]他以前在瑞安街開然後可是它在瑞安街開的時候是那種餐車..可是我後來去 google發現它在瑞安街開的時候它賣牧羊人派..一個是賣80塊然後它來這邊就變180..然後我想說[[應該就是因為]]
133,M1:,[真的假的]
134,M2:,[[啊這個有店面啦]]
135,F:,..也是啦...可是它的那的巴西檸檬真的很好喝是檸檬加牛奶我不知道為什麼不會結塊因為不是檸檬汁酸的遇到牛奶會結塊嗎
136,M1:,..嗯
137,F:,..我不知道為什麼耶...你覺得呢
138,M1:,..不知道耶...它可能是用奶粉吧
139,M2:,...就是不是用r..不是[用乳]..就是不是用鮮奶
140,M1:,[鮮奶]
141,F:,..然後它那個麵包布丁很好吃..就
142,M2:,..喔
143,M1:,..喔
144,F:,..它那個菜單
145,M2:,..他是英式的那種麵包布丁[是不是]
146,F:,[ei..]其實它的菜單很..其實加州菜說實在就是各種[[各樣的元素]]
147,M2:,[[喔對呀對呀對呀]]
148,M1:,[[對啦加州]]
149,M2:,..因為我想說加州菜怎麼會有什麼麵包布丁
150,F:,..沒沒有加州菜啦..就是..[各種各樣都有的]
151,M2:,[就是..我是說..要有菜..嗯]
152,M1:,..pudding就是英國的
153,M2:,..是[英國的]
154,F:,[然後那]個牧羊人派
155,M2:,..那種的pudding
156,M1:,..shepherd pie
157,F:,..對..shepherd pie它就說那是...怎麼講那是早期在英國就是它們不是都牧羊牧羊嗎
158,M2:,..嗯
159,F:,..然後羊肉吃完不是很多屑屑嗎
160,M2:,..對對對
161,F:,..然後他們的婦人就想說...ei這屑屑浪費嘛...那就把它跟馬鈴薯跟蔬菜弄一弄[就變就變牧羊人派]
162,M2:,[很像那種鹹派的感覺]
163,F:,..對對對..然後可是因為台灣人都b-..不太喜歡吃羊肉..所以..然後又有人不吃牛肉所以[[他們才改成]]
164,M2:,[[喔台灣人不太]]喜歡吃羊肉喔
165,F:,..就單單有些人會怕啊不是嗎
166,M1:,..那羊肉爐[吃假的喔]
167,M2:,[嗯對啊]羊肉爐是什麼鬼
168,F:,..可是真的有人會不想吃不敢吃羊肉所以它就是不弄羊肉可能也是因為成本太高..[[然後也不用]]
169,M1:,[[羊肉成本]]很高啊
170,F:,...也不用牛肉因為有些人不吃牛嘛..然後就
171,M1:,..豬肉最便宜呀
172,F:,..就用豬肉
173,M2:,..對..豬肉最便宜呀
174,F:,..對啊對啊也是啦
175,M2:,..而且豬肉又可以[低價買到有的沒的]
176,M1:,[貴死了...還賣180]
177,F:,...可是[[它的東西]]
178,M1:,[[還賣到]]180..[爛貨]
179,F:,[它東西還蠻]特別的...那個墨西哥雞肉捲叫什麼burrito嗎還是什麼的
180,M1:,..burrito
181,F:,..對.. burrito..然後...那還好那普通可是..它的菜單我還蠻想去
182,M2:,..去每個都吃吃
183,F:,..就看看有沒有怎麼樣不錯的因為..他就還蠻..蠻..蠻親切的..就會來跟你講話
184,M2:,..喔
185,F:,..然後講話都帶有那種美腔嘛...說你好我叫[Johnny]
186,M2:,[CC央]應該會高潮
187,F:,..@@沒有他們那不是那種上了年紀好像在美國影集出現那種演爸爸媽媽角色的那種
188,M2:,..不重要啊
189,F:,..@@我想知道為什麼CC央要高潮啊
190,M2:,..就是
191,M1:,..會呀
192,M2:,..這樣就高[潮了]
193,F:,[什麼]關係
194,M2:,...ei
195,M1:,..ABC獲勝
196,M2:,..你想想看...那個@ABC大勝啦..然後[[中年穩定大勝]]..又有一家自己的店..w-全勝
197,M1:,[[XXX]]
198,F:,..全部都是..他們全都是夫婦啦...就是[全都是夫婦]
199,M2:,[喔...是夫婦喔]
200,F:,..然後..然後檸檬派..感覺超好吃
201,M2:,..@找他就好啦..[[幹嘛還在那b-]]
202,F:,[[你會做檸檬派喔]]
203,M1:,...沒有啊..我上次帶去老大家的那個...檸檬塔
204,F:,..喔那是ch-..查理布朗喔..是不是
205,M1:,..不是..那個是..[雷雷雷]斯理
206,F:,[哪一家]
207,F:,..只是我去..喔雷斯理我去那個room for dessert 我覺得..還好也沒有到哪裡東區不是在那邊..在那邊吵吵吵..[[很夯很夯]]
208,M1:,[[那一個]]
209,F:,...就為了什麼蔓..蔓越莓酥千層派那個那家店
210,M1:,..那還好啊
211,F:,..也賣到200塊我都想死瘋了..然後我昨天去吃[咖啡弄]
212,M1:,[那是因為]..那是因為那個啦那個拍那個什麼..一個沒有..店名的甜點店..法..法式甜點店
213,F:,..確定嗎
214,M1:,..就是..p-
215,F:,..你說它拍這部片然後就紅囉
216,M1:,..對對對對對
217,F:,..tze
218,M1:,..它是拍片紅的...[[就..就那個啊]]
219,F:,[[真普通...還]]可以賣到200...然後那個什麼...那個什麼什麼我要講什麼去了
220,M2:,..你說一間沒有名字的咖f-c-yi-k-..[還是甜d-]
221,M1:,[甜點店]
222,F:,...嗯huh...對啊...喔我昨天去吃咖啡弄旁邊那個什麼柏林頓花園喔
223,M2:,..我以為你去吃[[咖啡弄]]
224,F:,[[還是威林頓花園]]之類的...就是..它它
225,M2:,..威吧
226,F:,.. [威]林頓花園嗎
227,M2:,[威]
228,M2:,..應該是威吧
229,F:,..反正很多家分店...然後它的那個什麼很有名不是什麼..起司鍋煎餅嗎就是鹹的煎餅..我覺得它很普通ei..我想說那個我[[以前都]]
230,M1:,[[那個都]]是炒出來的啊
231,F:,..那種東西我以前都在做了我..我...還吃它那個
232,M1:,..哇@
233,F:,..@@@我之前不是跟程討論那個鬆餅的就自己做鬆餅..我覺得我做的還比較好吃
234,M1:,...[哇@@]
235,M2:,[我還是覺得鬆餅粉]...不是很好..自從你上次跟我講之後我就不太敢吃鬆餅了
236,M1:,...[[鬆餅]]
237,F:,[[因為]]都是乳化劑對不對
238,M2:,..[不是更糟]
239,M1:,[不是...鬆餅]...因為發粉含鋁啊...吃多了會阿茲海默
240,F:,...真的喔
241,M1:,..真的啊..鬆餅不能吃[[太多]]
242,F:,[[s-]]..所以這些甜點店c-基本上最好都不要去吃對不對
243,M1:,...就是有放發粉的東西算吧
244,F:,..那麵包不是有放發粉
245,M1:,..那是酵母
246,M2:,..對呀
247,F:,..真的喔
248,M1:,..所以才會有..所以
249,M2:,..才會有天然酵母[胖達人那件事]
250,M1:,[所以胖達人]才會那麼紅..是因為它用酵母
251,M2:,..對呀
252,M1:,..不是用發粉
253,F:,..白癡喔..ei拜託..每個麵包都嘛是用酵母..而且每個酵母都是天然的我朋友跟我講的時候我就覺得好好笑喔..就是其實[酵母]沒有不是天然的成分@@@
254,M1:,[對啊]
255,M2:,..對啊本來就是
256,F:,..@@@
257,M2:,..沒有..[[tz-只有...只有說..只有說自己養的酵母]]跟用酵母粉這樣去..這樣
258,F:,[[然後大家..大家不懂...大家不懂@@@]]..然後大家不懂就說天然酵母還是怎麼樣可是其實所有酵母都是天然的啊[沒有什麼是不天然的酵母]
259,M2:,[嗯是啊是啊]
260,M1:,..但是有些[[會加發粉啊]]就是它..[強調是]
261,F:,[[瞎]]
262,M2:,[比例會]
263,F:,..那廣奇來有加發粉嗎
264,M1:,...應該有吧
265,F:,..真的喔
266,M2:,..幾乎都會啦..比較[平價的]
267,M1:,[只是麵包]其實還好啦
268,F:,..[[喔]]
269,M2:,[[就]]..量不會那麼多
270,F:,..所以..所以酵母跟發粉..eh酵母的..怎麼講
271,M2:,...酵母比較貴發粉很便宜..[是這樣嗎]
272,F:,[其實事實上]做麵包都是需要的只是有酵母的麵包跟發粉麵包的差別
273,M2:,..[[因為其實你一般的那個...你一般的]]
274,F:,[[但是它也不會說我是發粉麵包]]
275,M1:,..對呀
276,M2:,..你一般的麵粉[其實已經都有套了啦]
277,M1:,[因為大家不知道裡面]有什麼東西呀
278,F:,...所以那種夜市在賣路邊那種最好都不要吃對不對因為那一定都是放[[發粉]]
279,M1:,[[對啊]]
280,M1:,..對
281,F:,..TSK
282,M2:,..而且還有同樣一件就是...反正我每次看到[夜市就是]
283,F:,[好可怕喔]
284,M2:,..北車不是地下街..就一大片都是麵包嗎..你還記不記得
285,F:,..我記得那個貝克麵包應該放超多香精的吧就是那個咖啡麵包香到很誇張.. 你還沒到那個地方你就聞到
286,M1:,..濃到不舒服
287,F:,..對..對..真的很噁心ei好可怕..怎麼會這麼香啊
288,M2:,..沒有啦..現在吃東西就是
289,F:,..太可怕了
290,M2:,..就是吃就對了[[不要問...Don’t ask don’t care ]]
291,F:,[[去萬那杜好了..你知道萬那杜什麼都天然的]]什麼都有機的...對啊
292,M2:,..ei車子怎麼辦啊
293,M1:,...去看啊V2啊
294,M2:,..[V2喔]
295,M1:,[V2]四萬九千八
296,F:,..什麼V2[[怎麼樣]]
297,M2:,[[好貴喔]]
298,F:,..你要買車
299,M2:,..對啊
300,F:,..為什麼
301,M1:,..他..[他需要有代步工具]
302,M2:,[我現在一..我現在一]週有四天吧要來回南京東跟政大
303,F:,..為什麼
304,M2:,..教會跟..教會工讀
305,F:,..喔你現在已經在教會當執事還是幹事還是
306,M2:,..沒有[沒有沒有]
307,F:,[行政]
308,M2:,..就[[行政]]...行政工讀
309,M1:,[[工讀生]]
310,F:,..那那個是...get pay 有很多嗎
311,M2:,..就..就是基本啊..110而已呀
312,F:,...喔是算工時的喔
313,M2:,..對對[對對]
314,F:,[我以]為你已經是[[一個執事]]
315,M2:,[[沒有]]啦怎麼可能我是我是
316,F:,..n-我一點半還有事耶..有一個人要來問我萬那杜的企劃要怎麼寫他要去世界公民島
317,M2:,..我是個小魯蛇我不可能這麼快就到正職了...對
318,F:,..你們待會要吃什麼
319,M1:,..都可
320,F:,..你剛不是在討論這個話題...啊你的滷肉飯是晚上是不是
321,M1:,..對啊
322,F:,...那明天是吃什麼
323,M1:,..我也不知道
324,M2:,...你還要到退休會..你要弄考試了吧...15號..還有九天
325,M1:,...對啊
326,M2:,..對啊差不多了啦
327,M1:,...只tz-..我只會弄一週而已吧..我考試只會弄一週
328,M2:,..對啊有要弄一週
329,M1:,..我..弄太長我會分心
330,M2:,..喔對
331,M1:,..[我應該先讀...中會]
332,M2:,[而且會胡思亂想]
333,F:,[所以是24..23..23]..22..21..20..19..18..17..所以還早啊現在才14號不是嗎還可以讀三天
334,M1:,..差不多了差不多
335,F:,..14..[[15..16]]
336,M1:,[[我公休]]公休
337,M2:,..公休..公休[日期已經貼出來了啦]
338,F:,[17號開始啊]..喔已經貼出來了
339,M1:,..對啊公休有貼
340,M2:,..我已經在社團裡面有貼文
341,F:,..那社團叫什麼名字
342,M2:,..[@@@]
343,M1:,[不跟你說啊]
344,F:,..我又不會查
345,M2:,..你也找不到啊
346,M1:,..你也找不到啊
347,F:,..所以我想知道..我想聽名字啊
348,M1:,...[[不跟你說]]
349,M2:,[[沒有啦..現在有兩]]..ei..對你們..你跟T都叫W 對不對
350,M1:,..對啊
351,M2:,..那個超好笑你們兩個都叫那個
352,M1:,..WC WL
353,M2:,..真的很智障
354,F:,..什麼意思
355,M2:,..就是他跟另外一個台大的就是..我們那t-...好..要講這兩個台大的到底是怎麼認識的呢要從頭
356,M1:,..不需要啦..這這是long story
357,M2:,..簡單來說就是有一天我們兩個心情都很差然後在團契
358,M1:,..我沒有心情很差
359,M2:,..我差我差..然後就在團契那邊[唸唸唸]
360,M1:,[你不要]把我牽拖下水
361,M2:,...在那邊唸唸唸..然後結果C就說ei..有兩個學生要來打..美麗島可以不可以..然後我就說..[[tz-當然]]可以呀來呀..然後我們那天就聊到了凌晨五點@@@=
362,M1:,[[來呀]]
363,M1:,...然後之後就很熟
364,M2:,..對之後就很熟@
365,M1:,..然後就去我家打麻將
366,M2:,..對
367,F:,..跟那兩個人...他們兩個是哪來的啊
368,M1:,..台d-[就建中的啊..建中團契啊]
369,M2:,[就台大團...建中團契...建中團契啊]
370,F:,..就是喔..甲臉的那個朋友喔
371,M2:,..對對對..[[對..對]]
372,M1:,[[甲臉的]]..的學長
373,M2:,..對..甲臉的學長..對啊
374,F:,..真的喔
375,M2:,..都是烏鴉啦
376,F:,..那他們有來聚會嗎
377,M2:,...他們說想來啦
378,M1:,...只是怕被台大團契[的<L3 kaobei((哭爸)) L3>]
379,M2:,[對..對]
380,F:,..對啊一定會啦
381,M2:,..可是他們其實已經[[算]]
382,M1:,[[只是]]又不同tone 啦
383,M2:,..對啊
384,F:,..[他們]是哪一型的
385,M1:,[他們]
386,F:,..跟你們一樣型的[[是不是]]
387,M1:,[[嘴砲型]]
388,M2:,..嘴砲型
389,M1:,...啊台大團契就那個啊
390,M2:,..就是
391,M1:,..S..S幫
392,M2:,..沒有啦
393,F:,..他現在還在[嗎]
394,M2:,[S幫]
395,M1:,[S]..S幫勢力依舊龐大
396,F:,..是嗎
397,M1:,..對
398,M2:,..S幫個什麼啊..跟那個...就是體面派啦..S[[幫跟]]
399,F:,[[提面]]什麼意[思]
400,M1:,[體面]派啦
401,M2:,..對...體面派就是
402,M1:,..只是沒有啦體面派現在式微
403,M2:,..喔體面派式喔ei為什麼啊
404,F:,..提面[派是]誰
405,M2:,[那是]...廖啊
406,F:,..提面派是誰
407,M2:,..廖...你又不認識
408,F:,..那是什麼意思為什麼叫提面派
409,M1:,..體面派就是體面派啊...字面意義mei
410,M2:,..對啊...[[太]]
411,F:,[[體]]面
412,M1:,...很體面
413,F:,..喔
414,M2:,..身體的[體]
415,M1:,[官][[腔派]]
416,F:,[[體面]]..喔為什麼講這麼好聽體面派
417,M2:,..體面派是誰創的詞啊..啊T啦...是嗎是T啦
418,M1:,..對啦..不要講那麼難聽嘛
419,F:,..結果S幫
420,M1:,...S幫在..台大團契依[舊啊]
421,M2:,[繼續]崛起可是
422,M1:,..他那個
423,F:,..可是這樣很不入流啊這樣跟社會很脫節啊我的意[[思是說]]
424,M1:,[[他他一]]個..他一個月...上去一次跟他們聚耶
425,F:,...@
426,M2:,..他在哪裡工作啊
427,M1:,..S啊
428,M2:,[S]
429,F:,[他不是在][[高雄嗎]]
430,M2:,[[高雄啊]]他們家
431,M2:,...他們家
432,M1:,..的公司吧
433,F:,..嗯應該是
434,M2:,..喔是喔..他們家有開公司喔
435,F:,..他們家還蠻不錯的啊
436,M2:,..喔
437,F:,..那時候我們還去他們家
438,M1:,..真的喔
439,F:,..有啊..我跟他們我們有去高雄的時候有去他們家
440,M1:,...在幹嘛
441,F:,...你說在幹嘛嗎我們不知道他們家公司在幹嘛可是我們在他們家住
442,M2:,喔
443,F:,..對啊..就還[蠻大的]
444,M1:,[你高雄人]幹嘛去他們家住
445,F:,..@@就一起玩嘛啊..大家在一起享受那個..一起在一起的感覺
446,M1:,..[[是喔]]
447,M2:,[[他們]]
448,F:,...嗯
449,M2:,..他們有說
450,M1:,..享受喔...@@
451,F:,..TSK我說享受跟..我的好姐妹..跟我的好朋友一起在一起的感覺
452,M1:,..好朋[友喔]
453,F:,[對跟]大家在一起
454,M1:,..@@
455,F:,..你在說誰
456,M1:,...D@@
457,F:,..煩死了
458,M1 :,..@@
459,F:,...ei這很多人都知道嗎
460,M1:,...ei前陣子才爆出來的
461,M2:,..對..[[因為因為他]]
462,M1:,[[他他交]]..他交女友後才爆出來的
463,M2:,..因為大家都探討那段黑歷史啊
464,F:,...為什麼
465,M1:,..TSK
466,M2:,..據[說]
467,M1:,[因為]消失的主席啊
468,M2:,..對因為消失的主席呀...這是一段[[黑歷史]]
469,M1:,[[消失主席]]事件簿
470,F:,..@@@=
471,M2:,..這是一段[黑歷史]
472,M1:,[如同消][[失的]]
473,F:,[[黑歷]]史
474,M2:,..[對]
475,M1:,[消失的]密室
476,M2:,..因為..因為..大三這一屆夠亂了...[[但是已經]]
477,F:,[[很亂嗎]]
478,M2:,..而且我們那一..就是這一屆已經夠亂了..可是當亂波平息因為..該走的走該畢業的畢業該不來團契的不來團契了所以都..走的時候..大家開始往前去挖一些黑歷史
479,M1:,..因為我們這屆太黑了
480,M2:,..對..我們這屆黑透了
481,F:,..可是為什麼
482,M2:,..@...太多事了啦@@@...重點是我們又跟..又跟又跟再上一屆很差啊
483,F:,...誰
484,M1:,..[R
485,M2:,[R]
486,M2:,..R那一屆啊...交接不交接..[[那我們怎麼知道]]
487,F:,[[沒有到很差吧]]
488,M1:,..很[差]
489,M2:,[很差]啊
490,M1:,..他們都不交接的啊
491,M2:,..對啊
492,M1:,...沒有半個交接的..應該只有主席交接而已吧
493,M2:,...主席也不知道怎麼交接吧
494,F:,..他們不想交接
495,M2:,...不會交接啦
496,M1:,..他們不想交接吧
497,F:,...[那為什麼我們這屆]我們這屆怎麼會跟你們這麼好
498,M2:,[沒有啦我有的時候]
499,M1:,..我啊
500,M2:,...沒有我有的時候覺得啦..我我一直每次想到那個冰箱我就有氣啦
501,F:,..怎樣
502,M2:,...我學期末去拉冰箱的時候整個都快吐了@@
503,M1:,...n- n-..不是啊但是那是我們弄的啊
504,M2:,...不是啊可是重點是..這一次這是還是..那是因為都沒有人去把..下面那些歷史的東西[[遺跡挖]]出來啊
505,M1:,[[喔]]
506,M1:,...歷史遺跡很恐怖
507,M2:,..歷史遺跡真的[超噁爛的]
508,M1:,[冰箱的歷史遺跡超噁爛]
509,M2:,..裡面有裡面有至少擺了一年的便當...至少[[擺了一年]]
510,M1:,[[那是..那是]]...XXXX給的
511,M2:,…紙盒便當我告訴你你還沒看到更可怕的
512,M1:,..是..是
513,M2:,..紙盒便[當nei]
514,M1:,[是..]是...是
515,F:,...@
516,M2:,...幹那超噁的你知道嗎我..我想說我我就手賤..打開一看之後我就@@不行了
517,F:,..@霉味嗎
518,M1:,..他就..他就
519,M2:,..何止霉味..都快吐出來了
520,M1:,..他..他在學...R啊
521,F:,..喔養黴菌..TSK TSK TSK..好可怕好可怕喔..好然後你那個黑歷史挖得怎麼樣那不是你講的喔還是怎麼樣
522,M2:,..[[黑歷史其實也沒有怎麼樣]]
523,M1:,[[沒有啊..我爆的啊]]@@@=
524,F:,..[你怎麼會知道]
525,M2:,[XXXX]
526,M1:,..我怎麼可能不知道..想一想就知道是誰了好不好
527,M2:,...因為那一屆因為你們那一屆其實就
528,M1:,..你們那麼[[好猜]]..對不對
529,M2:,[[對啊..對啊]]
530,F:,...我們怎麼樣
531,M1:,..你看就小妞啊...你呀
532,F:,...喔..我的意思是說怎麼會知道這個事件..因為其實這也不是一個很..很..很
533,M2:,..ei..團契空轉是一件很...很有趣的事情ei
534,F:,...可是那怎麼會扯到就是..跟..[你知道...<L4 lavu lavu L4>]有關係[[之類的]]
535,M1:,[跟你有關嗎]
536,M2:,[[喔]]..啊就是因為這樣所以才空轉的不是嗎
537,F:,...對對對可是怎麼連結到這上面的
538,M1:,...喔因為也沒有別的事好講了
539,M2:,..對..也沒有什麼
540,F:,..[@@@]
541,M2:,[因為..因為都黑完了..因為]
542,M1:,.. [[因為..不是]]
543,M2:,[[因為我們都聊完了]]
544,M1:,..因為而且而且..那..那時候他剛好..交女朋友嘛
545,M2:,..然後重點[是他..重..沒有]重點是那時候因為他有在陪讀學弟
546,F:,[我不知道他哪時候他有交女朋友]
547,F:,...甲臉嘛
548,M2:,..對甲臉然後
549,F:,..@@
550,M2:,..他又很常在團契出現
551,F:,..對
552,M2:,..但他人就很老啊..所以大家都會覺得ei這是...他是何方神聖這樣子
553,F:,..喔大家就開始[問]
554,M2:,[對啊]會問
555,F:,..[[然後就問他嗎]]
556,M2:,[[然後問完問]]完我不[知道]
557,F:,[問完]之後就想說[[..ei他怎麼交接@@]]
558,M2:,[[..沒有..我跟你說..我說]]不是不是我跟你說..問事情永遠不是問本人
559,F:,...嗯..對
560,M2:,..比方說ei你叫什麼名字..喔研究生喔..喔D是..喔我來去問我朋友@@
561,F:,..@@
562,M2:,.. ei..這個人有什麼事蹟啊..ei怎麼現在還在這邊怎麼在唸研究所啊..[對呀..對]
563,F:,[嗯huh]
564,M2:,...通常都不是問本人這種事情絕對不是從本人嘴巴裡面出來的
565,M1:,..嗯huh..[嗯huh]
566,F:,[對呀]..那你們的理解是什麼
567,M1:,...沒..[[沒有什麼好理解的啊]]對啊
568,M2:,[[沒...那就是個歷史事件啊]]
569,M1:,..都過了
570,M2:,..對啊
571,M1:,..過去的事情都過去了
572,M2:,..就是[歷史事件]
573,M1:,[對不對]
574,F:,..嗯huh
575,M1:,..對啊
576,M2:,..反正現在..就是..兩..兩位都很好那就這樣就好啦
577,M1:,..對啊
578,F:,..喔對啊..對啊
579,M1:,..是不是
580,F:,..但是事實上..沒有開始ei...這個應該知道嗎
581,M1:,..[我知道啊..我知道啊..我知道啊]
582,M2:,[喔不是啊..對對..大家一開]
583,F:,..[[@@嚇嚇嚇死了..我想說@@]]
584,M2:,[[沒有...沒有]]是因為沒有開始不是才會離開這件事情嗎
585,F:,..[@@@=]
586,M1:,[假如有開始][[就沒辦法離開了不是嗎]]
587,M2:,[[對..假如有開始的話]]..假如有開始的話..離開的可能是你呀不會是他啊你懂我意思嗎
588,F:,..離開的會是[我]
589,M1:,[不會啊]..都[[不會離開啊]]
590,M2:,[[喔都不會離開]]..喔對耶
591,M1:,..你在那邊亂講話
592,M2:,..[對不起啊]
593,F:,[@@@]
594,M1:,..你到底會不會講啊
595,F:,..你不要[亂講話@@]
596,M2:,[你不要@你不要@]
597,M1:,..你..[[你到底知不知道什麼]]事啊
598,F:,[[你剛剛講很多遍耶@]]@你幹嘛這樣..你幹嘛嗆人家啊
599,M2:,..啊..我被他[嗆很習慣啦]..沒差啊
600,M1:,[爽啊]
601,F:,..你不要這樣..你[[跟我]]
602,M1:,[[你還]]不是被我嗆習慣了
603,F:,..我是嗆你的好不好
604,M1:,..你最好[嗆我什麼]
605,F:,[你給我認真點喔]
