Turn,Speaker,Utterence
58,F1:,..喔=就是跟你玩[[這樣這種感覺]]
59,F2:,[[對..對]]..然後他現在完全就
60,F1:,..他感覺就是現在沒什麼情緒的感覺..就是..感覺很厭世欸
61,F2:,..但他那天還在跟K..就是要走去吃飯還說說笑笑的然後我在[幫]
62,F1:,[除了]跟男生以外的話都是這樣..我完全不知道他現在到底在<L3 cong-sa ((做甚麼)) L3>
63,F2:,..對啊=就...我就覺得..靠..你不要自己在那邊八卦又在那邊自己玻璃心[[好不好]]
64,F1:,[[嗯=]]
65,F2:,..到底..到底有甚麼問題
66,F1:,..嗯..他感覺現在應該討厭
67,F2:,..所有人
68,F1:,..對..[除了]
69,F2:,[除了]K@
70,F1:,..除了..對...對啊[[因]]
71,F2:,[[對..對]]..其實..對啊他系上男生他也沒有..他也沒有..比較好的啊
72,F1:,..沒有很喜歡
73,F2:,..從以前就是這樣
74,F1:,..嗯
75,F2:,..然後..K
76,F1:,..他現在應該都覺得系上的..沒朋友了吧
77,F2:,..就是..什麼..大家都跟他不對頻
78,F1:,..對對對=他之前[就一直這樣覺得啊]
79,F2:,[是他自己的]..根本就是他..好原本我不會覺得是他自己的問題
80,F1:,..但現在就覺得
81,F2:,..現在就覺得根本就是你自找[[的啊]]
82,F1:,[[嗯=]]
83,F2:,..就是...人家又沒有對你怎麼樣..我又沒有..我又沒有怎麼樣..就是你自己在那邊...玻璃心碎
84,F1:,..對啊
85,F2:,..在搞什麼東西
86,F1:,...超=奇怪
87,F2:,..對啊..然後想一想我們系上的男生都好糞喔
88,F1:,..嗯=
89,F2:,..就沒一個正常的...郭...我那天不是發一個什麼學姊..討厭甚麼那個背心
90,F1:,..嗯
91,F2:,..然後...郭就..傳說甚麼...買
92,F1:,.. [然後呢]
93,F2:,[他就回我限動]說買..我就說先不要
94,F1:,..嗯
95,F2:,..然後..他就說=他說我要看...我就說..呃..我就傳..喔我..我我..一開始沒有看到我要看那一..那[[一句]]
96,F1:,[[嗯]]
97,F2:,..然後他下一句就是說..這種衣服叫甚麼啊..然後我就傳那個網..呃..網購
98,F1:,..嗯=[你就直接傳]
99,F2:,[網址給他]
100,F1:,..嗯
101,F2:,..我就想說..你自己看啊[[<L3 bei-chi ((白癡)) L3>]]
102,F1:,[[@]]
103,F2:,..然後..他就說..你是要我買給你嗎@..然後我就..我就說
104,F1:,..不是你在問的嗎
105,F2:,..對啊我就說你買來自己穿吧
106,F1:,..@買給他女朋友穿啊[@]
107,F2:,[對啊]我也是那樣想可是我就是不想要..結果他後來又...喔..這..這個好像是上上次..他有一次..也是回我限動然後我就..也是..就是冷處理...他就傳兩個影片..然後是他女朋友的影片..就是..他女朋友吃飯的影片[[啦]]
108,F1:,[[嗯=]]
109,F2:,..然後他就說跟你分享我的寶貝
110,F1:,..喔好噁..[他常常會這樣..超噁心的]
111,F2:,[然後@..有事嗎=]..然後我就說..你幹嘛..我就想說你幹嘛突然傳給我..看這個東西
112,F1:,..我沒有想要看
113,F2:,..對我沒有想要看啊..然後我就說..喔好謝謝..蠻漂亮的啊
114,F1:,..嗯
115,F2:,..他就說我知道
116,F1:,..他這樣很..讓人家無言欸[[@]]
117,F2:,[[對啊]]我也覺得
118,F1:,..都不知道要[講甚麼]
119,F2:,[干我屁事]..但我就已讀他了..就[[其實也沒差]]
120,F1:,[[嗯..嗯]]
121,F2:,..但我覺得超誇張..他女朋友...欸你應該知道他們就是認識一個禮拜然後就交往
122,F1:,..我不知道欸..我不知道有這麼快欸..但是
123,F2:,..很快..[就是他..就是..會]
124,F1:,[嗯..我知道就是他朋友的朋友]
125,F2:,..對他朋友的朋友就是他回別人的限動說想認識..然後就認識..然後一個禮拜之後就交往@超誇張的啦..對啊..然後..好啦..不過他現在這樣子..他上次..遠遠的走..就是從麥側那邊走來..然後我..就一開始沒有特別看
126,F1:,..嗯
127,F2:,..我還想說那個男的好胖[[喔]]
128,F1:,[[@]]
129,F2:,..結果..他..大概就是距離一個馬路然後我就..欸那是[郭]
130,F1:,[@@]
131,F2:,..他跟我揮手
132,F1:,..@
133,F2:,..然後我就..喔..我就想說..天啊你也變得太胖[[了吧]]
134,F1:,[[我很久]]沒有[看到他的感覺]
135,F2:,[快要認不出來了]
136,F1:,..有那麼誇張嗎
137,F2:,..真的就是他..他大一的時候是那種瘦的
138,F1:,..嗯
139,F2:,..然後他現在就是那種...肥宅欸..他就是整個臉超圓然後肚子..呃..就是..褲子感覺也超寬的啊
140,F1:,..嗯
141,F2:,..然後就是牛仔褲..呃..我就[[覺得]]
142,F1:,[[@]]
143,F2:,..他真的是過的很..挺好的
144,F1:,..對啊...他每次發限時都覺得很無言
145,F2:,..超..就不知道要回什麼
146,F1:,..@[對]
147,F2:,[就..也]..不是啦..也..也看了就不知道要講[[什麼..就]]
148,F1:,[[嗯嗯]]
149,F2:,..就是
150,F1:,..我應該要說甚麼@
151,F2:,..對啊..可以封鎖嗎..不過..我覺得他現在..現在相對來講已經算
152,F1:,..好一點
153,F2:,..正常..[好]..好相處
154,F1:,[嗯]
155,F2:,..因為你看其他人有些是不打招呼
156,F1:,..對啊
157,F2:,..然後不然就是...不知道欸..其他人怎樣...欸[[好像是]]
158,F1:,[[不太]]..這學期都沒有甚麼交流
159,F2:,..對啊我上次..我有跟你講過嗎..我上次有一次...禮拜一去健身房遇到倫..[然後]
160,F1:,[喔你有講過]
161,F2:,..我覺得看起來像精盡人亡..超好笑的啊..他整個快死掉的感覺..然後..整個就是你到底晚上都在幹嘛..[[請問]]
162,F1:,[[@跑夜店]]
163,F2:,..對啊..然後其他誰..吳剛剛講了..[廢到爆]
164,F1:,[嗯..嗯]
165,F2:,...沒了
166,F1:,..我還是覺得上次那個誰..周講的那個..是周嗎
167,F2:,..欸..他講甚麼
168,F1:,..他就說那個啊...那個甚麼..珍他們
169,F2:,...哦@
170,F1:,..還有跟那個林
171,F2:,..那個
172,F1:,..我覺得超誇張的
173,F2:,..那個真的...@..那個真的超好笑的
174,F1:,..我真的覺得超級誇張如果是我絕對會..直接給..生氣欸
175,F2:,..我會..衝出[[去欸]]
176,F1:,[[而且會]]覺得很噁心啊
177,F2:,..超誇..超不尊重的啊那是你朋友的...家欸
178,F1:,..@對啊
179,F2:,..傻眼超..真的是超噁..如果是我直接絕交然後[到處跟人家講@]...對..到處
180,F1:,[真的@@]
181,F2:,..是在幹嘛..幹嘛給你面子你..在那邊只會自己..自己[[爽@]]
182,F1:,[[@]]
183,F2:,..搞..搞不清楚地點
184,F1:,..真的很誇張欸
185,F2:,..超扯的
186,F1:,...完全無法想..[想像]
187,F2:,[對啊]...超誇張的啊..那群人
188,F1:,..嗯
189,F2:,...欸對了所以你說那個莫斯科那個..是怎[[樣啊]]
190,F1:,[[喔]]..就是他就..今天寄信
191,F2:,..嗯[嗯=]
192,F1:,[因為]本來我們是...嗯=莫..莫..市大
193,F2:,..[[嗯..嗯..嗯]]
194,F1:,[[兩個名額]]..然後彼得..聖彼得堡一個名額
195,F2:,..嗯
196,F1:,..然後..烏拉爾一個名額
197,F2:,..嗯
198,F1:,..就是葉卡那邊..然後..嗯=他現在說=是..莫斯科的開到五個
199,F2:,..嗯
200,F1:,..增加三個...所以就=..問後面的人..就是有沒有意願要去
201,F2:,..[但是]
202,F1:,[就是]一樣是按照志願序吧
203,F2:,..喔所以現在就是問三四五名[[的人嗎]]
204,F1:,[[三四五]]六七八九十
205,F2:,..哦=
206,F1:,..因為像...有一些人可能想要考...公費
207,F2:,..嗯
208,F1:,..因為[公費快要考了]
209,F2:,[K他們要考]
210,F1:,..對對對=他..他就覺得很機車..我就有回他說..因為我就想說..我想知道有誰會跟我一起去
211,F2:,..嗯
212,F1:,..然後..我就問他說所以你還要考公費嗎然後..他剛..我剛剛問的..就[[剛剛上課的時候]]
213,F2:,[[他第幾名啊]]
214,F1:,..他第=四
215,F2:,..哦
216,F1:,..因為..诶..第五..[因為第四是那個]
217,F2:,[反正就是在那個名額內]
218,F1:,..對對對..反正他沒有...他雖然是在增額的..他就是會..也有辦法[[去這樣..]]
219,F2:,[[嗯=]]
220,F1:,..他可以選擇要去..然後他就說..我就問說你有沒有要考公..那你還有要考公費嗎他就說應該會吧因為...他現在增額..然後...因為獎學金學校..的獎學金申請已經過了
221,F2:,..喔=
222,F1:,..他現在才公布..[說]
223,F2:,[他有這麼]缺錢[[@嗎]]
224,F1:,[[我不知道啊]]我就想說啊他[明明就很有錢]
225,F2:,[對啊]..他根本就..又
226,F1:,..不需要..他每天都一餐吃個兩三百的那種..就是..平常的那種晚餐啊..之類的...然後...呃..他說他想要考獎學金..所以他應該還是去..會去..會去考公費...然後庭好像也想要考公費..[[吧]]
227,F2:,[[喔=]]
228,F1:,..我不太確定
229,F2:,..可是我覺得是因為他本來那個地點[不喜歡]
230,F1:,[對對對]因為他沒有..他好像沒有要去烏拉爾
231,F2:,..嗯嗯
232,F1:,...所以我不知道她現在莫斯科她有沒有要去
233,F2:,..好怪喔..那..可是為甚麼..所以是學校錯誤嗎..[[學校..錯嗎]]
234,F1:,[[沒有他說]]...他是說甚麼二零一七年簽訂然後我想說二零一七年不是[已經很久以前了嗎@]
235,F2:,[現在都已經]...對啊
236,F1:,..[[為甚麼..半]]
237,F2:,[[考試的時候]]都已經是二零一八[年了@]
238,F1:,[對=]..都已經過一年了為甚麼..那個..條..條約早就簽了那為甚麼[會=到現在才在實施呢]
239,F2:,[傻眼..對啊]
240,F1:,..我覺得超級莫名其妙的啊..[[雖然..不關我的事..但]]
241,F2:,[[我覺得..是勘誤欸]]..就是
242,F1:,..會[嗎]
243,F2:,[錯在]學校...呃..不然正常來講為甚麼會在...公布名單之後才..才增加..[[哪有人做這種事情..對啊..哪有這種事情]]
244,F1:,[[而且過了很久..現在都已經四月了]]
245,F2:,..感覺就是突然發現..開會的時候突然發現..欸...原來是五個名額喔..甚麼之類的..其實根本[就是]
246,F1:,[@這也]太機車了吧
247,F2:,..就超超超令人傻眼的
248,F1:,..我覺得超級誇張的
249,F2:,..五個
250,F1:,..不過..那個..有可能R會去欸
251,F2:,..對..因為他好像是第八名嗎
252,F1:,..對對對..如果K沒有要去...然後..庭也沒有要去的話那他就一定可以去
253,F2:,..嗯嗯嗯
254,F1:,..還有..第..第..第六名是程欸
255,F2:,...他有去考
256,F1:,..他第六
257,F2:,..我那個..那時候R說誰有去考他說..喔又M..K..[[..然後你]]
258,F1:,[[蠻多..嗯]]
259,F2:,..然後
260,F1:,..我記得蠻多的
261,F2:,..喔蠻多的嗎..是喔...P有考嗎
262,F1:,..沒有
263,F2:,..為甚麼
264,F1:,..我不知道欸...他可能沒有興趣吧
265,F2:,...喔...[喔]
266,F1:,[她]感覺是...走安逸路線的
267,F2:,..喔=...沒關係..反正..對
268,F1:,..然後=..對啊
269,F2:,..這樣..
270,F1:,..[[可是我]]
271,F2:,[[只有他們]]兩個放棄嗎..就是
272,F1:,...我不太確定欸...我不知道他們會..他們可能還要再考慮一下吧..畢竟這個@..因為..他這個現在才公布然後人家要考公費早就已經準備如火如荼.. [因為]
273,F2:,[嗯嗯]
274,F1:,..我記得四月..應該是月底或是五月初就要考試了
275,F2:,..喔=
276,F1:,..對啊...超級瞎..我覺得超爆[[瞎]]
277,F2:,[[真]]的是..還蠻荒謬的
278,F1:,..真的
279,F2:,..而且一次增三個
280,F1:,..嗯嗯=
281,F2:,..本來才[兩個欸..甚麼..甚麼東西]
282,F1:,[比原本的名額還要多..然後我想]說..嗯..喔..算了..雖然不關我的事但我還是覺得有點不爽
283,F2:,..對啊..就覺得..在搞甚麼東西啊
284,F1:,..嗯
285,F2:,..所以是半年...嗎
286,F1:,..一年..[[一年]]
287,F2:,[[喔..是]]一年..對耶
288,F1:,...好像是說..就是你也可以選擇要半年[但是]
289,F2:,[哦]
290,F1:,..你如果是去半年的話..下學期就還會..因為不是會..呃=兩個學期都會辦一次考試嗎
291,F2:,..對
292,F1:,..就是=你如果是去半年的話..反正另外一個..半學期就會有人去...就總共會是一年..[[都會有人去..這樣]]
293,F2:,[[哦=..反正]]把他補滿
294,F1:,..對對對
295,F2:,..哦=哈所以有只去下學期的喔
296,F1:,..好像有..因為
297,F2:,..是喔
298,F1:,..那個誰..那個...嗯=..你知道包是誰嗎
299,F2:,..喔..那個..[那個..巴嗎]
300,F1:,[我突然忘記他]中文名字..對對對..他就..他就說..他就問我說欸..你要不要問一下課程內容甚麼的然後我就說嗯...有需要問嗎..因為我們沒有辦法選課程..其實
301,F2:,..喔..都固定的是不是
302,F1:,..對對對..因為我們..有點..去上的課有點像是語言中心上課
303,F2:,..哦
304,F1:,..跟那種其他...可能甚麼經濟系去交換就不一樣
305,F2:,..嗯
306,F1:,..對..然後..我就說有需要問嗎因為我們不是沒有辦法選..他就說因為有..之前好像有學姊..就是
307,F2:,..不能抵免
308,F1:,..不是不是..她是去了..然後她覺得課太簡單..然後他去了半個學期..然後就沒去了
309,F2:,..太簡單...喔
310,F1:,..我想說..我應該沒有這個困擾
311,F2:,..就是..哈我覺得太難才要先回來吧..太簡單就..應該很快樂啊
312,F1:,..太簡單她可能覺得太..浪費錢了..[[吧..我不知道]]
313,F2:,[[哦=]]
314,F1:,..她可能覺得浪費時間..因為我覺得..如果會覺得太簡單應該都是大四或大五去的吧
315,F2:,..喔對啊
316,F1:,..不是..[應該是大五去..就是]
317,F2:,[怎麼可能你還沒]學完然後就覺得[[太簡單]]
318,F1:,[[對對對]]..應該是大五去的..然後她可能覺得這樣會很浪費時間吧
319,F2:,..浪費青春..[可能還有別的事情]
320,F1:,[對對對=]..對啊
321,F2:,...但..這樣..喔所以..這樣應該都可以抵吧..[[課都可以抵]]
322,F1:,[[嗯]]
323,F2:,..確定不會..[被]
324,F1:,[應該是]...對對對
325,F2:,..不過R是沒有要...考公費啦..所以她..不會覺得很嘔
326,F1:,..嗯..所以她應該會
327,F2:,..她..她..她其實..要..本來打算是要自費的
328,F1:,..真的假的
329,F2:,..對對對..她要自費..但..她可能就是申請..她是只打算去半年..因為她還想要實習..就是他的那些
330,F1:,..喔=..嗯
331,F2:,..就是可能..[[呃..雜誌社]]
332,F1:,[[但去半年]]感覺沒有甚麼
333,F2:,..她..其實只是想要去體[驗一下..就是]
334,F1:,[體驗..哦=]
335,F2:,..對對對..因為她其實..以後
336,F1:,..也不會走
337,F2:,..不會..就是..對..不會完全就是這個[[方向]]
338,F1:,[[嗯]]
339,F2:,..至少就是她..喔她去體驗過...住在那邊然後參加一些節..節日之類的然後...也不是不會講..[就還可以]
340,F1:,[嗯..嗯..嗯]
341,F2:,..然後..大概是這樣子吧..所以就..她本來是打算去半年啦..然後下學期回來她還要繼續找實習..因為她要申請研究所的話..[她的實習]
342,F1:,[她要上]研究所喔
343,F2:,..嗯..就是..嗯..就是有點類似媒體的嗎
344,F1:,..嗯=
345,F2:,..寫那個..文章[[的那種]]
346,F1:,[[文案]]的那個..[行銷]
347,F2:,[對對對]..有點類似那種..會比較看..作品集..但如果她去一年的話..她就沒有..她就沒有那個..時間了
348,F1:,..嗯
349,F2:,..她作品就沒有東西可以寫..可以放
350,F1:,..嗯
351,F2:,...欸對啊..可是為甚麼..K是去一年還是半年啊..[[他現在住十舍]]
352,F1:,[[我不知道]]..所以你會很常看到他嗎..[我昨天有看到他欸]
353,F2:,[我一天到晚]看到他你知道嗎...我
354,F1:,..你可不可以給我一點水啊@
355,F2:,..喔好啊..他幾乎每一次..我不知道為甚麼..他到底是..每一天..[每天都在搭公車]
356,F1:,[他不是剪頭髮嗎]
357,F2:,..對..他大概是..前天剪的吧..欸[[禮拜=二]]
358,F1:,[[因為我昨天晚上就看到他]]
359,F2:,..對對對我就是..有一天我要去圖書館..然後..[下山]
360,F1:,[但是你們]看到會打招呼嗎
361,F2:,..不會..我就整個這樣...掃過去..我就..看到他我就整個覺得超噁心[[好不好]]
362,F1:,[[嗯嗯嗯=]]
363,F2:,..他..喔我就一踩..我就下公車然後他就排第一個位置..他就排..[排隊排第一個]
364,F1:,[所以那就一]定會看到他
365,F2:,..正面迎擊..喔...天啊
366,F1:,..@[[衝擊]]
367,F2:,[[然後]]他那時候就是剪頭髮..我第一次看到他那個髮型..所以我..[就是當下]
368,F1:,[有點]..嚇到嗎
369,F2:,..我..我當下沒有馬上反應是他然後
370,F1:,..嗯
371,F2:,..就是這樣..就看過去
372,F1:,..嗯
373,F2:,..因為我也不會特別..把目光停留在..就是..排隊的人身上..然後..經過覺得..喔..好噁心
374,F1:,..嗯
375,F2:,..天啊..然後..昨天晚上我要上山的時候..他也是..他也就是排在我前面的前面的前面然後[[超噁]]
376,F1:,[[你們也]]太有緣了吧
377,F2:,..我就..可他就..每一天都在搭公車啊我也不知道是怎樣..然後我時間又剛好跟他很重[疊吧]
378,F1:,[嗯=]
379,F2:,..然後我就傳給R說...呃啊我遇到K了..然後他在我前面的前面的前面..然後她就回傳說..哈..啊我在他的前面欸
380,F1:,..[[所以..所以她在..好白癡喔]]
381,F2:,[[所以妳在我後面..我就..欸..對..我就..超噁的]]..超誇張..超噁心的啊
382,F1:,..我昨天晚上去吃那個..雞優生
383,F2:,..喔..嗯
384,F1:,..然後..他也去吃
385,F2:,..他自己嗎
386,F1:,..他跟一個外國人
387,F2:,..他都跟外國人..他應該是沒有台灣的朋友吧
388,F1:,..可能是吧..[然後]
389,F2:,[喔他]還沒有畢業
390,F1:,..[[哈]]
391,F2:,[[他]]本來就沒有朋友了啊
392,F1:,..喔..嗯嗯嗯=..對啊...因為我有跟我男朋友講他的事情...他也覺得[超級..誇張]
393,F2:,[超誇張..他根本]不該存在
394,F1:,..嗯嗯嗯
395,F2:,..他上學期體育課還跟R同..同班..[[我就覺得@]]
396,F1:,[[我以為是]]同組..[嚇我一跳]
397,F2:,[同班同班]..我就覺得她跟他也太有緣了吧..很好笑[[[有氧拳擊..超級好笑的]]]
398,F1:,[[[@..喔]]]
399,F2:,..還有倫跟榮..然後[[他們就]]
400,F1:,[[有氧拳]]..上學期的喔
401,F2:,..嗯=...超噁的啊..我就整個..超不能..超不能接受
402,F1:,..不知道他們到..最後到底是怎樣..那他遇到那個咧..他遇到...誰
403,F2:,..R嗎
404,F1:,..對啊
405,F2:,..他們其實分的不太
406,F1:,..好
407,F2:,..對..有點..[就是撕破臉吧]
408,F1:,[妳怎麼知道]
409,F2:,..因為R..她..我覺得..聽R這樣講..R好像把就是跟K交往視為她人生中的一個..就是..[[我怎麼會這樣..我怎麼會做這種事..我怎麼會..我怎麼會有]]這麼荒謬的
410,F1:,[[里程碑嗎..喔喔=...喔喔=]]
411,F2:,..發生..就是這麼荒謬的事情怎麼會..我怎麼會接受這個人..類似這樣子的感覺..然後她時不時就會跟R.. [就是] 突然提起說
412,F1:,[抱怨]
413,F2:,..欸你知道他之前怎樣怎樣嗎甚麼的..然後R就會..來跟我講
414,F1:,..@@
415,F2:,..因為R..感覺就是到處講..也不是到處講啦..就是跟他比較熟的
416,F1:,..嗯
417,F2:,..她就會..因為她其實也不覺得..怎麼樣..她只是覺得..就..怎麼會有這麼[[荒謬的事情啊..我一定要講..這]]種..這種感覺
418,F1:,[[嗯嗯=...嗯嗯=]]
419,F2:,..然後有一個更誇張...這個..這樣講好嗎
420,F1:,..@@
421,F2:,...他就..他超誇張的啊..他就說有一次K就跟...那個..系上的老師..是林嗎..那個[有氣質的是林嗎]
422,F1:,[嗯..對對對]..[[都穿高跟鞋]]
423,F2:,[[他好像就是]]..喔喔..[我是..我是沒有看過她..但]
424,F1:,[瘦瘦的..長頭髮]
425,F2:,..我知道她就是..那個..他好像就跟她講說..甚麼..我現在想..捅..插爆你的..菊花..[[甚麼的]]
426,F1:,[[哈]]
427,F2:,..你不覺得很荒謬嗎...他這樣跟老師講欸
428,F1:,..這是認[真的嗎]
429,F2:,[就是到底是]..認真的..他到底[[是在甚麼情況下]]..有辦法跟老師講這種話
430,F1:,[[他到底有甚麼毛病啊]]
431,F2:,..就是不管是[誰都..你又不是在你男生朋友..屁話甚麼的]
432,F1:,[跟任何人都講的很奇怪...對對對]
433,F2:,..你是跟教授欸=
434,F1:,..對啊
435,F2:,..然後林好像就很生氣..對..欸呃..當然..他就說你..呃..你..他在那邊一直講說..你..甚麼..我不喜歡這樣..[[甚麼的]]
436,F1:,[[嗯嗯=]]..這是甚麼對話..[好奇怪喔]
437,F2:,[你不覺得他整個]人就是有病嗎
438,F1:,..對啊
439,F2:,..就是..你怎麼會覺得講這種話是可以的
440,F1:,..嗯
441,F2:,..對一個女生..然後..還是老師長...你的師長
442,F1:,..嗯
443,F2:,..就覺得..你這個人到底是有什麼問題根本就是..根本就腦袋有洞吧=
444,F1:,..真的
445,F2:,..超[誇張的啊]
446,F1:,[好奇怪喔]
447,F2:,..超扯..我聽到的時候我整個覺得
448,F1:,..那為甚麼她會知道...他對她[[講=嗎]]
449,F2:,[[這個我不知道]]..這個我就不知道了
450,F1:,..會跟@..會跟自己女朋友講..這樣超級奇怪
451,F2:,..不會啊他整個人就是有病啊
452,F1:,..超怪的欸
453,F2:,..他..諠現在的室友..就是R上學期的室友
454,F1:,..嗯
455,F2:,..因為..就是
456,F1:,..喔她..接她的位置
457,F2:,..對..就她好像進去然後她不知道她要睡哪
458,F1:,..嗯
459,F2:,..然後她..那個人就..那個舍監..就說欸啊你甚麼甚麼..她就說喔我同學上學期是誰誰誰..[然後]
460,F1:,[她為甚麼]會不知道自己睡哪
461,F2:,..因為他們[[..他們那個程序]]超誇張
462,F1:,[[感覺好隨便]]
463,F2:,..她就是去到那邊...學校的某一個=..比如說..比如說南棟..然後去到那邊發現@大家..因為大家都不知道在哪裡..就是一群留..呃交換生都不知道在哪裡然後就去那邊然後發現不是在那邊..然後又換到北棟..然後北棟又說..欸..這邊沒有你們的資料啊..甚麼的[..就反正..他們那個學校]
464,F1:,[@...他們是被拋棄]
465,F2:,..他們學校自己..那個程序很[[奇怪..然後也沒有電腦資料]]
466,F1:,[[嗯嗯=...好爛喔]]
467,F2:,..只有..只有一..一個紙本..[然後在那邊對名單]..超荒謬
468,F1:,[好爛喔]
469,F2:,..就是..可是...可是他們的其他設備又都很好..所以你看他們圖書館[[那麼高級]]
470,F1:,[[嗯嗯=]]
471,F2:,..結果宿舍沒有..沒有電腦..我就不知道這到底是怎樣啊...喔反正就是他現在的室..喔那個舍監聽到他是..喔R..R辰..他就說..喔..那你就去睡他房間吧
472,F1:,..[@@]
473,F2:,[然後就]..就這樣很隨意的就..住進他上學期的房間了
474,F1:,..好奇怪
475,F2:,..可能也是因為他有留東西給他
476,F1:,..喔
477,F2:,..就是那個床墊那些
478,F1:,..嗯
479,F2:,..對然後..反正他好像就有一次就…那個..看影片的應該會傻眼
480,F1:,..@@@
481,F2:,..就有一次好像R..那時候還..好..欸..應該還在交往嗎
482,F1:,..嗯
483,F2:,…或者是他們交往的時候發生的事情..然後R去中國也跟他的室友們講
484,F1:,..所以他又講回來…[也太好笑]
485,F2:,[對..XX..超好笑]…太好笑
486,F1:,..我覺得女人的嘴真的是
487,F2:,..超好笑..因為..因爲…我記得他去中國的時後他們已經分手了
488,F1:,..[[哈]]
489,F2:,[[好像是]]
490,F1:,..真的嗎..這麼快
491,F2:,…欸
492,F1:,..他們不是剛交往沒多久他們兩個就要各自去交換了嗎
493,F2:,..他們是同一個學期去交換的嗎
494,F1:,..我記得是
495,F2:,..喔是喔
496,F1:,…對啊我記得是
497,F2:,…R是去下學期不是嗎
498,F1:,…上學期吧...我們現在才是下學期啊
499,F2:,..欸對欸..喔
500,F1:,..他們都是去上學期啊
501,F2:,..欸對欸
502,F1:,..我記得他們是同時去交換
503,F2:,..不對不對不對..K先去...他是四下的時候去的...嗎...不然他上學期要怎麼跟R同
504,F1:,..喔=
505,F2:,..他在他的四下去..然後R是我們的三上去
506,F1:,..欸...所以..所以他們兩個在一起是...二上..嗯..哼..[二]
507,F2:,[二]上末端…你記得他還發一個去機場送機的文嗎
508,F1:,..可是..可是…R不是二上...喔二上他..二上學期末他們交往
509,F2:,..[[然後大家就期末考…]]
510,F1:,[[然後男生就要去]]
511,F2:,..然後去圖書館..然後大家看到就[崩潰]
512,F1:,[對對對對對對]
513,F2:,..@@@=
514,F1:,..然後..然後..男生二…他[[下學期]]
515,F2:,[[二..對對]]
516,F1:,..就去
517,F2:,..在我們的二下就去交換
518,F1:,..所以他們兩個剛好..喔..他們兩個剛好錯開
519,F2:,..對對對對對
520,F1:,..喔
521,F2:,..錯開
522,F1:,..嗯
523,F2:,..然後有一次好像就是打電話給..R就打電話給K然後問他說你在幹嘛..然後他..他就跟他說他在看A 片打手槍…然後R就哭了
524,F1:,..為什麼要哭[可是我是覺得]
