Turn,Speaker,Utterence
42,F:,..就像我們 proposal 的時候..老師會坐在台下..給一些不知道…到底就是
43,M:,..是是什麼
44,F:,..的建議
45,M:,..對啊..要不然他們就又有點像..uh評論你的研究的…方法或..[計量]
46,F:,[um um] um um
47,M:,..他們就只能
48,F:,..他們就做比較那個初步的…比較…很明顯的那種[[評論]]
49,M:,[[um huh]]對啊對啊
50,F:,...um
51,M:,..其實那樣你看看..你大概就知道..以後..論文口試…[大概]也差不了多少
52,F:,[真的喔]
53,M:,..[[可能]]論文口試可能就是更細…細部的..那個口試委員會比較細部地..去看你的論文啊..看你的研究方法..他覺得哪邊不妥啊
54,F:,[[真的嗎]]
55,F:,..um
56,M:,..啊你就是怎樣怎樣怎樣
57,F:,..那我看..我也去見見世面好了
58,M:,..就去看看啊
59,F:,..那我去報名好了..看還可不可以繳錢
60,M:,..你就自己繳啊..你自己幫自己繳啊
61,F:,..可以嗎
62,M:,..可以啊
63,F:,..這樣子..我們搞不好還可以載一些同學去
64,M:,...那他們自己回家喔
65,F:,..eh可是他們本來就要自己回來啦
66,M:,..看..看你啊
67,F:,..我們可以..就是給他收一個人..就是車馬費一百..這樣他們還有賺
68,M:,…有啊..因為去新竹..來回要兩百五
69,F:,..對啊..這樣還賺一百五..然後我們就在..就是..有沒有..撿客人..當計程車..撿三個客人..我們就賺錢了[@@@]好壞喔
70,M:,[@@@]
71,M:,..好壞喔
72,F:,..好啦..那
73,M:,..他們這樣子..也只省省二十五塊..因為來回票要兩百五十嘛
74,F:,..um
75,M:,..然後去..就一百..[[二十五]]..但是他們沒有買來回票..可能還比較貴
76,F:,[[一百二十五]]
77,F:,..啊[那我們]..那我們跟他們收..不要收一百元..這麼貴好了..我們收…八十元
78,M:,[還有]
79,M:,..喔
80,F:,..或是七十元..就好了
81,M:,..喔..好會做生意啊..老闆娘
82,F:,..一定要的啊..[反正除了]我們倆個之外..還可以再收三個人
83,M:,[一定要喔]
84,M:,..三個人喔...[[這麼]]擠
85,F:,[[um]]
86,F:,...反正他們三個都很瘦
87,M:,..哪三個..[你你已經想好了我們要載]..輝
88,F:,[伊啊…輝啊]
89,F:,..慧[[啊..是不是都很瘦]]
90,M:,[[喔@@]]
91,M:,..喔..四金釵
92,F:,..對啊
93,M:,..三金釵
94,F:,..三金釵...反正除了她們三個..應該沒有別的女生要去了吧
95,M:,…有啊
96,F:,..還有誰…仁
97,M:,.. [仁]..仁
98,F:,[仁]
99,F:,..仁不算
100,M:,..不算喔
101,F:,..仁是男生派的
102,M:,..是男生size的
103,F:,..對..[[她不是女生派的]]
104,M:,[[@@@]]還有誰..沒了吧..其他女生…是誰啊
105,F:,..誰
106,M:,..讀中文的那個..那個那個..奕
107,F:,..她沒有要去
108,M:,..她沒有要去喔...啊還有一個..這真的想不起來…<X 蘭 X>...就沒了吧
109,F:,..um
110,M:,..三個人好像都沒有要去吧
111,F:,..翰有要去吧
112,M:,..他要去喔
113,F:,..王本不是要參加
114,M:,..王本要參加喔..我不知道..可能吧
115,F:,..對啊王不是要參加
116,M:,..um
117,F:,..對啊
118,M:,..可是去...要穿正式的服裝...很麻煩
119,F:,..啊
120,M:,..還好啦..就..就搭一下..之後再換掉就好啦..[你帶衣服]去嘛..反正..開車啊..你東西可以放在行李廂
121,F:,[好吧]
122,F:,..好吧
123,M:,..好吧
124,F:,..那我就這樣決定..那我要寫信給老師了..我要跟他講…告訴他這個好消息..叫他也交一百元的車馬費好了
125,M:,..@@@..老師說..我已經付你們薪水[了]
126,F:,[不]要再叫我交車馬費[[了@]]..@@..好壞喔
127,M:,[[對啊]]
128,M:,..因為這樣子…如果老師自己從..新竹到大甲..那我們到底要去大甲嗎...對不對
129,F:,..我們其實還是要去啊..對不對
130,M:,..對啊..我們去大甲..還是要去大甲..去接他..去大[甲]車站接他嗎
131,F:,[因為]
132,F:,..我可以不要去嗎..老師我可以翹課嗎..老師一定會說可以
133,M:,..對
134,F:,..可是這樣翹一次課..他不就不給我錢了
135,M:,..對啊
136,F:,..這樣不行…我會害了我的生計
137,M:,..你會害了你的生計
138,F:,..對
139,M:,..對啊..你賺的錢..還可以拿來繳..報名費啊…車馬[[費啊]]
140,F:,[[啊]]..那也是…好..我知道了
141,M:,..好..就是這樣..我們[就..對啊..就要去跟宵]老師跑
142,F:,[那…但是]
143,M:,..反正我們的決定就是..我們要開計程車
144,M:,..對..[[我們要開計程車]]
145,F:,[[就是搭載]]同學..跟他們收錢
146,M:,..對對對
147,F:,..然後..把她們載去新竹..把她們丟在那裡..叫她們..自己坐車回來
148,M:,..叫她們..跟大家一起回來..就好了
149,F:,..好
150,M:,..eh..對hon...啊..他們第二天可能不會去
151,F:,..對啊..[因為第一天就]是參訪..對不對
152,M:,[應該不會去]
153,M:,..um
154,F:,..好奇怪喔
155,M:,…可能今年論文數不多吧..不知道
156,F:,..um
157,M:,..去年厚厚兩本
158,F:,..um
159,M:,..你有看到嗎
160,F:,..有...hm..好麻煩喔
161,M:,..um
162,F:,...真想不到..老師居然有興趣..去參加那個
163,M:,..um..怎麼講..因為…科管年會感覺是..全國的…科管所..聚集的年會XX也去全國都去啊
164,F:,..我知道
165,M:,..對啊..um..也沒有幾間科管所..政大也有去啊..對啊..中興最爛..四個四隻小貓當代表
166,F:,..ha..是很少嗎
167,M:,..最少啊..自己都沒有辦法坐一桌..人家逢甲..都還可以坐一桌
168,F:,..um
169,M:,..啊..他們就因為我..我去年也比較早走..啊…就
170,F:,…啊對..你比較早走
171,M:,..對啊..因為她們其他三個都是女生吶…啊她們..都可以窩在一間房間啊
172,F:,..um
173,M:,..啊我..對不對…那只好就..翹頭..就先回家…先回來..反正..第二天的喔…就比較沒什麼了..[第一]天有聽一些演講嘛
174,F:,[um]
175,M:,…那他們都可以請到…像那個科管年會..他都會..表揚..他覺得這一年..哪一家廠商他覺得..有什麼創新啊..[[或者是怎樣怎樣]]..摸頭大會
176,F:,[[喔]]..摸頭[大會]
177,M:,[拍]..拍馬屁大會
178,F:,..@@@
179,M:,..應該是..不是摸頭..他們沒有..層級沒有那麼高..應該是拍馬屁[[大會]]...去年就拍..那個訊聯跟… ASUS
180,F:,[[拍馬屁]]
181,F:,..訊聯是臍帶血嗎
182,M:,..不是..不是訊聯..啊那個..那個…D-Link是友訊
183,F:,..uh [huh huh]..是D-Link喔
184,M:,[是友訊]
185,M:,..D-Link
186,F:,..跟什麼
187,M:,..跟[[ASUS]] ASUS的創新..研發中心
188,F:,[[ASUS喔]]
189,F:,..喔..好…知道了
190,M:,…uhuh..就是..一個是...表揚..表揚那個友訊是..<X 屬於主X>整個公司
191,F:,..huh
192,M:,..然後後來的啊..另一個.. ASUS是表揚..中心的..的創新吧..什麼什麼的
193,F:,..所以是一個馬屁大會
194,M:,..對..馬屁大會
195,F:,..uhuh
196,M:,..deng deng deng deng deng di deng deng
197,F:,..不要吵
198,M:,..一定是你 <L5 a kyu L5>
199,F:,..不是..我覺得…我不知道怎麼講..反正我就覺得..這個很麻煩
200,M:,..出去科管年會
201,F:,..對啊
202,M:,..其實現在..就是這樣子吧
203,F:,…對不起
204,F2:,..沒關係..我出去喔
205,F:,..不是
206,M:,..是誰啊
207,F:,..不知道…好
208,M:,...um..因為…如果那天..變成喔..變成..只是說我們..比較早而已啊..早上本來就沒有課啊
209,F:,..超早的
210,M:,..對啊..你也要看老師..我覺得..你也要看一下老師..最後的決定是怎樣...我覺得你可以問說..老師如果想去..老師要去的話..那可以採取什麼樣的方法..啊如果老師不去的話..那就…我們也可以..不用..就不用去
211,F:,..可是你一定要去啊
212,M:,…我不一定要去啊..頂多跟你講說..那天有去的方法啊
213,F:,..hon
214,M:,..對啊..而且我老闆也很忙吧
215,F:,..um..好吧...那所以我要..提供給老師..各種不同的方案
216,M:,..你就um…看老師要不要早點決定好... eh…下禮拜...喔..就一號了耶..那老師如果要問你一年級的…你看要不要..老師..請老師早一點決定..如果他要去的話..可以早一點通知一年級的..如果有人要去的話..他們就可以去
217,F:,..um
218,M:,..免得邱老師…他既然那樣子..就…我們也會比較多人參與吧...對啊
219,F:,..不然..報名是到一號而已嗎
220,M:,..一號吧..但是我覺得..之後再加..應該也可以啦...對啊..跟他..就是直接去問
221,F:,..我不會..我不會講
222,M:,..不會講..怎麼不會講..你就問…uh..老師的看法啊..如果老師...uh..要去的話...就…就就禮拜五就直接停課..但是就可以..早一點..跟一年級講說..到底怎樣..決定要不要報名參加
223,F:,..um
224,M:,..對..只是就是說..時間點..可以早一點..對啊..我覺得
225,F:,..因為他不是他下禮拜..才要和學弟他們討論..因為他不知道..他們到底有沒有人要去啊
226,M:,..uhuh
227,F:,..對不對..啊如果他們其實根本就沒有要去..那就不用停課啦
228,M:,..也不一定啊
229,F:,..真的很麻煩
230,M:,..說不定..所以他們不想上課
231,F:,..也是
232,M:,..上課大家都覺得..好累喔
233,F:,…因為他們真的太累了..他們有的都修到..24學分耶
234,M:,..uhuh
235,F:,..我真的覺得好誇張喔
236,M:,..其實二十四學分..還好啊
237,F:,..很多[耶]
238,M:,[因為]..他們今年..沒什麼硬的課啊
239,F:,…生物跟...那個物理..[[一起上耶]]
240,M:,[[物理]]..啊但是他們那個..就..老師會放水的啊
241,F:,…生物老師不會放水啊
242,M:,..生物老師不會放水
243,F:,..對啊..生物老師很硬..他們考的生物..非常的難
244,M:,..真的喔
245,F:,..對啊
246,M:,..他們怎麼沒修你們的…[化學]
247,F:,[物理]..他們修我們的物理..他們沒有修我們的化學
248,M:,..化學是衝哪
249,F:,..衝堂..衝那個智財
250,M:,..uhuhn
251,F:,..對..所以就不行嘛…我覺得..唉..我也不知道他們在想什麼..修超多課的
252,M:,..uhuhn
253,F:,..然後..每天都會搞得好累喔
254,M:,..感覺他們不會很累..不是都在玩
255,F:,…也是
256,M:,..對啊
257,F:,…我那天吶..我那天有遇到那兩個學妹喔
258,M:,..哪兩個
259,F:,..就是...eh…就是..上課報告的時候..被老師罵的那個..學妹
260,M:,..um
261,F:,..跟另外那個
262,M:,..喔..在哪邊遇到
263,F:,..廁所
264,M:,..um..怎樣
265,F:,..然後他們就說..那個..王老師又找她們
266,M:,..um
267,F:,..又找她們出去..講話..然後我說..um..怎麼會..不是上次都講過了..然後他們說對這次又找..不知道..不知道是什麼事..一直找他們..[讓他們]很緊張
268,M:,[對啊]
269,M:,…真是的…所以說不可以混
270,F:,..真的..怎麼可以這樣子
271,M:,...算了..不管他們
272,F:,…好吧
273,M:,..就是@@@
274,F:,..@@@
275,M:,..一笑置之..反正又不關我們的事...所以…但是…報告被批評的..不是..那個學妹..是[[她的組員..可是她們]]主要..主要..要有問題的…PP PTT PPT..是那個…是那個..妳們同門的
276,F:,[[是她那一組啊..對啊]]
277,F:,…uh
278,M:,..是琬
279,F:,..是她
280,M:,..是琬負責的部份
281,F:,..被罵了
282,M:,..就..就是說..老師說..看不懂她的PPT在寫什麼啊
283,F:,..um
284,M:,..uh..對啊..然後那天還去幫她看PPT..然後那你就把它改得白話一點..妳不要就是只有寫一個什麼..什麼<L2 as aspect L2>..但是沒有說明..這是什麼東西的<L2 aspect L2>..是聯合
285,F:,..什麼東西..aspect是什麼
286,M:,..方面啊
287,F:,…喔
288,M:,..是aspect嗎
289,F:,.. aspect
290,M:,.. aspect
291,F:,.. aspect
292,M:,..um..就是那個吧..妳看她寫的啊..就可能是什麼構面..啊..就只就有寫構面..構面啊..構面而已..[對啊]..她可能是..她只有大標啊..就是
293,F:,[喔]
294,M:,…[[報告的時候]]報..對啊..啊就報..可能報告的時候有講..但是
295,F:,[[老師是要她寫細一點啊]]
296,F:,..PPT上沒有
297,M:,..沒有啊..[啊老師]..對啊
298,F:,[就不行啊] ..對啊
299,M:,..就跟她們說..妳就這樣改一下..試試看..好了..對啊對啊..[[就這樣@@@]]
300,F:,[[喔..應該]]都有問題啦
301,M:,..不曉得
302,F:,..um
303,M:,..可能[吧]
304,F:,[我覺得應該]不是只有..應該不是只有那個部份吧
305,M:,..可能吧..我又..我又[[沒有去看]]
306,F:,[[所以是那]]個琬找..就是..找你去幫她看喔
307,M:,..對啊
308,F:,..喔..你整個就是..uh..很有威嚴喔..大師兄
309,M:,..@@@屁
310,F:,..@@@屁
311,M:,..屁
312,F:,..屁
313,M:,..我也有…我也不知道啊..那就隨便去唬..哈啦一下啊
314,F:,..去唬他一下
315,M:,..對..去唬爛一下
316,F:,..好啊..謝謝
317,M:,..就說..啊隨便老師啦..反正..就是這樣了嘛
318,F:,..反正..改一改..[老師就會說好]
319,M:,[一一堂課]而已..對啊對啊..改一改…來回幾次就好了..而且第一次報告..一定會有一組會被
320,F:,…對
321,M:,..下馬威啊..老師就會..一直釘
322,F:,..對
323,M:,..對啊..去年的那個君..他們也是啊...君他們那一組…啊他們也是因為..怎麼講...就是…uh…可能組員有些報告沒有報得很好啊..然後也是說..PPT怎樣
324,F:,..我也有啊
325,M:,..可是..你還好啊
326,F:,..我哪有還好
327,M:,..你那個..只是..我不知道他發了什麼瘋
328,F:,..我還好啊..你說我還好喔
329,M:,..你還好..你哭得很慘而已
330,F:,..哭得很慘好不好..你居然說我還好
331,M:,...唉唷..那也沒什麼大不了啊
332,F:,..是沒什麼...現在想起來..當然會覺得沒什麼大不了啊
333,F2:,..郭電話
334,F:,..妳就接就好啦..沒關係
335,M:,…妳就接說..不要再打電話了
336,F:,..白癡喔@@
337,F2:,..喂..郭嗎..妳等一下喔
338,M:,..妳跟她
339,F:,..妳跟她說我不在就好了
340,F2:,..可是我說等一下耶
341,F:,..沒關係..妳跟她說[我在忙]
342,M:,[沒空沒空]
343,F2:,..喔..好..郭說她在忙耶
344,F:,..幹嘛我要跟[[你在忙]]
345,M:,[[是誰]]
346,F2:,..喂..郭說她在忙妳不可以等一下再打電話給她
347,M:,…會不會是你 <L3 老母 ((母親)) L3>
348,F:,..不會吧..[不可能]
349,F2:,[把冷氣]關掉..然後把窗戶打開
350,F:,..對嘛..你看..這麼無聊的事情...好..那…總之..就是這樣了
351,M:,..把冷氣關掉..是這一支嗎
352,F:,..不是啦..不要亂關啦..不是啦
353,M:,…唉唷..剛剛
354,F:,..你一直看我雜誌..你是有打算是要打扮成那個樣子嗎
355,M:,..對啊..被你發現了
356,F:,..你是要打扮成這個樣子嗎
357,M:,..不是耶
358,F:,..還說對..[[你不要偷看我雜誌啦]]
359,M:,[[我在幫你看衣服啊]]..我在幫你看衣服啊
360,F:,..不要…不要偷看我的雜誌
361,M:,..不要偷看你的雜誌
362,F:,..um
363,M:,..那我們講到哪邊了
364,F:,..我想要幫你買一件西裝外套
365,M:,..um..但是..我不喜歡..那天..妳叫我試穿的那一件
366,F:,..你覺得那件不好看喔
367,M:,..不好看
368,F:,..你是說..我叫你試穿我同學的那一件喔
369,M:,..對啊對啊
370,F:,..你覺得是..它的材質嗎
371,M:,..就是..我不喜歡那種衣服..不是..就是那個材質啊..還有它的…感覺..就是..不太喜歡..就對了…就覺得
372,F:,..你是對人..還是對外套
373,M:,..對外套
374,F:,..喔..對外套...好那我們來選別的嗎
375,M:,..那..那…那你們家廚房使用過了嗎
376,F:,..沒有
377,M:,..從來沒有喔
378,F:,...沒有
379,M:,..好可憐喔
380,F:,..本來要使用的..你也知道發生了一些意外
381,M:,..OK..我知道
382,F:,..對...你可以翻雜誌
383,M:,..好...hon…[hon@@XX] @@
384,F:,[hon@@好啦]
385,F:,..怎麼這麼長
386,M:,..um
387,F:,..都沒有話可以講了…古沒有話可以講了
