Turn,Speaker,Utterence
105,F3:,[要不要拿去]
106,F2:,..不要
107,F1:,...<L3好額 L3>人家早餐
108,F2:,...你給他吃沒關係..[[看他騎得]]那麼可憐
109,F3:,[[他要去喔]]
110,F3:,...ei..ei..喔[@@]
111,F3:,[你剛]騎到整個都是汗eh我還幫[[你提eh]]
112,F1:,[[你騎哪]]
113,F3:,...因為我..騎腳踏車到這邊..我五十分就從家裡出門了..然後我二十分才到這裡
114,F1:,..你家裡住哪裡
115,F3:,..五結
116,F2:,..ho[好遠喔]
117,F1:,[啊你也]住..那麼遠喔..我不知道eh你住五結哪裡
118,F3:,.....大吉..[[那還是]]很偏遠
119,F1:,[[大吉]]
120,F1:,..大吉在哪一個..鄉
121,F3:,...五
122,F1:,..就在
123,F3:,..三吉路
124,F1:,..[三吉三結三吉]
125,F2:,[@@=]
126,F3:,..三吉路..[[路]]
127,F1:,[[三]]吉路
128,F3:,..路..對..我們..我們就是五結國中在這邊啊然後我們家就要一直走走走這樣又..又這樣走很遠[之後]
129,F1:,[反正]就是在五結國中附近嗎還是
130,F3:,..並沒有..五結國中在這裡我還要再再很..再再過去很遠..就是這邊過來就是這邊四吉[[嘛]]
131,F1:,[[我]]們家比你更遠我們家在更裡面
132,F3:,..ha
133,F1,...那威eh
134,F3:,..ha
135,F2:,..威...威
136,F1:,..hm
137,F2:,..[威]
138,F3:,[我我]..你們怎麼[[方向]]感不要跟我講..這個[[[@@]]]@
139,F2:,[[威]]
140,F1:,[[[@@]]]
141,F2:,..威
142,F1:,..比五結國中還要裡面
143,F3:,...我們..遠很多eh
144,F1:,..比那個鄉公所還要裡面
145,F3:,...我們也是
146,F1:,..對啊
147,F3:,..我們遠更多
148,F2:,..都住很遠地方
149,F1:,..@@@
150,F2:,..X了[我印象..]早上都可以很晚起來這樣
151,F1:,[在比遠的]
152,F3:,..對..氣死我了..我現在每天早上都五點多六點半起床
153,F2:,...真的假的..我都六點起來然後再看書eh我在那邊看個半個小時左右
154,F3:,..不然我會來不及啊
155,F2:,..是喔
156,F1:,..你都自己騎腳踏車喔
157,F3:,..並沒有
158,F1:,..啊不然你那麼早起來
159,F3:,..都讓我媽載..可是..因為我弟妹要上學..在國..他們要[上課]啊
160,F2:,[多小]..他們多小啊
161,F3:,..喔[[奇怪耶]]
162,F2:,[[@@@]]
163,F1:,..國中還[是]
164,F2:,[@]@@
165,F3:,..一[[個國中一]]個國小啊國中那一個要跟我ㄧ起出門啊國小那個我媽他都還要繞怎樣又都不能讓他們遲到所以我們就要很早就出來
166,F2:,[[一個國中]]
167,F2:,..喔
168,F3:,..這就是為什麼我跟你們不一樣不用帶書包啊..@@@=[@@@=]@
169,F1:,[啊為什麼]..你妹國小要那麼早去啊
170,F3:,..沒有就..我媽先把我跟我妹..國中那個妹妹載來這邊載來上課之後他再回去啊
171,F1:,...再載[[你]]弟喔
172,F2:,[[喔]]
173,F3:,..han..[再回去]載我另外一個妹妹..我家四個人吶..[[四個]][小孩啊]
174,F2:,[回去載]
175,F1:,[[喔]]
176,F2:,[hohohoho]
177,F1:,..幾個[不是]
178,F3:,[我家]庭分工的時候明明就講過了
179,F1:,..我知道四個啊啊一個弟弟最小的喔
180,F3:,..對啊
181,F1:,..啊幾年級
182,F3:,..才..二[[年級]]
183,F2:,[[@@]]
184,F1:,..啊妹妹第二個
185,F3:,..四年級
186,F1:,..四年級
187,F3:,..國[一]
188,F2:,[哇]哇
189,F1:,..高..高[[@@@=]]@@
190,F3:,[[@@@=]]
191,F2:,[[@@@=]]
192,F3:,..好奇怪喔
193,F2:,..都差好多喔
194,F3:,... 這張要交回去[嗎]
195,F1:,[最]大跟最小差
196,F3:,...八歲
197,F1:,..八歲[[好多]]喔
198,F3:,[[八歲]]
199,F2:,..ei我跟我妹就差那麼多啦
200,F1:,..我[跟我妹差..我跟我弟差五歲]
201,F3:,[我昨天..你知道為什麼後來]後來劇本會用手寫嗎
202,F1:,..為什麼
203,F3:,..打到一半後來用手寫...因為[我]
204,F2:,[打]到一半停電[[@@@=@@=@]]
205,F3:,[[不是怎麼可能打到一半]]停電吶
206,F1:,...沒有墨水喔
207,F3:,...@@@沒有墨水我還印得出來嗎
208,F1:,...啊[印到這裡剛好沒啦]
209,F2:,[喔就..打的時候]沒有[[想到]]
210,F3:,[[不是]]...不是是我弟說..姐我要玩電腦了
211,F2:,..@@@
212,F1:,..那怎麼辦..你不先..等我打完再給..給你用
213,F3:,..他就不理我他就要哭了啊
214,F1:,..啊我
215,F3:,..啊我媽去開會然後我然後我..然後我弟就在那邊說我要打電話給媽媽
216,F1:,..然後就
217,F3:,..hon
218,F2:,..跟我妹一樣..[他就]說我要打電[[話給媽媽]]
219,F3:,[hon chi]
220,F1:,[[其實我弟]]我才不理他eh
221,F3:,..他就一直哭hon
222,F2:,..然後我媽就不會接..這是重點[..直接]掛他電話
223,F1:,[@@@]
224,F3:,..我媽會接然後會開始罵人然後他會先罵他然後回來之後再罵我hon..hon
225,F1:,..ei..對我[[在開會]]打什麼電話啊
226,F2:,[[好可憐]]
227,F3:,..ha
228,F1:,..你媽啊
229,F3:,..喔氣死我了
230,F2:,...很生氣這樣子
231,F1:,..那個是[什麼]..那個是[[什麼]]
232,F3:,[對啊]
233,F2:,[[@@]]
234,F3:,..就是那個啊我買的這個..這家的...很[好喝]eh..可是
235,F1:,[帽子]
236,F1:,..喔咖啡喔我以為
237,F3:,..[[半糖..跟你講它真的]]是半糖我剛開始[真的沒有糖]
238,F2:,[[那是在..羅東那邊吧]]
239,F1:,[這在哪裡呀]
240,F2:,...這不是在羅東那邊嗎
241,F1:,..八[塔]
242,F3:,[你]看你看你看..半糖..半糖..[[很甜]]
243,F2:,[[對eh]]..還有加[[[奶精]]]
244,F1:,[[[古X]]]..[你買..你]那個是什麼
245,F3:,[對很甜]
246,F2:,..好便宜喔
247,F3:,..oh
248,F2:,..那個什麼
249,F1:,...你喝什麼
250,F3:,..咖啡喝latte 啊
251,F1:,..哪一..很多啊..[喝什麼]
252,F3:,[最上面]那個啊
253,F1:,..那個喔三十五塊
254,F3:,..對啊...我很窮好不好
255,F1:,..這個好貴喔
256,F2:,..那是..[[那..是不是在羅..羅中那邊]]
257,F1:,[[可是咖啡好像要差不多這樣]]
258,F3:,..對啊就[那個...那個]
259,F2:,[XX..XX]火車站有關嗎
260,F3:,..寶雅..寶雅旁邊那一家
261,F1:,...[ha..有喔]
262,F2:,[ei我有]記憶了
263,F3:,..有啊寶雅[[在這邊]]
264,F1:,[[是轉角]]那一個喔
265,F3:,...不[是]
266,F1:,[那]轉角是麵包店吶
267,F3:,..不是..寶雅不是在這邊[[然]]後這邊不是轉角啊這邊不是羅東國中啊這邊不就是寵物店..寵物店的旁邊
268,F1:,[[hen]]
269,F1:,..有寵物店嗎
270,F3:,..有啦
271,F1:,..我根本不知道有寵物店
272,F3:,..hon
273,F1:,@@[@=] 虧我還是羅東國中[[的]]學生
274,F2:,[我很少去那裡]
275,F3:,[[eh]]
276,F2:,..很少去那邊對不對
277,F1:,..eh
278,F2:,...太遠了...我騎去那邊要十分鐘...可能更久
279,F3:,..我家騎來騎去那邊要二十五分鐘
280,F2:,..更更久嗎
281,F3:,...對[啊]
282,F1:,[從]我家騎到那不會更..騎到羅東不會很喘嗎
283,F3:,...很累[[啊所以我今天..我]]今天就..一直流汗然後又很冷
284,F2:,[[@@@還要變成那樣]]
285,F1:,..啊今天怎麼不叫媽媽帶
286,F3:,...我媽在睡覺
287,F2:,...@@[@]
288,F1:,[啊]叫他起床會被罵嗎
289,F3:,..他很累eh他昨天很晚睡
290,F1:,...幾點
291,F3:,..他他都兩三點才[[睡]]覺
292,F1:,[[喔]]
293,F2:,..好辛苦喔
294,F3:,..hon好辛苦喔[而且他還是]純家庭主婦
295,F2:,[XXXXX]
296,F2:,..@@
297,F1:,..純家庭主[[婦那為什麼還要去開會]]
298,F2:,[[那那為什麼幹嘛去開會]]
299,F3:,...喔就那個..我家佛教徒然後要去
300,F1:,..喔
301,F3:,..他是真的很[信那個呢]
302,F2:,[還有那個]呢..XX
303,F1:,..慈濟那種hio
304,F3:,..不是我們家是靈鷲山..你知道什麼是靈鷲山嗎
305,F1:,..不知道
306,F3:,..@@[[@]]
307,F2:,[[聽]]過聽過我也不知道那是什麼
308,F3:,..ho喲..幹嘛
309,F2:,..幹嘛...你幹嘛@@[在那]邊問幹嘛...怎樣
310,F3:,[喔]
311,F3:,..沒有
312,F2:,..沒有
313,F3:,..[[你幹嘛重複我的話]]
314,F2:,[[你的賤玉兔很白痴]]eh
315,F3:,...這個喔
316,F2:,..賤玉兔
317,F3:,..這個我在逢甲買的
318,F2:,..是喔
319,F3:,..還有一個綠色的可是我覺得紅色比較可[愛]
320,F1:,[你]買多少
321,F2:,..紅色比較好看我喜歡[[紅色的]]
322,F3:,[[兩百五]]
323,F1:,..兩百五...你遇到土匪喔
324,F2:,...[很]貴
325,F3:,[hun]
326,F1:,..對啊
327,F3:,..我覺得他那邊都是坑錢的這原本更貴不會再殺價
328,F2:,..那樣賣一個
329,F3:,..原價[[兩百九]]
330,F1:,[[真的嗎]]
331,F2:,..賣<L3 日本人 L3>的
332,F3:,.. <L3 日本人 L3>..[ha]
333,F2:,[就]是..那個都是會賣..[[就是外國]]觀光客這樣子
334,F3:,[[賣賣凱子]]
335,F3:,..hen對..[然後那個]..幹嘛
336,F2:,[hm hen對]
337,F2:,..@@@[[=]][@@@]
338,F1:,[[@@@]]
339,F3:,[奇怪eh]然後還有一個是綠色的..可是
340,F1:,..屬於哪一種綠色
341,F3:,..淺的[[還]]
342,F2:,[[就]]這個的..啊抱歉
343,F3:,..這種綠色啊
344,F1:,..噁
345,F3:,..對然後就是然後上面就不是賤玉兔是青蛙然後我就想說[然後我就說..]然後我就覺得..就是這隻啦
346,F1:,[扯好噁心喔]
347,F2:,...喔
348,F3:,..超放超大的
349,F2:,..hm
350,F3:,...然後我就想說紅色比較可[愛]我就買紅色的
351,F2:,[噁]
352,F3:,..結果[[回]]來之後我媽就跟我講說...紅色漏財喔
353,F2:,[[噁]]..@[@@=]生氣
354,F1:,[@@@]
355,F3:,..我這也是在逢甲買的
356,F1:,..紅色[漏財]
357,F3:,[然後]..然後這支這個買一百九這支手錶買一百九..然後回來之後我某一天..然後在[[那個]]
358,F2:,[[羅東夜市喔]]
359,F3:,..羅東夜市..[看到]有賣
360,F2:,[看到]
361,F3:,..[[一百五]]
362,F1:,[[一百五]]
363,F3:,..[@@@=]
364,F1:,[@@@=]
365,F2:,[@@@=]超好笑的
366,F3:,..ei這[[樣感覺]]
367,F2:,[[你這樣]]你這樣有點窘eh真的
368,F3:,..對啊竟然敢坑錢內而且還是在逢甲買..喔
369,F2:,..真的[是]
370,F1:,[逢]甲東西它算便宜嗎還好吧
371,F3:,..我覺得還好eh有些東西好..貴喔
372,F2:,..我沒去過[那裡]
373,F3:,[可是]它大阪燒很好吃
374,F1:,...大阪燒很好吃[[我]也要吃
375,F3:,[[對]]
376,F2:,..上班怎[麼]辦
377,F3:,[對]
378,F1:,..下次[[可不可]]以帶一份給我
379,F3:,[[大阪燒]]
380,F3:,..[嘶]你出錢嗎
381,F1:,[@@@=]
382,F1:,..OK啊...車錢你出啦
383,F3:,..@@@=
384,F1:,..人家[只想]
385,F2:,[車錢]很貴..真的覺得很貴..坐車去那邊..可能要花很多錢[[喔]]
386,F3:,[[你]]知道我們班嗎二十二班
387,F1:,..hm
388,F3:,..對啊你你知道我們班超常出去班遊的嗎
389,F1:,..為什麼
390,F3:,...你們不知道[嗎]
391,F1:,[我]不知道eh為什麼
392,F3:,..我們班超常出去班遊的eh
393,F1:,..老師有去嗎
394,F3:,..當然有啊就老師策劃..我們之前有去就是七年級的時候有出去烤肉..[然後]
395,F1:,[是老]師自己愛[[玩不說]]
396,F2:,[[也太好]]了吧..我們老師吃素不讓我們去烤肉
397,F3:,..@[@@]
398,F2:,...[好不]好笑
399,F1:,..吃素[[你們老師吃素喔]]
400,F3:,[[我們老師也吃素]]
401,F2:,..然後他就不..[他就說那個..不要不]要烤肉
402,F3:,[我們老師也吃素啊]
403,F3:,..然[[後]]
404,F2:,[[然]]後三[年級快畢業]才那個
405,F1:,[E吃素喔]
406,F3:,..ha
407,F1:,.. E吃素喔
408,F3:,..對啊E吃素啊..你叫他E喔我們叫他維尼
409,F1:,..我們叫E我們大家..全..之前[[他教過的]]都叫他E
410,F3:,[[他吃素啊]]
411,F3:,..他吃素啊
412,F1:,..是喔
413,F3:,..我們都叫他維尼熊eh[我們之前..]我們之前出去畢旅的時候畫那個
414,F1:,[我們叫他E]
415,F3:,..海報的那個錦旗也是[[畫]]
416,F1:,[[我]]跟你講喔..你們班的老師上次被我耍..就我們去畢..畢旅..畢旅嘛然後不是那個..去那個..劍湖山啊
417,F3:,..hm
418,F1:,..然後不是有一個G Five 嗎然後老師因為那時候國..國一是他教的跟他還不錯...然後老師問我說那..就問我說要..有沒有膽一起去坐然後我就說好啊走啊走啊走啊然後結果他自己去排隊然後上去了我在下面幫忙拍照@
419,F2:,..[@@@=]
420,F3:,[@@@=]
421,F1:,..然後老師..回..下來啊然後我就跑掉了然後...過
422,F3:,..我G Five 坐兩次eh
423,F1:,..我[不敢坐]
424,F2:,[ei我也]是eh
425,F1:,..我不敢[[坐]]
426,F3:,[[ei]]
427,F2:,..可是那時候..很小..國…一
428,F1:,..我不敢[坐]
429,F2:,[ei]..六年級
430,F1:,...然[[後回到學校啊]]..遇到他..他剛好那天下雨拿雨傘然後拿他的雨傘打我
431,F2:,[[我自己一個人]]
432,F3:,..@@@=你活該..然後我們老師超常煮東西..我們之前在做科展的時候就是..做糖葫蘆七年級的時候然後做糖葫蘆..結果他就說..為了因應我們科展的需求所以我們某一天的..禮拜三下午的兩堂課就拿來做糖葫蘆..全班
433,F1:,..這樣還[不錯eh]
434,F2:,[那幾天]還要做糖葫蘆
435,F3:,..因為我們是研..就是..蔗..就是[[在研研究蔗糖結晶]]
436,F1:,[[糖葫蘆要把那個有]]沒有..糖用得很薄這樣很好吃..[皮就不會開開了就不好咬]
437,F3:,[對啊然後我們就我們]就整個下午都在做糖葫蘆就對了
438,F2:,..[[@@@]]
439,F1:,[[很好哇]]哪像我們班...老師機車的很雖然是新的老師我們老師[算]第一屆就帶我們班
440,F3:,[誰]
441,F3:,..誰
442,F2:,..是喔
443,F3:,..你是幾班啊
444,F1:,..三班啊...那個誰..就林啊
445,F3:,..矮
446,F1:,...就[是矮矮小小的]
447,F3:,[我知道我知道]我知道..一[[個]]女生
448,F1:,[[hm]]..大家都叫他<L3 窒尻川 L3>
449,F2:,..@@@好好笑喔
450,F3:,..[啊他之前有帶過]我們班國文課
451,F1:,[因為他屁股很大]
452,F1:,..國文課我們老師英文老師eh
453,F3:,..ei..林eh
454,F1:,..林啊
455,F3:,..對啊
456,F1:,..英文老師
457,F3:,..他不是國文老師[[嗎]]
458,F1:,[[英]]文老師
459,F3:,..ei
460,F2:,..他忘記了..他失憶了
461,F3:,..搞不好我記錯人了
462,F2:,...@@@好好笑喔你
463,F3:,...去
464,F2:,..你真的很好笑eh
465,F1:,..我們都偶爾[才一次]同樂會啊...[[煮火]]鍋偶爾[[[才一次]]]很久才一次
466,F3:,[你不要]
467,F2:,[[是喔]]
468,F3:,[[[我覺得]]]
469,F3:,..ei然後我們國三..[的時候]
470,F1:,[一年一]次差不多
471,F2:,[一年]
472,F2:,..才一次ne
473,F1:,..喔真..你們老師吃素沒辦法@@@
474,F2:,..他都不讓我們玩
475,F3:,...啊我們國三的時候..S..九年級的時候然後他就..因為他就說我們會很累...然後...我們好像九..要九..下的時候然後還沒開學之前我們就去九份玩
476,F1:,..唉唷
477,F3:,..兩天[一夜]
478,F1:,[這麼][[好]]
479,F2:,[[好]]好喔
480,F3:,..我們班遊去九份兩天一夜
481,F1:,..好好[喔]
482,F2:,[還]好eh..[[可是]]九份沒什麼
483,F3:,[[然後]]
484,F3:,..九份我們就在那邊..[我們去]爬山啊
485,F2:,[我去過]
486,F2:,..喔是喔
487,F1:,..喔..那那還是不要了..爬山不要[找我]
488,F2:,[那你]們去[[XXX還是]]
489,F3:,[[可是很好玩]]eh我們還有遇到那個在拍韓劇的人..真的是在那邊拍
490,F2:,..韓劇..什麼劇
491,F1:,..真的你有沒有..[一起yeah]
492,F3:,[我不知道]好像台灣沒有上檔
493,F2:,..hon..[[我們我們看台灣有沒有]]
494,F3:,[[我們班有一個男生很智]]障他就在旁邊演然後
495,F1:,..被罵吧..[人家拍戲在那邊演]
496,F3:,[然後韓劇然後那個]導演就叫他趕快走開然後他們就卡了就重來...[[@@@=]]
497,F2:,[[@@@=]]
498,F1:,[[怎麼還有人]]被罵啊
499,F2:,..好可憐喔..不是要裝路人這樣
500,F3:,..eh對啊
501,F2:,..假裝沒有看見
502,F1:,..他還說台灣人怎麼那麼沒水準@@
503,F3:,..然後超多人在..我不知道是誰因為我沒有很仔細去看然後結果..我看超多超多那個在那邊排隊要等跟那個人拍照..拍戲的人拍照
504,F1:,...可能其[實他們不認識]
505,F2:,[明星韓國明星]nei
506,F3:,..對啊
507,F2:,..哇是誰啊
508,F3:,..可是我不知道我對韓國不熟
509,F2:,... he你這個傻女人
510,F1:,..你喜歡韓劇ni
511,F2:,...我不喜歡韓劇
512,F1:,..那你[喜歡]
513,F2:,[我喜]歡日劇日劇很好看
514,F3:,..對
515,F2:,..可是我..不喜歡
516,F3:,..你有看過什麼
517,F2:,..日劇喔
518,F3:,..對啊
519,F2:,..最近..日本..剛播完了What do You
520,F3:,..喔還沒看
521,F2:,..然後...池演的那個..少年刑警
522,F3:,...對我也好想看那個
523,F2:,..ei那個我已經看完了[@@@]
524,F3:,[ho]
525,F2:,..還有那個什麼[[鹿男啊打擊天使]]
526,F3:,[[我都我都要等到]]那個..我都要等到授權之後台灣播了我才能看因為我媽不讓我在電腦看
527,F2:,...真的假的
528,F3:,..對啊
529,F2:,..我用電腦就能看eh
530,F3:,...我媽就不要啊
531,F1:,..你們都有在看那個喔
532,F3:,..很好看eh
533,F2:,..我是暑假看然後因為那一個禮拜才出[一集]
534,F3:,[池]很可愛啊
535,F2:,...還好啦
536,F3:,..你知不知道Winds
537,F2:,..我知道
538,F3:,..你知不知道平
539,F2:,..我知道
540,F3:,..他很可愛他很帥
541,F2:,..雖然他還沒可愛
542,F3:,..屁啦明明就比較帥
543,F2:,..ei你真的很奇怪nei[我又對他們不熟]
544,F3:,[我最喜歡他還說]
545,F3:,...他..我之前我覺得他之前染那個..酒紅色頭髮的時候比[[較]]好看
546,F2:,[[hm]]...不是還有[一個是誰]
547,F3:,[我超懷念]的...龍啦
548,F2:,..對
549,F3:,..九班我有一個九班的同學超喜歡龍
550,F2:,...ei我[有看到]
551,F3:,[啊等一]下我找給你
552,F2:,..他是不是桌上都放那個Winds 的照片
553,F3:,...他還有放那個啊上田的照片
554,F1:,..[誰啊]
555,F2:,[是喔]..我那天拿[[地球]]儀進去我有看到
556,F3:,[[怡]]
557,F3:,..對就是他
558,F2:,..桌上[都是eh]
559,F3:,[他是他]們班班長
560,F2:,...[[真的]]假的
561,F1:,[[班長]]
562,F3:,..對啊
563,F2:,..[他桌上都]是ne
564,F1:,[自願的嗎]
565,F3:,...好像是..可是他做的很好啊..XX eh[[我跟他國小同學]]
566,F1:,[[班長班長很累eh]]我看班長[搞的每天]
567,F2:,[對班長很]累每天都爬樓梯
568,F1:,..對然後[[每天..弄那樣弄那樣]]
569,F3:,[[然後..你知道你知道]]他就..因為他留交通部隊可以剛好可以跟我聊天..然後他就跟我講說那是那個啊地理老師啊
570,F1:,..hm
571,F3:,..[然]後他就說..他就說他們老師有一直暗示他說不要做不要做因為那個班長很累然後中午有的時候集合就要叫副班長代點名然後他就然後他就跟我講說..哼我們老師越是這樣我就是越是不要辭
572,F2:,[hm]
573,F1:,...@@
574,F2:,..是喔
575,F3:,..天蠍座A型
576,F2:,...還研究這個喔@@
577,F3:,..沒有啊
578,F1:,..有差嗎
579,F3:,..畢業的時候就寫那個就有[啦]
580,F2:,[喔]喔喔我都沒有寫那個eh
581,F3:,..[[國小畢業的時候]]
582,F1:,[[你...你們]]你知道自己的血型嗎我不知道
583,F3:,..我是O型啊
584,F1:,..那個要怎麼..那個不算..驗嗎
585,F2:,..要跟O型的人做朋友
586,F3:,.. O型
587,F2:,..因為他跟每個血那個..[可以]相溶
588,F3:,[O型]
589,F1:,..喔
590,F3:,..就是..死了之後可以救你就對了
591,F2:,..對對對[然後不要跟AB做朋友]
592,F1:,[喔yeah沒有沒有啦]
593,F1:,..為[[什麼]]
594,F2:,[[因為]] AB的只能救AB..hm
595,F1:,..那這樣[@@]
596,F3:,[那不]是O..[[也是]]
597,F2:,[[O可]]以救全部
598,F3:,..啊可是..也只有O可以救O不是嗎
599,F2:,...我不知道啊好像是eh
600,F3:,..[對啊]
601,F2:,[可是]你要跟O型做朋友啊
602,F3:,...喔
603,F2:,..對啊..真的啦
604,F3:,..好反正我弟妹都是O型沒差
605,F1:,然後你[弟妹介紹]來給我認識[[@@@]]
606,F2:,[全家O型]
607,F3:,[[我媽還A型]]
608,F1:,..[@@@=]
609,F2:,[@@@=]
610,F3:,..幹嘛
611,F2:,..好好笑喔
612,F3:,..喔我媽A型我爸B型然後我跟我大妹是O型然後我小妹[[是.. A型我小弟]]是B型
613,F2:,[[可以這樣分吶對啦]]
614,F1:,...喔喔
615,F3:,..我們家沒有AB型
616,F1:,..是喔AB型
617,F2:,..AB型優酪乳le
618,F3:,...誰啊
619,F1:,..AB優酪乳@@@
620,F3:,..喔你很
621,F2:,..@@因為我想到啊因為最近一直[在廣告]
622,F3:,[我覺得]它那個..它那個包裝好細可是很貴eh
623,F2:,..很小很小瓶就二十五了
624,F3:,..很[[貴]]
625,F1:,[[什]]麼味道
626,F2:,..超貴的
627,F3:,活菌優酪乳啊[我覺得]還蠻好喝的
628,F2:,[優酪乳]
629,F2:,..就優酪乳
630,F3:,..[[其實我蠻喜歡]]喝優酪乳的ne
631,F1:,[[沒有我不敢喝]]
632,F2:,..真的假的
633,F1:,..我比較喜歡吃[奶酪]
634,F3:,[優格]..[[對我就]]是超[喜歡吃那種]
635,F2:,[[奶酪好吃]]
636,F1:,[我喜歡吃奶]酪可是優酪乳味道不一樣吧
637,F3:,..不一樣啊
638,F2:,..有一[點點酸酸的]
639,F1:,[酸酸的對]不對
640,F2:,..可是不會說[[很酸]]
641,F3:,[[然後]]那個啊你有沒有吃過優格優格也很好吃優格你有沒有吃過
642,F1:,..優格我[沒吃]過
643,F2:,[好吃]
644,F3:,..嗯超好吃的對不對
645,F2:,..對
646,F3:,..那個啊我記得這邊這邊好像有什麼無毒之家是不是
647,F2:,..喔我知道
648,F3:,..我有進去裡面吃過那個優格好好吃喔[[我]]
649,F1:,[[在]]哪裡
650,F2:,..是喔
651,F3:,..我忘記了eh就..反正在羅東@@@
652,F1:,..好像有聽好像有聽過eh
653,F2:,..就是
654,F3:,..有啊
655,F2:,..就是
656,F3:,就是一個綠色的<L3看板L3>
657,F2:,..對[對對]
658,F3:,[然後寫]無毒[[之家]]
659,F2:,[[然後]]上面還會畫一個房[子這樣]
660,F3:,[對對對]對
661,F2:,...可是我忘記在哪裡
662,F3:,..我也是
663,F1:,..有印象
664,F3:,..我記得是[好像是]我..國小還是國中的時候[[去吃就已經很]]久了超好吃的eh
665,F1:,[有印象]
666,F2:,[[@@真的假的]]
667,F2:,..我媽做[的]
