Turn,Speaker,Utterence
238,M:,..嗯
239,F:,..[然後現在又胖了]
240,M:,[對啊]不會胖啊
241,F:,..可是[[現在]]又胖了我褲子都好緊喔
242,M:,[[為甚麼]]
243,M:,..是不是因為你這邊突然好像變大了的感覺
244,F:,..還有..肚子..[跟腰]
245,M:,[肚子]
246,F:,..嗯
247,M:,..真的嗎
248,F:,..嗯..因為辦公..小姐都這樣
249,M:,..應該..都[坐著]
250,F:,[然後今天]..今天..醫生又惹毛他了他真的整個臉很臭我好怕喔我都不敢正眼看他
251,M:,..[[嗯]]
252,F:,[[然後]]我跟他拜拜..他也沒跟我拜拜..我都不知道禮拜五怎麼去..不然還可以叫醫生幫我喬一喬骨盆..讓它縮小一點
253,M:,…陪你去
254,F:,..我真的覺得我今年是怎樣..我們禮拜五先去媽祖廟拜個拜[好了]
255,M:,[嗯]好啊好啊
256,F:,..你也拜吧
257,M:,..嗯
258,F:,..可是我們兩個可以一起去廟嗎
259,M:,..不行喔
260,F:,..我不知道啊
261,M:,..應該OK吧..沒有禁忌吧
262,F:,..以前不是說情侶不能去甚麼廟..喔..呂洞賓還甚麼的只有那個對不對
263,M:,..喔..媽祖廟應該可以吧
264,F:,..你可以問一下你媽嗎
265,M:,..她應該..應該<L3 毋知影 ((不知道)) L3>
266,F:,..你媽他們那一輩比較知道..還是我問我爸
267,M:,…問你爸
268,F:,..嗯
269,M:,..應該還好吧..應該沒有這個規定
270,F:,...好啊..那我們禮拜五就去媽祖廟
271,M:,..嗯嗯..你也好久..你也說[要想去]
272,F:,[對..要趕快去媽祖廟]想去就要趕快去
273,M:,..嗯嗯
274,F:,..這種想法
275,M:,..對
276,F:,..就禮拜五
277,M:,..嗯
278,F:,..禮拜五我們睡醒就去媽祖廟
279,M:,..嗯
280,F:,..然後..去看房子
281,M:,..嗯..好
282,F:,…嗯
283,M:,..媽祖廟你說在這邊[是不是]
284,F:,[松山火車][[站]]
285,M:,[[喔喔]]..松山火車站
286,F:,..還有另外一家啦[看]是要去這個還是要去西門町那一個
287,M:,[嗯]
288,M:,..ha
289,F:,[西門町那一個是百年]
290,M:,[你說饒河]夜市外面[[那一個就是媽祖廟]]
291,F:,[[那個很大]]對
292,M:,..ha..那個我不知道是媽祖廟耶
293,F:,..那個是媽祖廟那個很大
294,M:,..ha
295,F:,..然後還蠻漂亮的然後西門町那個是很久..百年的媽祖廟以前我不知道媽..那個..那個饒河夜市那一個的時候我都去西門町的..[捷運..出去沒多久..就到]了
296,M:,[嗯嗯..就到了..對]
297,F:,..看我們要去哪一個啊...他們都是媽祖廟
298,M:,..好啊...那邊可能要..如果是松山可能要坐公車過[[去]]
299,F:,[[松山]]..看我們要騎車過去還是[怎樣]
300,M:,[有]..有點遠耶
301,F:,..松山很遠嗎
302,M:,..[松山]
303,F:,[忠孝]東路一直開就到了
304,M:,...松山..喔
305,F:,..因為[[那邊沒有捷運]]
306,M:,[[好像..好像是]]
307,F:,..那個要坐計程車
308,M:,..嗯
309,F:,..或坐公車
310,M:,..[嗯]
311,F:,[嗯]..好像要坐計程車比較方便
312,M:,..嗯
313,F:,..再不然就要去西門町那一個
314,M:,..嗯…對啊..西門町會不會..比較..方便一點
315,F:,..嗯
316,M:,..你想去哪一個
317,F:,..都OK啊..我兩個都有再去
318,M:,..嗯嗯..eh你上次說饒河夜市裡面有甚麼好吃啊
319,F:,..你為甚麼又要問我吃的
320,M:,..上次有聽到說你..講到甚麼好吃的..甚麼
321,F:,..甘梅薯條..炸雞啊
322,M:,..啊..炸雞啦..對啦..炸雞
323,F:,..那邊還有賣胡椒餅
324,M:,..胡椒餅喔..我不喜歡吃
325,F:,..可是我有帶三顆回來..不一樣家的
326,M:,..[喔]
327,F:,[赤]肉的..沒有肥的XXXXXX
328,M:,..那你不是一直在吃胡椒餅
329,F:,..eh我沒有耶然後所以那時候我來台北我好愛胡椒餅喔
330,M:,..可是我覺得還好沒有那麼好吃..那時候在
331,F:,..可是[那個]饒河夜市那個真的很好吃
332,M:,[XX]
333,F:,..很燙口汁還會[[流]]出來
334,M:,[[ha]]..你是說..胡椒餅啊
335,F:,..嗯
336,M:,..對啊
337,F:,..我說胡椒餅啊..不然你在講甚麼
338,M:,..剛剛炸雞啊..還有炸雞
339,F:,..嗯
340,M:,..嗯
341,F:,..然後[炸雞]的甘梅薯條很好吃
342,M:,[還有]
343,M:,..還有他的甚麼..shu-..嗯..藥膳排骨喔
344,F:,..[[我都沒有吃過]]
345,M:,[[那個好像]]..好像..好像也很有名
346,F:,..可是我們去會是白天耶
347,M:,..嗯..應該沒有沒有開ho
348,F:,..嗯..就剛好不要吃..你要吃藥膳我再煮那個雞湯啊
349,M:,..喔
350,F:,..那個..比藥膳好吃吧
351,M:,..嗯
352,F:,..對啊
353,M:,..對
354,F:,..還有雞啊..[你可以XXX]
355,M:,[味..味道多]
356,F:,..嗯..我再來煮然後回去我要帶上來也可以帶
357,M:,..嗯嗯
358,F:,....不然去西門町我們可以吃排骨酥麵
359,M:,..ha對..現在整個話題又繞到在吃[@@@=]
360,F:,[@@@=]
361,M:,..真的離不開吃耶
362,F:,..見鬼了
363,M:,..我覺得你這邊住了可能不只一..十個食神了
364,F:,..可是我這陣子真的深深的感受到我被吃困..困擾著..然後增加好多壓力
365,M:,...怎麼會[這樣]
366,F:,[而且]我一直覺得就像今天全良講的..他說我在瞎忙..我說對啊..因為那天我們有一次好像[[有聊過]]
367,M:,[[他今天有說]]你瞎忙
368,F:,..嗯..我就說..因為我們有聊過我就說我這個工..因為他有問過我的工[作]..那樣
369,M:,[喔]
370,F:,..然後..我就有跟他講我都做甚麼甚麼的啊然後..他..還有那個Annie..以前採購那個Annie都說是瞎忙
371,M:,..嗯
372,F:,..我說真的..而且感覺沒有那麼有成就感..然後[[沒有]]專業度
373,Ｍ:,[[嗯]]
374,M:,..嗯
375,F:,..但是..又不可以或缺這樣子的人
376,M:,..嗯
377,F:,..然後我就像打雜的
378,M:,…秘書就像打雜的..不是嗎
379,F:,..要能文能武..各甚麼都要會就對了
380,M:,..嗯
381,F:,..啊甚麼都不通嗎
382,M:,..嗯
383,F:,..@@@都不精
384,M:,..這跟我
385,F:,..甚麼都通但是又不精
386,M:,..這跟我以前學校學的一樣
387,F:,..但是我覺得我食物已經快要變..快要有邁向精的..境界了
388,M:,..有啊你很精啊..對於..對..別人來講你很精啊
389,F:,..而且我發現很多台北人都還不像我這樣子耶
390,M:,..是啊
391,F:,..還都不知道耶
392,M:,..是啊...我們住那麼久我們也不知道啊
393,F:,..你不能比你在鄉下啊
394,M:,..<L4 naniga ((什麼啊)) L4> @@[@@]
395,F:,[請問中和]..請問中和能有甚麼
396,M:,..那汐止又有甚麼
397,F:,..上次那個..那個..琴講那家日本料理看起來不錯..結果..網路上的評價有的也不好啊
398,M:,..啊是
399,F:,..對啊
400,M:,... ha
401,F:,…eh我們星期五要吃甚麼
402,M:,...你不是說要去吃那個
403,F:,..日本料理
404,M:,..螃蟹鍋
405,F:,..要那時候吃嗎..因為
406,M:,..還是要..再[冷]
407,F:,[還]沒有那麼冷啊
408,M:,..嗯
409,F:,..我們可以..不然就是..我想說如果這樣子我們..我們可以去吃日本料理嗎
410,M:,..OK啊
411,F:,..要吃三井還是要吃我另外找一間新的..XXXX..也在這裡而已
412,M:,..嗯
413,F:,..也是套餐然後最便宜好像一千六
414,M:,..嗯
415,F:,..跟三井一樣
416,M:,..好
417,F:,..你覺得要吃三井還是要吃那個
418,M:,…那個跟三井不是差不多
419,F:,..類似那樣沒有menu 他幫你配
420,M:,..喔..是喔
421,F:,..嗯..那那間好像..比較小間我也沒有去過
422,M:,..嗯
423,F:,..還是要保險一點
424,M:,..對啊..還是你要..要去吃[三井]
425,F:,[這一間的]
426,M:,..對啊
427,F:,..這一間比較漂亮
428,M:,..嗯
429,F:,..本店比較沒有那麼漂亮
430,M:,..嗯..就..你說甚麼..和平..沒有那個..敦
431,F:,..就那個富邦大樓[底下啊]
432,M:,[嗯嗯]..啊
433,F:,..那我們要吃那個嗎還是…你要煮給我吃
434,M:,..我..我
435,F:,..可是因為那天我們才從高雄趕回來其實根本沒辦法[準備]
436,M:,[對啊]..我..我..煮給你吃..[[你]]
437,F:,[[不]]是誰說你很會煮嗎
438,M:,..誰
439,F:,..那天不是誰說你很會煮嗎
440,M:,..@@@=我怎麼很會煮
441,F:,..可那天不曉得誰有說你會煮飯
442,M:,..我都是買回來[自己X]
443,F:,[誰誰]講的..我忘了..思嘉...[[還是誰]]
444,M:,[[喔]]
445,M:,..思嘉嗎..[還是全良]
446,F:,[還是誰]..我忘了就有人講
447,M:,..那天在吃伊犁伊犁的時候[[講的]]對不對
448,F:,[[是嗎]]
449,M:,..好像是
450,F:,..啊你都煮甚麼
451,M:,..我都煮現成的啊
452,F:,..我整個圓鱈到現在我也沒看到啊..[凍]壞了吧
453,M:,[@]
454,F:,..凍傷[[了吧]]
455,M:,[[應該]]..放在裡面
456,F:,..你幹嘛不煎給我吃
457,M:,..帶來也冷掉了..好啦我煎[啊]
458,F:,[冷]掉也可以吃啊我用微波熱一熱就好了
459,M:,..用烤箱可能比較好
460,F:,..也可以啊..我都有啊
461,M:,..好啊
462,F:,..那個還能吃嗎
463,M:,..應該不要了吧..好久了
464,F:,..你問一下fish manager 好[[了]]
465,M:,[[三]]個月..冷凍三個月
466,F:,..好像超過了耶
467,M:,..嗯..之前..記得上次特價買的
468,F:,..上次是去年的事了吧
469,M:,..去年嗎
470,F:,..@@
471,M:,..有那麼[久喔]
472,F:,[就年]初的感覺
473,M:,..我那個..那個..君悅的肉粽都可以放到[[現在]]
474,F:,[[拜託]]我去yahoo 都快要七個月了你那個魚沒有三個月騙誰啊
475,M:,..有啊有超過三[個月]肯定超過
476,F:,[對啊]
477,F:,..你都..已經唸很久了[[耶]]
478,M:,[[嗯]]
479,F:,..在..在..你跟我們熱絡之前你就買了
480,M:,..[嗯]
481,F:,[然]後跟我們在這在這個屋子裡很熱絡的時候
482,M:,..喔
483,F:,..多久了
484,M:,..啊那說我會煮..我只..我只燙個青菜..燙個青菜..然後煎個圓鱈..然後..然後再加個水餃..這樣子而已..都亂湊一通啊…啊有時候會煎個蛋...煎個培根
485,F:,..至少還會煎啊
486,M:,..這個我會弄啊
487,F:,..真的嗎
488,M:,..[對啊]
489,F:,[以後]你就弄早餐給我吃喔
490,M:,..可以啊..你敢吃的話
491,F:,..敢啊
492,M:,..真的嗎
493,F:,..你有看過我甚麼不吃嗎
494,M:,..嗯...真的敢嗎..而且很簡單好不好這個
495,F:,..你也會擺盤嗎
496,M:,..擺盤嗎
497,F:,..嗯
498,M:,..這個我可以學啊..[比較沒有那個設計感有沒有]
499,F:,[eh你..你如果在新竹啊]你是要找套房而已還是要有一房...跟廚房
500,M:,..最好有廚房
501,F:,..我覺得你如果有廚房就好你應該找一個one bedroom 然後
502,M:,..嗯
503,F:,..一房一廳跟一個廚房[然後]我週末就去住..然後就可以..弄
504,M:,[這樣比較好]
505,M:,..嗯
506,F:,..那或者你這你..有上來..也可以上來
507,M:,..嗯
508,F:,..XX嗯
509,M:,..對啊..我覺得有一個廚房會比較好..廳是..還好啦一廳
510,F:,..<＠可是有廚房一定有廳＠>通常..不是嗎台灣的模式[又不像國外這樣子]
511,M:,[客廳啦..一廳啦]
512,Ｍ:,..對啊..就
513,F:,..對啊
514,M:,..叫一廳..[[廚房]]
515,F:,[[就一個]]..一個房的啦
516,M:,..嗯
517,F:,..一個房的就是有一廳一廚跟一[個]房的
518,M:,[嗯]
519,M:,..這樣會比較[[好]]
520,F:,[[那國外還有]]
521,M:,..而且油煙也不會跑到整個..[屋]
522,F:,[房間]
523,M:,..房間都是
524,F:,..對啊
