Turn,Speaker,Utterence
639,M1:,..我是..魏說..huh..[我沒有長手啊]
640,M2:,[@@@=]
641,M3:,[@@@=]
642,M1:,..@@@=
643,M3:,..你不是還有一個這個
644,M1:,...什麼東西
645,M2:,..不是..[[我..你知道]]
646,M3:,..[[XXXXXX不是]]有這種動作
647,M2:,..X=
648,M1:,…X=
649,M2:,..[@@@=]
650,M3:,[@@@=]
651,M1:,..喔真的..他會這樣
652,M2:,..[[@@=]]
653,M3:,[[@@=]]
654,M1:,..他昨天..他是防守者喔..然後進攻的一過來..他就這樣子躲[[過去]]
655,M2:,[@@@=]
656,M3:,[@@@=]
657,M2:,..然後那個手就這樣..yu=
658,M1:,..真的
659,M2:,...[然後上次]
660,M1:,[XX]
661,M2:,..上次..練球...然後就學長叫我們..先跑六點..測那個[[時間]]
662,M1:,[[六點才X]]
663,M2:,..然後就是暑訓的時候再看我們跑一次就是看有沒有進步...然後魏跑完了...幹你媽我暑訓不來了[@@@=]
664,M3:,[@@@=]
665,M1:,[@@@=]
666,M2:,..他練球才剛跑[第一天]
667,M1:,[我們第一次]..就是我們..改革完第一天..第一個工作
668,M3:,..@@@=...啊不是沒有學長...暑訓..暑訓有學長
669,M2:,...碩一
670,M1:,...還有...大二...有一個..有一個進來..台..就是他..他是台大土木系的...然後他是[[土木所]]
671,M2:,[[他讀法科所]]
672,M1:,..土木所也唸完了..啊現在來唸法科所
673,M3:,..喔
674,M2:,..欸他超屌的
675,M1:,..然後他是...很屌的
676,M2:,...他功課也超屌..然後打球也超屌
677,M1:,..對啊
678,M3:,..喔我知道..我知道他啊你們不是沒有...現在不是都你們帶了
679,M2:,...[就是他..跟義...主要是]
680,M1:,[XXX..因為X..義不太會帶啊]
681,M2:,..他跟義
682,M1:,...啊就是我跟義..我們討論出來然後去..請教他
683,M2:,..就是義頂[[多就是]]照之前的帶
684,M1:,[[他教我們]]
685,M2:,..可是其實...我們上一屆帶...就是到..練到後面其實..還蠻沒效率
686,M1:,..就是..就是我們...自己..進來的什麼..質..質..然後...練完之後還是什麼質就是..沒有進步很多
687,M3:,..喔
688,M1:,..就是只增加比賽[經驗]
689,M2:,[因為他]沒有練我們基礎
690,M1:,..而且學長就是...要嘛不太會帶..然後要嘛就是..會..就是強的反而不帶我們
691,M2:,..嗯
692,M1:,...就是不會[[主動教我們]]
693,M3:,[[XX也有強的喔]]
694,M1:,...他[們]
695,M2:,[有]
696,M1:,...就是..我們系裡面還是有強的
697,M3:,..[我以為沒有欸]
698,M2:,[不然法律]怎麼打進X強
699,M3:,...你們每次都跟我說沒有
700,M1:,...huh...什麼[[沒有]]
701,M3:,[[你們每次]]都跟我[說他們很爛]
702,M2:,[沒有我們]在嘴另外一群
703,M3:,...喔
704,M1:,...嗯
705,M2:,..就是有..有一..有一..有一群人是先發的
706,M1:,...他們[是很強的]
707,M2:,[就是很強的]
708,M3:,[uhuh..uh]
709,M1:,..可是他們[[不主動教]]我們
710,M2:,[[然後另外一群]]
711,M3:,...uh
712,M1:,..就變成我們自己[去..XXXX的]
713,M2:,[然後反而..反而]是另外那一群
714,M1:,..不太會打球的
715,M2:,..然後就是他跟我們超好的
716,M1:,..對他們就是...[[很智障]]
717,M2:,[[然後我們]]就是私底下就是一直..還是這樣嘴他
718,M1:,..對
719,M3:,..[喔]
720,M2:,[X..你]怎麼[[這麼爛]]
721,M1:,[[啊我們是]]
722,M3:,..嗯
723,M1:,..我們是...都很好..我們是跟大三比較好..跟大二反而沒有那麼好
724,M2:,..對我們跟大三超好的..就是
725,M3:,..大二不是沒什麼人
726,M2:,...[五個]
727,M3:,[五個]
728,M2:,..@@@=
729,M1:,...而且而且..五個中..只有兩個會打球
730,M3:,..@@@
731,M1:,...另外三個真的是..跟你差不多
732,M3:,...什麼跟我差不多
733,M2:,..沒有吧
734,M1:,..你有..你有
735,M3:,..我比較強吧
736,M2:,..不要這樣[@=]
737,M3:,[@=]
738,M1:,[幹我覺得他有練球一定比他們三個強]
739,M2:,...那是身體素質問題
740,M1:,..對啊
741,M2:,..對啊
742,M1:,...XX
743,M3:,..我沒有那麼[爛]好不好
744,M1:,[今天]…今天你們籃下被我搶爆欸
745,M2:,..huh
746,M1:,..你們太扯了..他[[們不卡位]]
747,M2:,[[XX都不卡]]他位..他就站著然後高高的這樣...然後就這樣被摘掉了...然後..我看到他不卡位..就換我進去然後換我跟他搶...然後他就..他就這樣子
748,M3:,...那是三[小]
749,M2:,[他一直]打我..他一直打我..然後打完之後
750,M1:,..不是吧是
751,M2:,..欸..好球..然後就這樣拍我手..欸好球..然後[[我就]]他媽超不爽的
752,M1:,[[不是]]
753,M2:,..@@@...好球..喔..好球..@@@
754,M1:,..欸我
755,M3:,..XXX啊
756,M1:,..對啊
757,M3:,..他不是等了XXXXXX
758,M1:,..沒有...[他是]
759,M2:,[@=]
760,M1:,..他是大二最機掰
761,M2:,...@@=..他..他放槍..他會這樣子站著..他會就是放...投完不是站著嗎..然後他會蹲下來拍地板...幹
762,M1:,..@[[@@=]]
763,M3:,[[@@@=]]
764,M2:,[[你看他聲音]]就是這樣..幹..<L3 操機掰 L3>..白癡喔..白癡
765,M1:,..@@@=...白癡喔
766,M2:,..@
767,M3:,<L3 沙小啊 ((什麼啊)) L3>
768,M2:,..我們已經會學他..就是..然後他有時候就會...給我閉嘴啦...然後就..超好笑的...然後之前..義也有說什麼...喔..XX就是個怪人啊
769,M1:,..對
770,M2:,..他心情好..好的時候
771,M1:,..嗯
772,M2:,..你就去打招呼
773,M1:,..心情[不好就不會]
774,M2:,[然後他心情不好]的時候你跟他打招呼他也會裝作沒看到[[@@@=]]
775,M3:,[[@@@=]]..啊他強嗎
776,M1:,...跟跟..[比..比]P更強
777,M2:,[可是X]
778,M3:,...P更是多爛
779,M1:,...我不予置評
780,M3:,..有我強嗎
781,M1:,...這=有強一點點
782,M3:,...一點點而[[已]]
783,M1:,[[uh]]你練完就比他強
784,M3:,...他不是沒在練球
785,M1:,...後面啦..前面有練..可是..也沒認真練
786,M3:,...他是不是要退了
787,M1:,..沒有啊..他不會退啊...他跟徐就是那種..臉皮很厚..[然後]
788,M2:,[@@]
789,M3:,[@@@=]
790,M1:,...反而是..反而是T
791,M2:,[[X]]
792,M1:,..比較..就是...對啊
793,M2:,..你知道...徐之前..我們B隊打完就是..全...北大盃打完之後我們去XX集合
794,M1:,..嗯
795,M2:,..然後我們就在那邊...就是跟大四在那邊講...就是感性時間..然後...我們大一講完然後就換徐講..然後講一講...然後XX他們問..所以你以後...練球會來嗎..會啦會啦會啦..就是之後沒什麼事..會..會來練球..會來練球..然後之後...背傷不到
796,M1:,..@背傷[不到]
797,M3:,[@@@=]...徐
798,M1:,..然後其[[實是]]
799,M2:,[[然後]]
800,M1:,..他是他回苗栗家
801,M2:,..然後
802,M3:,..@@@
803,M2:,..他回苗栗...他就加那個小隊員好友..然後那個好友的...那個
804,M1:,..下面的
805,M2:,..[XXX]
806,M3:,[我有看到]..[[@@@=]]
807,M2:,..[[被我們當聊天室在聊]]
808,M1:,...不是重點是他自己看不到
809,M2:,..[@@@=]
810,M3:,[看不到]
811,M1:,..然後他XXX問我說..到底有留什麼...然後[[叫我截圖給他]]
812,M2:,[[為什麼他會看不到]]
813,M1:,..現在都[看不到]
814,M3:,[現在都]看不到
815,M1:,..我也看不到..[就是]
816,M2:,[屁啦]
817,M3:,..對..大家都
818,M3:,..你最近沒加人家好友對不對
819,M2:,..[[沒有]]
820,M1:,[[有]]
821,M2:,..[我]
822,M1:,[有加]
823,M2:,..我用金..金教我的...我..我把那個
824,M1:,..設掉了
825,M2:,..好友的..就是全部擋掉..[就是]
826,M3:,[現在]
827,M2:,(0)別人[[看不到]]
828,M3:,[[現在]]完全看不到
829,M2:,..對啊..我超屌的...就是你們[都..你們也看不到]
830,M3:,[沒有我說現在..現在就]算有[[也看不到]]
831,M1:,[[我知道啊]]..那個..那本來就可以設啦
832,M2:,..對啊...就是上次...上次我不知道...加誰然後被...回爛就是連金都有看到...然後金後來就..就是
833,M1:,..喔
834,M2:,..我跟金還有軒然後我們三個..因為軒不是也常常被嘴嗎..然後軒就哇原來進系籃要學的是這個..[不是打籃球@@@=]
835,M3:,[@@@=]
836,M2:,...幹..金超好笑的
837,M1:,...對啊..他是很好的學長
838,M3:,...他大二喔..男籃
839,M1:,..沒有..他是碩一的那個
840,M3:,..喔你說最強[[那個]]
841,M2:,[[他講話]]很直
842,M1:,...對
843,M2:,..[就是]
844,M3:,[講話很]直
845,M2:,...XX像..上次..上..[[上禮拜五]]
846,M1:,[[對..他會]]..他會
847,M2:,..[XX]
848,M1:,[跟我們]講一些就是...就是我們..這個年紀可能不會有的想法
849,M3:,..humhum
850,M1:,...huh
851,M2:,...你不要亂想
852,M3:,..喔喔喔..不好意思[不好意思..想歪了想歪了]
853,M1:,[沒有..他他..因為他25..]他25還26他也當完兵啦
854,M3:,..喔
855,M1:,..然後他研究所也都唸完啦[[..XX第二個研究所了]]
856,M2:,[[他超..他二頭肌很大]]
857,M1:,...對啊..就是他是..[他說..我們]
858,M2:,[幹超強的..他全身都是肌肉]
859,M1:,..他說我們每週可以...就是每天可以多練個半小時..左右..他說..我說..這樣不會太操嗎..他說..其實...你都上大學了你都不能..你都還..不能管理好自己時間
860,M2:,...對啊
861,M1:,..那你..讀書什麼都做不好
862,M3:,..對啊
863,M1:,...啊你就少打一場LOL或..少滑..一下FB就有了...就有練習的時間了
864,M3:,...可是
865,M1:,...[就是..就是是..是真的你會想聽的]
866,M2:,[他超..他...他是丁]..比丁再高一點身材[[然後]]全身都是
867,M1:,[[幹]]..喔
868,M2:,..結實的肌肉
869,M1:,..我以為你說跟丁一樣..[@]
870,M3:,[@]
871,M2:,..[[@@@=]]
872,M2:,[[你知道]]..他比丁還壯
873,M1:,..沒有我說..個性
874,M2:,..<L3 靠盃 L3>[@@@]
875,M3:,[@@@]..這個嗎...你說..這個嗎
876,M2:,..這是什麼...這是什[[麼啊]]
877,M3:,[[那是]]昆蟲嗎
878,M1:,..幹...這什麼
879,M2:,...[@@@=@@=]
880,M1:,[這...這是...]這糖果
881,M2:,..@@@=
882,M1:,...你看看他的桌就是桌上的東西都不是他的@[[@@]]
883,M2:,[[@@]]
884,M3:,[[為什麼]]裡面會有[手機]啊
885,M1:,[@...要嘛]..huh
886,M3:,...[[XXX太]]
887,M1:,[[XX他]]..他有三四台手機
888,M3:,..@<L3
889,M2:,[@@]
890,M3:,..他到底有沒有回來睡過
891,M1:,..有啊他他都要很..很晚回來
892,M3:,..啊他...桌子有在用嗎
893,M1:,...沒有...有啦..很少...就是東西都是別..都是別人..都不是他的..[[都是我們法律系的...還有..陳的]]
894,M3:,[[我上...我..我我...我上次]]那個[飲料..它還在嗎]
895,M2:,[上次那個飲料@@@=]
896,M1:,..我..我有幫你丟掉了..幹那放了一個月
897,M3:,..@@@
898,M1:,..啊裡面有..有蛆還什麼的
899,M3:,...真的假[的]
900,M1:,[真]的然後就丟掉了
901,M3:,..@@@=
902,M1:,..不是...重點是都[[蒼蠅]]
903,M2:,[[你丟]]哪裡啊
904,M1:,..huh
905,M2:,...你丟在別人的房門[喔]
906,M1:,[沒有]啦
907,M2:,[@@@=]
908,M1:,...丟到外面
909,M2:,..[[@@@=]]
910,M3:,[[@@@=]]
911,M1:,...幹真的..你去看[外面]
912,M2:,[等一下]..你真的丟外面
913,M1:,..靠北..安都丟外面
914,M2:,..[[@@@=]]
915,M3:,[[@@@=]]
916,M1:,...他就說...喔對啊我都被你們教壞了@@@=
917,M2:,...@=..外面...外面是花圃欸
918,M1:,...huh
919,M2:,..XXX
920,M3:,..@@@=
921,M1:,...真的欸..啊不然安這裡就..就蘋果...就是其實他是放在這邊放很久它都有蘋果香味..啊放了差不多..一兩個月...啊就就...然後其實是我不小心摔到地上..然後就爛掉
922,M2:,..@
923,M1:,..他說...他以為是放壞掉
924,M2:,..[@@@]
925,M3:,[@@@]
926,M1:,..他就直接往外面丟
927,M2:,..[[@@@=]]
928,M3:,[[@@@=]]
929,M1:,...[@]
930,M3:,[所以]裡面就變很髒
931,M1:,...應該會有人清啦
932,M2:,..[[@@@=]]
933,M3:,[[@@@=]]
934,M2:,...他都是這樣想..他都是這樣想...他說..啊應..應該會有人清啊沒..沒差啦
935,M3:,..你知道我上次看到K..走到四樓...然後..偷偷摸摸的..把某個東西往外丟...[你知道]那是什麼嗎
936,M1:,[四樓]
937,M2:,[@@@]
938,M1:,..什麼
939,M3:,...就是
940,M3:,..應該[[類似]]衛生紙什麼的
941,M1:,[[四樓]]
942,M2:,..欸
943,M3:,...他就..他就
944,M1:,..打完
945,M3:,..他就偷偷摸摸的走上[樓..然後]看看沒人之後就往外丟
946,M1:,[打完噴嚏]
947,M2:,..@@@
948,M3:,..然後..我就..回去密他說...你剛剛是不是上來亂丟垃圾
949,M1:,..往走廊嗎...還是
950,M3:,...往...樓下
951,M1:,..@@@
952,M2:,..窗戶外[[面]]
953,M3:,[[樹P]]啊...@@..他他..他很著急..幹..為什麼你看到了..@@=你應該知道..他是丟什麼東西了
954,M1:,...出事
955,M2:,...那個丟廁所就好了為什麼
956,M3:,…他可能..@@@..@而且他還假裝..可能他以為他自己沒被看到..然後我在那邊等..看..因為我從...看他走出來[到走廊丟東西]
957,M1:,[為什麼..啊幹]嘛到四樓
958,M3:,...啊...怎麼[[知道]]
959,M2:,[[為什麼]]要從四樓
960,M1:,..他不是[他住一樓欸..他住一樓]
961,M2:,[從他窗戶..從他窗戶丟出去]就好了
962,M1:,...他住一樓幹嘛到四樓
963,M3:,...他..沒有啊...你...有陽台的是四樓啊
964,M1:,...喔
965,M2:,...他跑去四樓
966,M1:,...[@@=]
967,M3:,[@@@]...@=[[..不好吧...不好吧]]
968,M2:,[[@@@=]]
969,M1:,..我不知道
970,M2:,..@@@=
971,M1:,...啊...洋洋...我們環島...現在..在考慮要不要跟丁...丁是說...就..因為他..他們傳院也是確..就是..能夠確定的也只有他一個人...對..啊陳是說假如..他開車的話可以...就開車環島...就東部可能就沒辦法...東部那邊太...太[[麻煩]]
972,M2:,[[可是如果]]要開車那我就可以加啊
973,M1:,...對啊...可是..就是
974,M2:,..我直接坐他的車就好了啊
975,M3:,...坐車XX...開車XX...你不想[騎車喔]
976,M1:,[X]他不能騎機車啊..所以他才[[沒]]
977,M2:,[[我爸]]不准啊
978,M1:,..所以..目前就我跟K...啊我們..目前是...預計六七天...可是
979,M3:,...K不是一直在[...挑時間]
980,M2:,[而且我爸XXX]
981,M1:,..K一直..就是一直...不要太長啦...啊我是希望
982,M2:,..沒有..不要太長就等於你要騎..很趕
983,M1:,..對啊..我就說..可是假..你都難得要環島了..你幹嘛不玩久一點
984,M2:,...我覺得你步調要放慢吧
985,M1:,..啊他說..就是..因為大家..就是第一個人少啊...就是..只有我們兩個..第二個就是
986,M2:,..人少才可以慢慢看啊
987,M1:,..對啊...[我]
988,M2:,[你人多]慢慢看[[反而]]
989,M1:,[[可是]]後來我..我們協調後是大概六七天...就是西部會很快
990,M3:,..他應該只是很想騎車是不是
991,M1:,..對啊...第一天我們會到台中..第二天就到台南
992,M3:,...@@=
993,M2:,..不會啦..K不會亂飆
994,M1:,...啊第三天..可能到屏東...假如真的太遠就直接到..就...停高雄...然後屏東完..然後台東...一天..花蓮一天
995,M3:,...台東騎車喔
996,M1:,..然後一
997,M3:,...哇...好麻煩
998,M1:,...還好就..就...看..看..還沒查路況吧...就沒有..沒有很麻煩就[直接]
999,M3:,[可是從]屏東到台東就
1000,M1:,..有距離喔
1001,M3:,...就是...中間很散
1002,M2:,..那一段很難騎
1003,M3:,...那段很[[難騎]]
1004,M1:,[[那就用]]運的啊...真的不行就是運的啊...就我們還[沒查]
1005,M2:,[運還]蠻貴的喔...運一次也要四百多
