Turn,Speaker,Utterence
85,M:,[阿諾史瓦辛革跟那個..跟那個]席維斯史特龍就是
86,F2:,..那都[[超老]]
87,M:,[[藍波]]
88,F1:,..那我不太想看
89,M:,..我不是[演員..演員是還好我是]
90,F2:,[那都過氣的…武打明星]
91,M:,…我想要早上問我妹有沒有空能陪我去看…二十一號他十八號要上課我二十一號下午回去…做服務業真的很累..你那時候都不會累嗎..我我很喜歡跟人家..跟客人攀談那種弟弟妹妹或者是高中大學生..或是有外國人
92,F2:,..你一陣子就會膩了
93,M:,..真的會膩..難怪T [跟我說]
94,F1:,[你你]做多久
95,M:,…做什麼做多久我做了現在十天…從十[[三號]]
96,F1:,[[喔]]
97,M:,..可是因為週年慶很忙所以我每天幾乎都去…然後..泰國人的英文真的是超好…泰國
98,F1:,..是嗎
99,M:,..超級好
100,F1:,..[例如]
101,F2:,[真的]
102,M:,…我[[怎麼講]]
103,F1:,[[為什麼]]真的
104,F2:,..我們去泰國你你真的看到路邊在賣菜的..XX..你跟他因為我們不知道要怎麼跟他講啊..[然後就講英文]他都會用英文回你啊
105,M:,[他們英文超好]
106,M:,..他們英文[[真的超級好]]
107,F1:,[[ei可是..我]]去香港香港人英文也就超好
108,M:,..對
109,F1:,..然後我看到那些來跟香港人買東西的那些…泰國人啊什麼什麼什麼的..英文也都超好我心裡就想[說台灣]英文是就
110,M:,[真的啊]
111,M:,..爛掉啊日本跟韓國其實英文都..沒有到很好
112,F1:,..我沒有去過日本啊
113,M:,…對啦
114,F2:,..ei你去香港會講英文喔
115,F1:,…嗯
116,F2:,..你去香港為什麼要[講英文]
117,M:,[中文]可[[以吧]]
118,F1:,[[沒有]]就是他們會跟
119,F2:,…別人
120,F1:,..別人[講英文我們]不用講[[英文]]
121,F2:,[喔]
122,M:,[[香港]]人真的沒話講因為香港你用你用美金跟他買東西都可以對不對
123,F2:,..可以喔
124,F1:,..香港他們超強的ei就狂
125,M:,..英文很強吧
126,F1:,…狂不覺得買東西的時候他們都用英文跟其他國家的人講話嗎
127,F2:,..嗯
128,M:,..真的
129,F1:,..XX
130,M:,..教育真的有差
131,F2:,..是
132,M:,..我在那邊待有上海來的有有那種南..就是有大陸人…也有馬來西亞人有新加坡人都有
133,F2:,..你做[[你做]]你在哪裡待
134,M:,[[然後]]
135,M:,…我在..阪急啊去打工啊
136,F2:,..你在那邊那麼多種人喔
137,M:,..因為那邊是
138,F1:,…大家[都想要坐那個馬桶吧]
139,M:,[觀光客的第一站啊]..[[沒有那只有我]]
140,F1:,[[@@@]]
141,F2:,..[好噁喔]
142,F1:,[@@@]
143,M:,[空閒的]時候坐著然後玩手機然後看看那個[[那個那個]]T有沒有空
144,F1:,[[@@@]]
145,M:,..XXX或是[XX]
146,F1:,[又是] T
147,F2:,..[[@@]]
148,M:,[[問一下]]我是[舉例]
149,F1:,[你之後]再下半身@@@=
150,F2:,..ei你現在跟萆會尷尬嗎
151,M:,..萆尷尬..ei..TSK…我有一點尷尬我想要問他他現在到底有沒有男朋友..因為他po 一些出去玩的照片然後都不po 他跟誰..[然後]
152,F2:,[XX]
153,M:,..又是跟男生
154,F1:,..你怎麼知道是男生
155,M:,..其實我這樣講好了啦...我可以不用追他可是我那陣子就想要去載他跟他聊天然後帶他去吃宵夜玩這樣..可是就是
156,F2:,..就在談戀愛啊
157,M:,..沒有沒有那時候我覺得沒有到談戀愛的感覺可是那時候就覺得..因為研究所也無聊
158,F2:,..有有你説有你就說會開始會想他[什麼的]
159,M:,[會對會]那是後面
160,F1:,..[[愛上了]]嗎
161,M:,[[反正]]..反正就是覺得ei他還不錯因為他還蠻[他真的很上進他很]他很上進反正是重點就是
162,F2:,[會在意嗎]
163,F1:,..他很上進
164,M:,..就他還蠻上進他工作他那工作其實還蠻對啦工作都很累可是他讓我感受到他工作真的超累..然後對他早上去然後他是做那種
165,F2:,..我的工作也很累啊
166,M:,..都很[[累我知道啊]]
167,F2:,[[@@@]]=
168,M:,..只是就是說他在我公司附近我剛好可uh不在我上班的地方附近我可以繞過去可是他那個時候有跟我講一些就是他好像跟總經理的特助還不錯…然後[我就說]我就説他幾歲
169,F2:,[然後你就吃醋]
170,M:,..我沒有吃醋我說ei那他幾歲啊就説啊四十六歲…就覺得…TSK我說那你可以跟他在一起他說沒有..他就説沒有…然後我就為什麼
171,F2:,..你説四十六歲
172,M:,..他四十六
173,F1:,..他有喜歡的男生了啊那時候
174,M:,..是哪一個啊..我也不知道..他[也跟我說他]
175,F1:,[他不是有跟你]講了嗎
176,M:,…ha
177,F1:,…他不是說他有他們說他已經跟T XX講白
178,M:,..有嗎沒有他是有一個算是…就是..我其實我都有親口問過他就是他跟我講他對誰好..誰喜歡…那我就..他說他有一個..在高雄那個時候有打工認識一個男生..好像小我們一歲還是大我們一歲反正這不是重點反正就一個男生然後..還不錯…然後他說他跟..他一個好姐妹..也是室友啦…的男朋友跟男朋友還有他跟他就是s兩對情侶..說什麼以後約好要一些承諾啊怎樣怎樣..可是也沒有在一起啊..我就説那這麼好為什麼不在一起然後他還說什麼他過幾天要請假去找那個男生玩一天…在台中…可是也沒有在一起啊..就也沒有怎樣啊.然後我就覺得就很奇怪..[可能我]
179,F2:,[那一個]
180,F1:,…我不知道是[[哪一個啊我只知道有一個喜歡的人]]
181,M:,[[我也不知道哪一個我也不知道哪一個我只知道他有一個]]…我他跟我他也沒有跟我說他喜歡就說..我就說那可以在一起啊我就我就一直問他那你們現在就是男女朋友意思一樣因為沒有他就説…喔沒有啊他覺得那個男生也是太愛玩了什麼的他說他在職場上看了很多…然後又有一個總經理特助對他還不錯…然後我就説那你們可以在一起啊他就説喔都那麼老了怎樣子我也不知道他在想什麼他好像[有一點]
182,F1:,[你要過來一點]
183,F2:,..喔
184,M:,..他好像有一點點就是我是覺得那時候覺得就是說覺得好像
185,F2:,…四十六歲真的有點老了你幹嘛催人家叫人家[跟]他在一起.
186,M:,[ha]
187,F2:,..[[四十六歲]]
188,M:,[[我就說]]那你可以在一起啊我説那你媽媽知道嗎怎樣子他就説那個男生就是…有一次不是就張就順便找他然後他還開車載他們去玩…Honda的一台車我想說這一一定不是他家的車…而且有時候好幾次我去載他..然後我有我有跟你講過我有點不太爽因為我覺得就是我載你…我來答應來載你然後你[可能]
189,F2:,[他叫你]在..比較遠[[的地方]]
190,M:,[[他叫我在遠]]一點等他我說為什麼他說什麼怕就是他就怕有人看到那我..不問是誰我想也知道是誰啊
191,F1:,…誰
192,M:,…[就是那個特助啊或是]
193,F2:,[就是那個..特助]
194,M:,..公司講閒話那我覺得…我就覺得喔那我也沒關係…對..我是照載然後載了之後…他爸爸會..他家住花園新城他爸爸會開車到下面來
195,F1:,…然後呢
196,M:,..來載他然後也是叫我在遠一點怕他爸爸看到還怎麼樣我也不知道..反正就是叫我載到某個點然後..我說我可以送你回家..他偶爾會OK 偶爾就不要…我也不知道為什麼..就…不知道ei他也沒談過戀愛啊…說真的到應該沒有吧我也沒有問T我自己跟T見面我不會跟他聊這些這件事ei…我頂多只會[[問他說]]
197,F1:,[[問他啦萆]]
198,M:,..我只我頂多只會問他說ei..趙工作怎麼樣現在好像聽說比較輕鬆現在…他
199,F2:,..他現在還在三井嗎
200,M:,..三井啊
201,F1:,…他應該..不會隨便離吧我覺得他能找到這工作很[還不錯ei]
202,M:,[沒有ei]他好像做得有點厭倦然後我偶爾久久會跟他line 就說ei你在幹嘛..或說ei…就像這樣…對啊我覺得很奇怪他有一點我很不..不解我也我有質問他我就説…我說…就跟我我問他說ei有幾部電影很好看相信你是看電影你要不要跟我一起去看..他說不要..我說跟我看電影有那麼TSK痛苦嗎我說沒必要吧我說你説要朋友那我找你出來..啊你大可以拒絕可是他每次回答都說什麼T去我才去..這點真的讓我很不爽..可能這是我的問題這是…我不爽這個點可能你們覺得奇怪…可我[[就是]]
203,F1:,[[他說]]不定就是要告訴你一些警訊啊
204,M:,..我我我個人我想跟他直來直往…你就直接這麼說喔我不喜歡看你婉拒或是什麼都好你不要說什麼喔T去我才去喔..意思是說他可能想要…他可能這部電影搞不好他也想看..我會解讀意思是說這部片子搞不好他也想看…只是說他不想跟我單獨我就覺得…跟我單獨很不爽..我就直接問[我就説..我就說]
205,F1:,[@@]
206,F2:,..這意思[[很明白]]
207,M:,[[跟我單獨]]我說我跟[你約]
208,F1:,[對啊]他就不想跟你單獨啊
209,M:,..對我就説我就説可是我是ts我的意思是說那你不喜歡跟我你就拒絕我就好你不要跟我說什麼T去我才去然後他還說老規矩什麼的因為我之前約過他很多次..他就説喔T去我才去…那我就覺得…就覺得有一點…不太爽..就是真的不太爽…就是我覺得說我你知道你懂你懂那什麼意思嗎我意思是說你寧可拒絕我…譬如說你要不要跟我去看電影…如果説我不要..那這種你拒絕我我OK 啊或是說我沒興趣…[這樣就好可是他就..可是他]
210,F1:,[這樣會不會把我的..把我的]fb 刪掉啊
211,M:,..ha..誰
212,F1:,..你啊…你[[之前]]不是說@T fb 刪掉因為T都不理[你]
213,F2:,[[你把]]
214,M:,[不是]啦MSN 啦
215,F1:,..哎yo
216,F2:,..@@@[@@]
217,M:,[我還跟我妹]我說容…T從此跟我沒關係我不想這個朋友我不要了我還跟我妹<L3 lau L3>[[狠話]]
218,F2:,[[那你現在]]還一直找他
219,F1:,..你看[這個]
220,M:,[ei沒有]真的是緣份..我跟你講這真的是他媽的
221,F2:,..我不信這一套[[@@]]
222,M:,[[不是]]這..那時候是..真的是..超我有跟T講…真的是超級大巧合我..刪掉的隔天他主動打電話給我那時候我把手機刪掉了…想說ei怎麼還有T號碼我已經把它刪了啊結果原來是…有刪表面跟刪那個..sim 卡裡面那sim 卡後面還有存
223,F2:,…[嗯]
224,M:,[我]趕快打給他..然後就開始那一天剛好認識趙..因為剛好他找我約在一個咖啡廳…在大坪林那裡
225,F2:,..這是個錯誤ei
226,F1:,..對啊
227,F2:,..@@
228,M:,..可是..我覺得不是錯誤啊我現在單身…我覺得現在我就..平常抱著..有…談戀愛的準備就好可我真的寧缺勿濫..真的就覺得..反正以後有機會也可以認識嘛..先把自己…我現在就是想趕快找個好工作然後…當然我爸媽工作也很累我是很體諒我爸媽…我爸媽都不是台灣人來台灣奮鬥…能k有這樣能把我跟我妹教育成這樣子是他們還不錯了那我就…啊我單身..我可以唯一的女伴有誰..就我老妹啊他也單身我問他容要不要跟我出去…喔我妹打籃球不跟我他出去吃飯買球衣也…什麼都一起我們去逛全家[全聯]
229,F2:,[ei]我姑姑我姑姑已經辭職了
230,M:,..ha你姑辭職了
231,F2:,…你你[[不是想]]
232,M:,[[彭]]..我常常回去看他的耶彭姊我們叫他彭姊
233,F1:,..@
234,M:,..而且你姑姑跟你真的[很像ei]
235,F1:,[哪裡啊]
236,F2:,..[[他家那邊]]
237,M:,[[就在我家]]巷口的那個..永和豆漿超級[好吃的]
238,F1:,[那為什麼]叫彭姊
239,M:,..他家他他
240,F1:,..ha
241,M:,..[[姑姑叫彭]]
242,F2:,[[他叫彭]]
243,F1:,..然後辭職了
244,F2:,…你[最近]還有看到他嗎
245,M:,[為什麼]
246,M:,..還有啊前幾天ei[[真的]]
247,F2:,[[真的]]還假的..可是他..他
248,M:,..可能..下次我再觀察一下…我真的覺得你以後就變得跟你姑姑長得一模一樣
249,F1:,..@@
250,M:,..我一看到你..超像那個型
251,F1:,…ei我有看過你姑姑啊
252,M:,…我[姑姑]
253,F1:,[賣早]餐店新店高中
254,M:,..阿姨呀那[[阿姨]]
255,F1:,[[喔阿姨]]
256,M:,..大小阿姨
257,F1:,…他小阿姨[家]
258,M:,[你]假日去會看到我媽..三個…[[三姊妹]]
259,F1:,[[喔現在]]還在營業喔
260,M:,..還在營業啊全多麥…偶爾[還去]
261,F1:,[喔全多麥]
262,M:,..偶爾…偶爾譬如說像那個時候當兵之後我還去..騎車就是從我過個對岸我走…中安便橋反正就是..[[騎車過去]]
263,F2:,[[我忘記]]那是哪一家
264,M:,..吃一吃然後再走
265,F2:,..出新店高中右[轉]
266,F1:,[在]那個全家便利商店[[的旁邊]]
267,M:,[[對對就在那邊]]
268,F2:,[[喔]][喔想起來了]
269,M:,[過..過頭]一間啦…對啊
270,F2:,..因為他也要開早餐店啊我姑姑要在我們玫瑰城開一家早[[餐店]]
271,M:,[[喔]]
272,F2:,..然後已經..都..準備差不多然後剩半個月就要開了
273,F1:,…真的那你妹不就很開心
274,F2:,..為什麼
275,F1:,..他不是很想要賣早餐嗎
276,F2:,...我妹已經去辭了[xx啊]
277,M:,[他妹]要去
278,F2:,..XX[[XX]]
279,F1:,[[他妹]]去當…ha他交男朋友了
280,F2:,..沒錯
281,F1:,…嗯
282,M:,..而且又那個..[XX]
283,F1:,[XX]
284,F2:,..[[馬偕]]
285,M:,[[是喔]]…ei他妹真的變超多的ei我覺得從以前認識到現在感覺啦聽你這樣講他妹…價值觀變好[多喔]
286,F1:,[醫生]
287,F2:,…什麼
288,F1:,..你妹[[交了一個]]醫生嗎
289,M:,[[是喔]]
290,F2:,…不是一個…嗯
291,M:,..應該是出去玩認識的吧
292,F1:,..你要給我看喔
293,F2:,…ei ei然後就說XXXXXXXX..就是可以給你看啊…繼繼續啊
294,M:,..你是在給我自信嗎
295,F2:,..不是那個男生很很[你看到你就]不會喜歡
296,M:,[搞不好有錢啊]
297,F2:,..我我[[我不]]喜歡
298,M:,[[是喔]]
299,M:,…那你有沒有跟你妹講嗎…我問你你妹妹交男朋友你那時候有跟他說什麼嗎
300,F1:,…沒有啊
301,M:,…就有沒有給你妹一些建議像我妹交了男朋友我看過之後我覺得..嗯那男的OK …而且還前幾天[才來我家玩]
302,F1:,[mhm]…我會一直想要積極幫他介紹男朋[[友]]
303,F2:,[[你看]]
304,F1:,..uh
305,F2:,…這男的是不是看起來[就是很怪嘛]
306,M:,[他是光頭還是]
307,F2:,..就是光頭因為他也是今天[[去當兵]]
308,M:,[[有點像]]
309,F1:,..他感覺像吸毒的
310,M:,..有點[像是]
311,F2:,[對啊]
312,M:,..感覺好像就是那種…好像身上有很多刺青的那種感覺…壞壞XX
313,F1:,..感覺會容易情緒化耶
314,M:,..這種對好像會打你妹的那種[感覺你妹那麼瘦]
315,F1:,[對對對感覺會打人]nei
316,F2:,…我不喜歡這種男生他不知道為什麼會喜歡這種男生..對啊
317,M:,..不是..[[可是可是重點是]]你妹怎麼認識的我很好奇ei
318,F2:,[[他最近一直很常]]
319,M:,…出去玩..[還是]
320,F2:,[他說]朋友介紹的
321,M:,…喔
322,F1:,…朋友介紹然後就在一起了..所以他已經…完全走出情傷然後現在在戀愛
323,M:,…我覺得你妹好怪喔…都被[你妹]
324,F2:,[你們]只看到XXX沒有沒有一下子有一陣子了…他們有曖昧[[一陣子]]
325,F1:,[[就是]]..喔
326,F2:,..還沒在一起啦其實就是一直[在曖昧]
327,F1:,[喔]
328,F2:,..因為他跟我說因為他要去當兵了就是他可能覺得..[比較]
329,F1:,[你説]那個男的[[要去當兵]]
330,F2:,[[就是也是]]今天去當兵跟戴一樣好像是同一梯的
331,F1:,…今天去當兵喔
332,F2:,..嗯戴不是也是[今天]
333,M:,[今天啊]十五號
334,F1:,..對啊[[戴]]
335,M:,[[正常]]不是替代役喔正常的是這一梯然後
336,F1:,..該不會同..那個[吧]
337,F2:,[你你知道]為什麼我昨天問你嗎因為我昨天去xx店裡就是想跟他說就是祝福跟他就是講個話跟他說當兵順利什麼..然後我又很怕他想封鎖我
338,M:,…ha[什麼]
339,F1:,[明明]就是你封鎖他
340,F2:,..你你你怎麼知道..他跟你講的喔
341,F1:,..你跟我講的啊
342,F2:,..喔喔喔[[喔]]
343,F1:,[[你]]説你封鎖戴@
344,F2:,..那你有跟戴講喔
345,F1:,..@沒有啊
346,F2:,..喔
347,F1:,…他會難過吧
348,F2:,..他應該自己他那一天還傳簡訊跟我說為什麼我他傳line 我都不回他…因為我根本就沒有看到
349,M:,..ei fb 的封鎖很奇怪譬如說..某些人..然後我想要..從此就是以後他發文譬如像我朋友做Nu Skin 我想要封他…可是
350,F1:,..啊@@[他去Nu Skin 喔]
351,M:,[舉例啦我舉例]我舉例就是我朋友XXXX我想要他每天po 一些什麼我瘦身啊什麼什麼的[[我就瘦身]]
352,F1:,[[@@@]]
353,F2:,..[林嗎]
354,M:,[我要封鎖他]對然後我就[[我封住他..可是我們]]我們還是好友
355,F2:,[[是林對不對我也想要封鎖]]
356,M:,..可是我可以看不到他的話就對了..那我要復原的話要怎麼復我不會用ei..所以我現在
357,F1:,…你不能
358,M:,…好像不行nei
359,F1:,…你是直接封鎖了按封[鎖了]
360,M:,[不是]不是是..他的動態我不要看到這樣子所以我們還是好友[[關係]]
361,F1:,[[喔那]]還
362,M:,…fb 可以看到聊天室在旁邊
363,F1:,..可以選擇吧你就去好友那邊選要不要看到就可以
364,F2:,..不然你就把他刪掉然後說uh我不小心刪掉然後[你再把他]
365,M:,[然後]再重加
366,F1:,…嗯
367,M:,..可是我的意思是說好像朋友有的是你按到..封鎖還是什麼…對方不會把你當做好友就等於是刪好友所以他以後看到你…它就會顯示什麼未..未好友或是其實知的知的道
368,F1:,..沒有你按封鎖的話你
369,M:,..不會
370,F1:,..他不會讓你知道...如果你刪除好友他你你之後點進去的時候[他就會新增]好友
371,M:,[他會設定新增]
372,F1:,..那如果你封鎖他的時候你就看不到他所有訊息
373,M:,..是喔
374,F1:,…然後..也不能再..新什麼新增啊或什麼的
375,F2:,…嗯
376,M:,…反正現在T跟張…還有那個趙他們三個..好像還蠻常聚會真的還蠻常的
377,F2:,..嗯
378,F1:,…我不知道
379,M:,…張是...做什麼啊做..補習班老師吧
380,F2:,..對啊
381,M:,...然後那個羅是..還在每天看他都po 一些還蠻開心的
382,F2:,..他不是[還在唸書]
383,M:,[他研究所喔]
384,F2:,..對啊研究所
385,M:,…師大
386,F1:,..ha他是師大研究所[[喔]]
387,M:,[[碩]]二
388,F2:,..師大
389,F1:,..他這麼厲害喔
390,F2:,…他也有考上政大ei可是他後來去去唸什麼師大
391,M:,..其實師大也[是很多]
392,F1:,[他想當]老師喔
393,M:,…TSK..他好像蠻想當老師的我
394,F2:,..嗯
395,M:,..那天去..趙家有一次吃飯他就剛好坐我旁邊…然後就一霹靂啪啦問我一些聊天[XX還蠻]
396,F2:,[他還蠻]想要當老師喔
397,M:,..對然後我有把侯就是拿你來跟他聊然後他就喔喔你們很熟…我說[[我知道]]
398,F1:,[[ha]]
399,F2:,..是喔
400,M:,..就是因為去趙家就是一個很奇妙的飯局…就是…剛好那個[時候]
401,F1:,[然後]你就把侯當話題喔
402,F2:,..@@@
403,M:,..不是話題啊就是..我說ei..你跟侯很熟我知道…對然後就開始聊他還蠻蠻健談而且他..蠻會做菜的
404,F1:,..就為了你講了什麼
405,M:,…ha
406,F2:,…他蠻會做菜…怎樣煮他有[現場煮]給你
407,M:,[超會做菜]
408,M:,..沒有那天飯局就是…就是…其實那天剛好是我去..我打給..我問趙說ei要不要和我去看電影他就說[[不行他有]]事..剛好那時候是禮拜五還禮拜六
409,F1:,[[@@]]
410,M:,…然後剛好T就密我說ei…啊既然你們要找一天出去那就反正那就順便就借問就說什麼ei你要不要來趙家烤肉他們有一個..party …然後那party 就是…就是…趙帶了…兩三個他大學的室友也是台北人…然後他有[其中一個]室友有一個男朋友
411,F1:,[XX]
412,M:,…然後那個那個室友他跟趙很好是姊妹淘然後是唸安康高中安康高中我一票人認識啊林啊什麼的我一票人都安康P他們…他們都認識所以就有很多話題然後他男朋友..喔…他那室友的男朋友..幹[[又高]]
413,F2:,[[是我們]]那屆的嗎
414,M:,..超壯跟我們那屆的壯到爆我說哇同學[你會不會太高]
415,F1:,[壯到爆]
416,M:,..而且[[比我高]]比我高
417,F2:,[[是巨人症嗎]]
418,M:,..叫做
419,F2:,..@@
420,M:,..那個人很nice
421,F2:,..ei [你説什麼名字]
422,F1:,[安變]好醜喔
423,M:,..不會啊ha
424,F2:,..叫什麼名字
425,M:,..叫余還不錯的一個男生..高高的然後靦腆靦腆笑笑的..笑起來牙齒很白然後很像[盧廣仲]有點像盧廣仲的臉
426,F2:,[安]
427,F2:,..安現在變很醜喔
428,F1:,..我覺得安fb [[看]]起來變好醜喔
429,M:,[[就]]..把..就留[鬍子吧]
430,F1:,[就沒有]那麼帥
431,M:,…高以翔有沒有那時候我覺得他還蠻像高以翔
432,F1:,..哪裡啊我以前就覺得..ei他好帥喔然後..最近看fb 就覺得…安好像變醜
433,M:,…[我不知道ei..TSK]
434,F2:,[太久沒看到安了]高中的時候
435,M:,..我們[[我們]]
436,F1:,[[XX]]他身材好好喔
437,M:,..他很壯..XXXX我們同學會的時候靠我們跟他聊天每次問他一些事情
438,F1:,..沒得逞
439,M:,..他都有點[迴避耶]
440,F2:,[@@]
441,M:,..他都有點迴避耶
442,F1:,…[ha]
443,M:,[TSK不知道]就是同學會不是都問什麼ei你在做什麼
444,F1:,…然後他不想回答
445,M:,..就..我也不知道啊就那樣啊..啊每次啊[那哪樣]他不講我只知道他爸爸是做裝潢的
446,F2:,[huh]
447,M:,…可是他之前好多次一直po 他跟女朋友的閃照一直出去玩啊怎樣怎樣怎樣愛你啊怎樣怎樣怎樣..然後我就說奇怪…你是不用上班不然就是每次看都在外面然後我也不好意思問算了我就現在很少聯絡…因為我們是..我國中我們那一票是有幾個女生都到外面那回國之後才會聚會或是有誰生日…對我有一個朋友是做人力仲介的…他…就是還蠻..如果你有興趣我可以請他幫你介紹工作
448,F1:,..嗯現在不用[我要出國了]
449,F2:,[他在哪一家][[人力仲介啊]]
450,M:,[[喔]]
451,F1:,…獵人頭嗎
452,M:,..獵人頭的..hunter …那個企圖心要很強我朋友很強勢那個很可怕…就是很很能力很強就[是]
453,F1:,[他]賺很多嗎
454,M:,..TSK…錢應該是其次啦..還好吧…你要多是多多你覺得…你覺得現在社會..一個男生…一個月年薪多少你願意嫁
455,F2:,…他不在意這種吧
456,M:,…沒有我覺得s..如果啊..感覺什麼qi扣掉…如比如說你想..你遇到一個又帥又高…又有錢可是他…沒擔當或者是反正這些..另一些那個什麼…因素都排除你覺得..一個男生…當然是希望啦你覺得多少你願意嫁
457,F1:,…多少年薪
458,M:,…至[少啦]
459,F1:,[年薪]很難算ei因為你還要加獎金[[什麼的]]
460,F2:,[[可是就是]]加起來
461,M:,..加起來啊
462,F1:,..全部加起來
463,F2:,..un huh
464,F1:,…月入五萬我覺得可以
465,M:,..可以..[OK ]
466,F2:,[就]低於五萬就不行
467,F1:,..低於五萬就會有點少如果要嫁了的話
468,F2:,..你説平均嗎就是加獎金那些年終[[獎金下去]]
469,F1:,[[沒有..沒有]]就最少..然後再加上年終什麼還沒加
470,F2:,..ha ha五萬喔…<L3 go ban khoo ((五萬元)) L3>
471,M:,..你覺得lei
472,F2:,…我
473,M:,…其實我覺得..小..小fe答..你他講這答案我覺得我..我如果如果我是女生我覺得差不多也是這樣..五萬其實就可以了[你不要]
474,F1:,[你該不會]要到十萬吧
475,M:,..你不要指望現在[[男生..你不要指望你]]不要指望現在男生每個人都每個人都[很]
476,F2:,[[沒有我我我原本想說四萬]
477,F1:,[喔]..他想說四萬..沒沒已經加年終什麼的
478,F2:,..沒有沒有沒有加
479,M:,…你是說至少月薪要四萬塊
480,F2:,..嗯
481,M:,..其實說難不難說容易不容易耶我
482,F1:,..oh所以站在那邊很累喔…那你那時候還跟我說..欸你可以去振那邊打一下工啊
483,M:,…可以啊..我們缺人..[[而且正職]]
484,F1:,[[而且我那時候還有做正職]]
485,M:,..你什麼時候要去那個
486,F1:,…明年..過年後
487,F2:,…欸對啊你要不[要去那個]
488,M:,[你要不要來]..欸欸等一下..等一下
489,F2:,…欸[[我很多]]百貨公司的同事
490,M:,[[我認真問]]
491,F2:,..都問我要不要[去打工]
492,M:,[等一下喔]欸
493,F1:,…你幹嘛要去打工..你都有正職了
494,M:,..[等一下]
495,F2:,[就]六日吧..或是..我之前有幫我妹問啊然後...[[有些]]
