Turn,Speaker,Utterance
42,F2:, .. 喔
43,F3:, .. 不要 放 在 說 他 可以
43,F3:, .. 很 會 很 會背 呀
43,F3:, .. 考試 考 很 好 啊 什麼 的
43,F3:, .. 我 覺 得 那 個
43,F3:, .. 目標 不要 放 太 遠
43,F3:, .. [[你 也 比較 有 成就 感]]
44,F1:, [[除非 你 有 辦法]] 一 對 一
45,F1:, .. 因為 你 現 在 有 點像 一 對 多 啊
46,F2:, .. 但 其實 我 覺 得 一 對 一 的 話 我 以 以前 可以 但 現 在 不行
46,F2:, .. 你 知道 為什 麼嗎
47,F1:, .. 為 什麼
48,F2:, .. 因為 我 現 在 有 牙套 我 不 想要 太
48,F2:, .. 不太 想要 講 太 多 話
49,F1:, .. @@ [那 你 就]
50,F2:, [會 磨]
50,F2:, .. 會磨 破 我 的 嘴皮 呀
51,F1:, ... 可是 你 對 多
51,F1:, .. 更 難教 耶
51,F1:, .. 你 怎麼 會覺 得 這 樣子
51,F1:, .. [[比 較 < X輕 鬆X > 講 話]]
52,F2:, [[沒有
52,F2:, .. 我 說 一 對 一]] 是 指
52,F2:, .. 就是
52,F2:, .. 每個人 一 對 一
53,F1:, ... 喔
54,F2:, .. 就是 那 個
54,F2:, .. 小小 班
54,F2:, .. 然後 拆成 每 個 一 對 一 那 這樣 XXX
54,F2:, .. 講話 講到 那 個欸
54,F2:, ... 反正 就是 去 帶
54,F2:, .. 然後 有 時候 就 覺 得
54,F2:, .. han
54,F2:, .. 不 知道 要 怎 麼帶 才 好
54,F2:, .. 你 應該 可以 了解 那 個
54,F2:, .. 感覺 吧
55,F1:, .. 了解 可是
55,F1:, .. 你 說 的 那 個 男生 他 是 真的 不 想 學耶
56,F2:, .. 對
56,F2:, .. [你 看 得出 來對 不 對]
57,F1:, [我 覺 得 真的 有 這種 感覺]
57,F1:, .. 對 呀
57,F1:, ... 我 [[倒 我 倒是 覺 得]]
58,F2:, [[而且 還 一直 打擾]] 別人
59,F1:, .. 我 倒 覺 得 你 先 把
59,F1:, .. 時間 花 在 那 兩 個
59,F1:, .. 比較 想 學 的 女生 比較
59,F1:, ... 對 他們 也 比較 公平 啦 說實 在 的
60,F2:, .. um - um
61,F1:, .. 因為 我
61,F1:, .. 我 其實
62,F3:, .. 老師 很 容易 為 了 [一 個 X 學生 放棄 XX]
63,F1:, [對
63,F1:, .. 我 以前]教 安親班 也
63,F1:, .. 我 覺 得 我 犯 了 跟 你 一樣 的 錯誤
63,F1:, .. 就是
63,F1:, ... 先 去 管 那 個 不 想 學 的
63,F1:, .. 其實 不 對
63,F1:, .. 你 要 先 管 想 學 的
64,F2:, .. 可是 那 [[不 想 學 的]]
65,F1:, [[然 後 你 有 剩餘]] 的 時間
66,F2:, .. 可是 他 不 想 學 的 會影響 其他
66,F2:, .. 所以 要 先
66,F2:, ... 那個 啊
67,F1:, .. 說實 在 他 才 一 個 人
67,F1:, .. 而且
67,F1:, .. 那 才 三個人 吶
68,F2:, .. 沒有 我 是 說 他 會
68,F2:, .. 像 如果 說 你 以前
68,F2:, .. 像 你 像
68,F2:, .. 你 以前 帶 的 安親 班
68,F2:, .. 然後 如果 有 一 個 一直 吵 大家
68,F2:, .. 然後 你 一定 要 管 他
68,F2:, .. 要不然 他 就 一直
68,F2:, .. 騷擾 大家 所以 大家 都 不 想 學
68,F2:, .. 但 他 想要 引起 大家 注意 啊
68,F2:, ... 應該 都 會 有 這種 情況 吧
69,F1:, .. 會 啊
69,F1:, .. 可是
69,F1:, .. 我 會覺 得 說 你 應該 要 先 好好 跟 他 講
69,F1:, .. 然後 可能 先 給 他 一 個
69,F1:, ... s - 小小 的 作業 什麼
70,F2:, .. 就是 讓 他 安
70,F2:, .. 總 之 [讓 他 安靜]
71,F1:, [對 啊]
71,F1:, .. 總是 先 讓 他 安靜 一下
71,F1:, .. 然後 先
71,F1:, ... 把 時間 花 在 其他人
71,F1:, .. 他 也 許
71,F1:, .. 你 講 一 講
71,F1:, .. 他 聽到 他 覺 得
71,F1:, .. 好像
71,F1:, .. TSK
72,F2:, .. 很 無趣 [[是]] 不是
73,F1:, [[有]]
74,F1:, .. 蠻 有用 的
74,F1:, .. 就 你 可能 講 一些 什麼 東西 他 可能 覺 得 蠻 有用 他 也
74,F1:, .. 搞 不 好 他 也 會聽 一下
74,F1:, .. 因為 他 真的 沒有 別 的 事 可以 做 啊
75,F2:, .. um
76,F3:, ... 可以 私底下 找 他 來 啊
76,F3:, .. 跟 他 說
76,F3:, .. 你 期望 大概 那 個
76,F3:, .. 表現 是 什麼 樣子
76,F3:, .. 對 他 嚴肅 一 點
76,F3:, ... 也 有
76,F3:, .. 也 有 小孩子 是 認為 你 不是 正規 的 老師
76,F3:, .. 正好
76,F3:, .. 就是
76,F3:, .. 平常 的 老師 很 兇 他 不 敢
76,F3:, .. 現 在 [正好 來 了 一 個]
77,F2:, [喔]
78,F3:, .. 這個 [[老師]]
79,F2:, [[也 是]] 有 可能 啦
79,F2:, .. 但是 我 對 他們 其 實蠻兇 的 欸
79,F2:, .. 她 看 得到 啊 @@
80,F1:, ... 可是 其實
80,F1:, .. 還是 看 得 出來 是
80,F1:, ... 就 [怎麼 說]
81,F2:, [可是]真 的 不是 那 個 老師 就 對 了
82,F1:, ... 不是 真正 的 老師 啦
82,F1:, .. 以前 我
82,F1:, .. 家教 學生 跟 我 講 了 一 句
82,F1:, .. 我 覺 得 講 的 非常 好的 話
82,F1:, ... 他 說
82,F1:, ... 那 個
82,F1:, .. 菜鳥 老師 我 們 都 知道
82,F1:, ... 他 意思 就是 說學生 都 知道
82,F1:, .. 他 看 得 出來 呀
83,F3:, .. 當然 [[看 得]] 出來 啊
84,F1:, [[不管]]
85,F1:, .. 你
85,F1:, .. 你 覺得 你 再 怎麼 兇
85,F1:, .. 說實 在 對 他 們來 說
85,F1:, .. 你 還 是 菜鳥
86,F3:, .. 你 越 兇 他 覺 得 你 越 菜
86,F3:, .. 因[為沒 有 自信 才 這麼 兇]
87,F1:, [對 啊
87,F1:, ... 因 為]
88,F1:, .. 因 為從
88,F1:, .. 我 會覺 得 說 是 學校 裡面 的 老師其實 他
88,F1:, ... 不怒
88,F1:, .. 不怒 自[[威]]
89,F2:, [[而 威]]
90,F3:, .. [真 的]
91,F1:, [對]
92,F3:, .. [[真的]]
93,F1:, [[真的]]
94,F2:, .. 欸 可是 我 覺得 沒辦法 像 這種 東西
94,F2:, .. 譬如 說像 這種 課輔
94,F2:, .. 義務 課輔 你
94,F2:, .. 能 夠
94,F2:, .. 期望 你 自己 像 那 種 不怒而威 的 正規 老師
94,F2:, .. 不可 [能 啊]
95,F3:, [不可]能 啊
96,F2:, .. 不 能 [[這樣 期待 啊]]
97,F3:, [[所以 你 才 要 用]] 另外 一 個 方式 啊
98,F2:, ... [譬如 說]
99,F3:, [由 另外] 一 個 路 線吶
99,F3:, ... 像 我 就是
99,F3:, ... 因為 大家 也
99,F3:, .. 也 知道 我 不是 正規 老師 啊
99,F3:, ... 然 後
99,F3:, ... 他們 也 都 會um
99,F3:, ... 不 知道 該 怎麼 說欸
99,F3:, .. 我 覺 得 那 是
99,F3:, .. 另外 一 個 方法 吧
99,F3:, .. 以前 我 就 覺 得
99,F3:, ... uh 因 為 不是 正
99,F3:, .. 正規 的 老師
99,F3:, .. 所以 他 們其實 也 敢 在 我 課堂 上 睡覺 呀 什麼 的
99,F3:, ... 然後 後來 就 比 較像 是
99,F3:, ... 私底下 跟 他們
99,F3:, .. 就是
99,F3:, .. 好 一 點
99,F3:, .. 然後 他 們上 課 就 會 很 專心 很 乖 這樣
100,F1:, ... 可是 上 課還 是 另外 一 個 樣子 啦
100,F1:, .. 我 覺得 老師 就是 這 樣子
101,F3:, .. 對 啊
102,F1:, ... [[唉]]
103,F3:, [[那]] 我 覺 得 其 實學生
103,F3:, .. 多少 都 會
103,F3:, .. um
103,F3:, ... 你 要 他們 乖乖 的 是 不 可能 的 啦
103,F3:, ... 就是
104,F1:, .. 就是
104,F1:, ... 控制 在 一 個 範圍 之 內 的 話
105,F3:, .. 對 啦 就是
105,F3:, ... 像
106,F2:, .. 至少 不要 打擾 到 其他人 這樣 就 好
107,F3:, .. 其實 有 時候 你 不
107,F3:, .. 要 他們 不 打
107,F3:, .. 不 打擾 到 其他人
108,F2:, .. 也 是 蠻難 的 吧
109,F3:, .. 我 高中 都 會 了
109,F3:, .. 更 何 況什 麼國 中 國 小
109,F3:, .. 就是
109,F3:, ... 會想 要 跟 旁邊 的 人 講話 啊
109,F3:, .. 然後
109,F3:, ... 也 會 越 來 越 吵 啊 什麼 的
109,F3:, .. [都 有人]
110,F2:, [但 至少] 不要 太 誇張 就 好 啦
110,F2:, ... 不要 影響 想要 聽課 的 人
111,F3:, .. 也 是 啦
112,F2:, ... 像 我 們 那 個 班級 才 幾個 而已 [[@@@=]]
113,F3:, [[@@@=]]
114,F1:, [[對 啊
114,F1:, .. 才 三]] 個欸
121,F2:, .. 一[[個 地區]] 的 社區 中心
122,F1:, [[社 區]]
115,F2:, .. @@@=
116,F1:, ... 硬 要 算 的 話 就 加 那 個 小 學生 而已 啊
117,F2:, ... 但是 反正 我 覺 得 去 那 裡 的 程度 多半 都
117,F2:, .. 就是
117,F2:, .. TSK
117,F2:, ... 還蠻
118,F1:, ... 我 覺 得 那 兩個 女生 應該 還 OK 耶
118,F1:, ... 感覺 上
119,F2:, .. 就 感覺 上 蠻乖 的 然後 也 蠻[有心 學習 但]
120,F3:, [他 們為 什麼 會 想] 加入 課輔
121,F2:, ... 就 它 是 一 個
121,F2:, ... 家扶 中
121,F2:, .. 就是
123,F1:, .. 對 @
124,F2:, .. 就是
124,F2:, .. 社區 的 家扶
124,F2:, .. 安康家 扶中心
124,F2:, ... 然後 是 要 讓 那些 就是
124,F2:, .. 譬如 沒有 錢 補習 或者是 會
124,F2:, .. 像 那些 在 外面 遊蕩 的 國小 的 啊 或 國 中
124,F2:, .. 就是 讓 他們 有 個 地方 可以 溫書 啊
124,F2:, .. 然後 有 課輔 老師 啊 什麼 的
124,F2:, .. 陪 他 們這 樣子
125,F3:, .. 喔
126,F2:, .. 大概 就 這 樣子 啦
127,F1:, ... 可是 其實 那 兩個 女生 她 是
127,F1:, .. 她 們是 真的 有 在 問說 要 怎麼 唸吶
128,F2:, .. 而且 真的 看 得 出來 他們 真的 有 心欸
128,F2:, .. [就 還] 蠻
129,F1:, [對 啊]
128,F2:, .. 比 較乖 的
129,F1:, .. 對 啊
130,F2:, .. 至於 那 個 [[男生]]
131,F3:, [[所以]] 你
131,F3:, .. 你 有 在 上課 就是了
132,F2:, .. 沒有 就是 他們 在 溫書
132,F2:, .. [有 問題 再 問 我]
133,F3:, [然 後 有 問題]
134,F3:, .. [[喔]]
135,F2:, [[對]]
136,F3:, .. 那 我 覺 得 你 還
136,F3:, .. 我 覺 得
136,F3:, ... 如果 這樣
136,F3:, .. 他 願意 聽 你 的 話 的 話 你 可以
136,F3:, .. 就是 叫 他 說 你 今天 之 內
136,F3:, .. 就是
136,F3:, .. 你 們應 該 一 個 小時 嘛
137,F2:, ... [um 一 個] 半
138,F3:, [還 是 多久]
139,F3:, .. 你 說 一 個 半 小 時 之 內
139,F3:, .. 你 可能
139,F3:, .. 可能 一 小 時 你 要 他 做 一 件 什麼 事情
139,F3:, .. 類 似說 你 要 背十 個 單字
139,F3:, ... 然 後
139,F3:, .. 快 結束 前 你 就要 考 他
139,F3:, .. 類似 像 這樣 的
139,F3:, .. 讓 他 有 事情 做 啦
139,F3:, .. 不要
139,F3:, ... 就是 你 讓 他 每次 來 他 都 有 學到 一 點 東西
140,F2:, .. 但是 那 個男 的 都 不 聽話 欸
141,F1:, .. 先 不要 管 他
142,F2:, .. 可是 那 兩 個國 中生
142,F2:, .. 那 兩 個女 的
142,F2:, .. 就是 女 學生
142,F2:, .. 她 們 就 來
142,F2:, .. 然後 都 會帶 她 們 的 考卷
142,F2:, .. 或 [[複習]] 的 考卷
143,F1:, [[XX 複測]]
144,F1:, .. 對 啊
145,F2:, .. 然後 在
145,F2:, .. 就是 數學 啊 理化 啊 還 有 英文
145,F2:, .. 就 所以 也 沒辦 法說 啊
145,F2:, .. 你 這次 就 背 幾個 單字 什麼 的
145,F2:, .. 多半 [就是 XX]
146,F3:, [我 不是 說] 那 女的
146,F3:, .. 我 不是 說 那 兩個 女生
146,F3:, .. 我 說 那 個男 的
147,F2:, .. 喔
147,F2:, .. 如果 他 肯聽 我 的 話 的 話這 樣
147,F2:, .. [[這樣 就]] 好 喔
148,F3:, [[對 啊]]
148,F3:, .. 就 不要 讓 他 來 在 那 邊鬧 也 沒事 做
148,F3:, .. 然後 浪費 那 一 個 半 小 時
149,F2:, .. um
150,F3:, .. 他 自己 也 覺 得 很 無聊 吧
151,F1:, ... 可是 他 有 這麼 容易 收服 嗎
152,F2:, .. 就 用 看看 吶
152,F2:, .. 我 覺 得 [他]
153,F1:, [對] 那 一 種 [[類型]]
154,F2:, [[像 我]] 覺 得 那 男生 其實 需要 大哥哥
154,F2:, .. 不是 大姊 姊耶
155,F1:, .. 那 男生 就是
156,F2:, .. 需要 一 個 大哥
157,F1:, .. 要 我 用 具體 形容 的 話
157,F1:, .. 他 大概 就是 那 一 種
157,F1:, ... 長相 是 <L3 俗仔 ( (沒膽 的 人) ) L3> 的 長相
158,F2:, .. @@
159,F1:, .. 可是 他 喜歡 耍 老大
160,F2:, .. 但是 其[實沒 那]個 種
161,F1:, [這 種人]
162,F1:, .. 對[[沒 那 個種]]
163,F3:, [[@@@=]]
164,F1:, .. 這種人 最 困難
165,F3:, ... 是 喔
166,F1:, .. 你 不 能 用 大哥 的 方式 對 他
166,F1:, .. 你 也 不 能 用 小弟 的 方式 對 他
166,F1:, .. 最後 你 也 不 知道 要 怎麼 對 他
167,F3:, .. @@ [@=]
168,F2:, [@@@]
169,F1:, [@@]
184,F1:, ... 好 啦 如果 我 之後 有 空[再 去]
170,F1:, ... 對 啊
171,F3:, .. 蠻難 想像 的
172,F2:, .. 你 可以 一起 來 啊
172,F2:, ... 禮拜五 下午
172,F2:, .. 啊 [[你 不行]]
173,F3:, [[上班]]
174,F1:, .. 上班
175,F2:, ... ei 那 你 這 禮拜 可以 嗎
175,F2:, .. 就 明天
176,F1:, .. 我
176,F1:, ... 助教 叫 我 要 去
176,F1:, ... 明天 要 推甄 吶 他 叫 我 要 去
177,F2:, .. 喔
178,F1:, .. 我 今天 去 寫企
178,F1:, .. 計 劃書 的 時候 被 他 抓到
179,F2:, .. 去 幫忙 嗎還 是
180,F1:, .. 對 啊
180,F1:, .. 他 可能 找 不 到 人
180,F1:, ... 而且 我 已 經欠 太 多 時 數
180,F1:, ... 我 不 能 說 不
181,F2:, .. 其實 我 還蠻 希望 你 可以 一起 來 的 說
181,F2:, .. 假如 說 四 個
181,F2:, .. 然後 我 沒辦 法欸
181,F2:, .. 就是
181,F2:, .. 這個 顧到 那 個顧 到 那 個顧 到
182,F1:, .. 那 個 小 學生 還會 去 嗎
183,F2:, .. 會 啊
183,F2:, .. 他們 每 個 禮拜 都 來 啊
184,F1:, .. 是 喔
185,F3:, [你] 知道 他們 的 背景 嗎
189,F1:, ... [然 後 他 就 在 那 邊哭耶]
186,F2:, .. 其實 就
186,F2:, .. 還 不 太
186,F2:, .. 清楚
187,F1:, .. 那 小 學生 的 媽媽 會來
187,F1:, ... 然後 上次 那 個 小 學生 他們
187,F1:, .. 彼此 之 間 吵架 的 時候
187,F1:, .. 有 一 個 小 學生 就 [[說]]
188,F2:, [[就 爆]]出 一 個 大料
189,F1:, .. 對
189,F1:, .. 就 說 我
189,F1:, .. 我 知道 你 媽 是 誰
189,F1:, .. 你 媽 都 會 喝 醉 酒 坐 在 那 個 榕樹 下
190,F2:, [然 後 那 個 小 學生 哭 了]
200,F2:, .. 沒有 就是 [可能 X X] 他們 不要
191,F2:, .. 覺 得 很 難[[堪]]
192,F1:, [[非]]常 傷心 的 哭 了
193,F3:, .. 好 可憐 喔
194,F1:, .. 而且 是 默默地 哭 喔
195,F2:, .. 對
196,F1:, .. 因為 他 不 想 要 讓別人 知道
196,F1:, .. 他
196,F1:, .. 他 還
196,F1:, ... 那 種 是 到 什麼 程度 是 他 眼淚 都 滴 下來 他 都 沒有 擦
196,F1:, .. 因為 他 不 想 讓別人 看到
197,F3:, .. 好心 酸 喔
198,F1:, .. 對 啊然 後
199,F3:, .. 那 我 覺 得 那 如果 是 這樣 的 課輔班 的 話
199,F3:, .. 它 的 重點 並 不是
199,F3:, ... 教學 的 吧
199,F3:, .. 應該 就是
201,F3:, [可能 不要]
204,F1:, .. [@@]
202,F3:, .. 對 啊
202,F3:, .. 然後
203,F2:, .. 差 太 多 啊
203,F2:, .. 什麼 的
204,F1:, .. 可是
204,F1:, .. 其實 他 媽滿 好
204,F1:, .. 因為 後來 他 媽 有 來
204,F1:, .. 因為 我 那 時候 就 我 在 那 邊教 他 什麼 的
204,F1:, .. 然後 就 他 就 講講 講
204,F1:, .. 他 就 說
204,F1:, .. 喔 我 媽媽 都 會 在 對面 的 火鍋店 吃 火鍋
204,F1:, .. 我 說喔 真的 啊
204,F1:, .. 然後 結果 後來 他 媽 媽來 啊
204,F1:, .. 然後 就 看到 他 就 還 在 學 那 個
204,F1:, ... 那 個
204,F1:, .. 二 進位
204,F1:, .. 兩位 數 的 乘法
204,F1:, .. 他 媽媽 就 說
204,F1:, .. 那 我 去 對面 等 你
204,F1:, .. 他 說好
204,F1:, .. 他 就 說 對面 是 火鍋 店
204,F1:, .. 我 就 說
204,F1:, .. 喔
204,F1:, .. 原來
205,F3:, [@@] @@
212,F2:, ... 可是 我 覺 得 [我 想 說]
206,F1:, .. um
206,F1:, ... 對 啊 我 覺 得 其 實
206,F1:, .. 說實 在 的
206,F1:, .. 我 已 經 跟 你 講過
206,F1:, .. 我 覺 得 那 男生 是 我 最 不 喜 歡教 的 類型
207,F2:, .. 你 講過 啊
208,F1:, .. 就 他 又 不 想 學 他 又 很 愛鬧
209,F2:, ... 可是 我 覺 得 我 有一次 就 問 他 說 你 幹 嘛 來
209,F2:, .. 就 還蠻 直接 的 那 你 幹 嘛 來
209,F2:, .. 我 覺得 他 還蠻 乖
209,F2:, .. 他 就 說 他 媽 叫 他 來
209,F2:, .. 他 就 來 啊
209,F2:, ... [[至少 是 一 點]]
210,F3:, [[也 可能]]
211,F3:, .. 那 你 有 沒有 問過
211,F3:, .. 我 覺得 你 可以 跟 他 聊聊 他 家裏 的 事情
213,F3:, [你 會 比 較] 了解 他 啊
215,F1:, .. 對[沒錯]
214,F2:, .. 我 會
214,F2:, .. 有 啊 我 就 一直
214,F2:, .. 跟 那 個 男的 啊 有 沒有
214,F2:, .. 我 就 一直 就是
214,F2:, .. 譬如 關心 他 或 跟 他 聊天 什麼 的
214,F2:, .. 但是
214,F2:, .. 另外 一 個志 工人 員 叫 我 不要 忽略 那 兩個 女的 啊
216,F2:, [他 就]
219,F2:, .. [她 沒有 來 的 話]
217,F1:, .. 他 們講 的 對
218,F3:, .. 不是 啊
218,F3:, .. 你 每 個 禮拜 都 去 你 總是 可以 放 不同 的 重[[點 吧]]
219,F2:, [[對 啊]]對 啊對 啊 但是 就是
219,F2:, .. 時間 會 不 太 夠用 啊
219,F2:, .. 如果 這個 也 要 問 你 那 個
219,F2:, .. 然後 又 要 關心
219,F2:, .. 然後 又 要
219,F2:, .. 了解 他們 的 家庭 狀況
219,F2:, .. 的 確 是 不 夠用
219,F2:, .. 因為
220,F3:, [慢慢來 啊]
236,F3:, .. 我 還蠻 喜歡 [關 心學 生] 的
221,F2:, 我 還 要 cover 那 個[[國 小 女生]]
222,F3:, [[慢慢來 啊]]
223,F1:, .. 對 啊
224,F3:, .. 本來 就是 慢慢來 啊
225,F1:, ... 你 那 是
226,F2:, .. huh
227,F1:, ... 都 四點過 去 嘛
228,F2:, .. 對
229,F1:, .. 可是 我 明天 可能 要 做到 五 點
230,F2:, .. 真的 喔
230,F2:, .. 你 不 能 提早 走嗎
231,F1:, ... 助教 是 叫 我 要
231,F1:, .. 收椅
231,F1:, .. 收桌椅 啊
231,F1:, .. 我 是 最後
232,F2:, .. 那 可能 你 明天
232,F2:, .. 會 不 會來 不 了 啊
233,F1:, .. um
233,F1:, .. 可能 會
234,F3:, ... 好好 喔
235,F1:, ... 要不然 其實 我 還蠻 愛教 的 欸
235,F1:, .. 我 覺 得
237,F1:, [蠻 開心 的]
242,F2:, .. 男[的 女的]
238,F3:, .. [[@@]]
239,F2:, [[真的 喔]]
240,F1:, .. 很 開心hon
241,F3:, .. 之前 有 一 次 喔
241,F3:, .. 我 就 看到 我 們
241,F3:, .. 就是
241,F3:, .. 就是 我 坐車 下山 嘛
241,F3:, .. 坐 我
241,F3:, ... 同事 的 車
241,F3:, .. 她 開車 載 我
241,F3:, .. 然後
241,F3:, ... 剛下山 就 看到 我 們班 上
241,F3:, .. 因為 我 有 導師班 嘛
241,F3:, .. 看到
241,F3:, ... 兩個 學生 手牽 手
243,F3:, [走 上]山
245,F2:, .. [男 的 女的]
244,F3:, .. huh
246,F3:, [當然 是] 一 男 一 女 啊
247,F2:, .. [你 是 已 經]
246,F3:, ... 我
246,F3:, .. 我 們 學校 不 會 反對 這
246,F3:, .. 因為 我 們算 比較 自由 學風 的 然後
246,F3:, ... 其實 我 滿 高興 的
246,F3:, .. 因為 他 們倆 個 我 都 滿 喜歡 的
246,F3:, .. 我 覺得 他 們兩 個 很 配
246,F3:, .. 他們 就是
246,F3:, .. 因為 我 都 待學 務處 嘛
246,F3:, .. 然後
246,F3:, ... 他們 就是
246,F3:, .. 一個 是
246,F3:, .. 校級 幹部
246,F3:, .. 就是 說
246,F3:, .. uh 早上 的 時候 他
246,F3:, .. 有 點像 糾察隊 這樣
246,F3:, .. 我 們 學校 叫做 校級 幹部
246,F3:, .. 就是 他 會 在 門口 登記 誰遲 到 這樣
246,F3:, .. 然後
246,F3:, .. 另外 一 個 是 那 個 是 那 個
246,F3:, ... 音控
246,F3:, .. 就 有 點像 在 播國 歌 的 那 一 種
246,F3:, ... 所以 他們 都 常常 來學 務處
246,F3:, .. 然後 我
246,F3:, .. 我 也 我 知道 他們 是
246,F3:, .. 他 們是 我 班上 的 然後
246,F3:, .. 剛好 在
246,F3:, .. 我 看到 他 們兩 個 牽手 的 前 兩天
246,F3:, .. 兩天 就 剛好
246,F3:, .. 就 不 知道 為 什麼 就 ei
246,F3:, .. 我 說 你 們兩 個為 什麼 都
246,F3:, .. 一起 出現 吶
248,F3:, [該 不 會] 在一起 吧
251,F3:, .. 其實 也 還好 啦[就是]
248,F3:, .. 我 是 開玩[[笑 的]]
249,F1:, [[@@@]]
250,F2:, [[喔]]
258,F2:, .. <L3 bak 5 [[kuh3 L3> 喔]]
251,F3:, .. 而且 我 還開 了
251,F3:, .. 連開 了 兩天 玩笑
251,F3:, .. 他們 就 說沒 有 啦 這 樣
251,F3:, .. 然後
251,F3:, .. 看 他 們兩 個 牽手 就
251,F3:, .. 啊 好 震驚 喔
251,F3:, .. 然後
251,F3:, ... 就是
251,F3:, .. 他們
252,F1:, [你 不是 說] 看到 還說
256,F2:, .. [對 對對]
252,F1:, .. 退後
253,F3:, .. huh
254,F2:, .. huh
255,F3:, .. 喔對 啊 就 開車 下山 吶
